conceptID,concept,rank,PMID
,evidence,1,7477219
,ventricular,2,7477219
,ventricular systolic,1,7477219
,systolic,1,7477219
,systolic dysfunction,1,7477219
,dysfunction,1,7477219
,fraction,1,7477219
,percent,9,7477219
,days,1,7477219
,oral,1,7477219
,trandolapril,6,7477219
,placebo,3,7477219
,duration,1,7477219
,followup,1,7477219
,months,1,7477219
,results,1,7477219
,study,2,7477219
,period,1,7477219
,group,5,7477219
,relative,5,7477219
,relative risk,5,7477219
,risk,8,7477219
,death,4,7477219
,confidence,5,7477219
,confidence interval,5,7477219
,interval,5,7477219
,cardiovascular,2,7477219
,causes,2,7477219
,sudden,2,7477219
,sudden death,2,7477219
,progression,1,7477219
,severe,2,7477219
,heart,2,7477219
,heart failure,2,7477219
,failure,2,7477219
,less,1,7477219
,frequent,1,7477219
,contrast,1,7477219
,recurrent,1,7477219
,recurrent myocardial infarction,1,7477219
,fatal,1,7477219
,not,1,7477219
,not significantly,1,7477219
,significantly,2,7477219
,conclusions,1,7477219
,reduced,1,7477219
,left,1,7477219
,left ventricular function,1,7477219
,ventricular function,1,7477219
,function,1,7477219
,overall,1,7477219
,development,1,7477219
,randomized,1,7477219
,use,1,7477219
,inhibition,1,7477219
,ethnic,1,7500535
,ethnic differences,1,7500535
,differences,1,7500535
,use,1,7500535
,peritoneal,1,7500535
,peritoneal dialysis,1,7500535
,dialysis,1,7500535
,initial,1,7500535
,treatment,1,7500535
,renal,1,7500535
,renal disease,1,7500535
,disease,1,7500535
,objective,1,7500535
,ethnicity,2,7500535
,use,3,7500535
,peritoneal,1,7500535
,peritoneal dialysis,1,7500535
,dialysis,2,7500535
,initial,4,7500535
,treatment,4,7500535
,renal,1,7500535
,renal disease,1,7500535
,disease,1,7500535
,esrd,4,7500535
,other,1,7500535
,patient,1,7500535
,patient characteristics,1,7500535
,characteristics,1,7500535
,design,1,7500535
,cohort,1,7500535
,cohort analysis,1,7500535
,analysis,1,7500535
,incident,1,7500535
,patients,4,7500535
,white,1,7500535
,dialysis centers,1,7500535
,centers,1,7500535
,north,1,7500535
,north carolina,1,7500535
,south,1,7500535
,south carolina,1,7500535
,georgia,1,7500535
,network,1,7500535
,january,1,7500535
,december,1,7500535
,main,1,7500535
,outcome,1,7500535
,outcome measure,1,7500535
,measure,1,7500535
,odds ratios,1,7500535
,ratios,1,7500535
,ors,1,7500535
,association,1,7500535
,modality,1,7500535
,results,1,7500535
,less,1,7500535
,likely,1,7500535
,whites,1,7500535
,confidence,1,7500535
,confidence interval,1,7500535
,interval,1,7500535
,difference,1,7500535
,adjustment,1,7500535
,age,1,7500535
,education,1,7500535
,social,1,7500535
,social support,1,7500535
,support,1,7500535
,home,1,7500535
,ownership,1,7500535
,functional,1,7500535
,functional status,1,7500535
,status,1,7500535
,level,1,7500535
,hypertension,1,7500535
,history,1,7500535
,myocardial,1,7500535
,myocardial infarction,1,7500535
,infarction,1,7500535
,peripheral,1,7500535
,peripheral neuropathy,1,7500535
,neuropathy,1,7500535
,diabetes,1,7500535
,conclusions,1,7500535
,ethnic,1,7500535
,ethnic differences,1,7500535
,differences,1,7500535
,many,1,7500535
,demographic,1,7500535
,socioeconomic,1,7500535
,factors,1,7500535
,coronary,1,7500756
,coronary artery,1,7500756
,coronary artery bypass,1,7500756
,coronary artery bypass surgery,1,7500756
,artery,1,7500756
,bypass,1,7500756
,bypass surgery,1,7500756
,surgery,1,7500756
,study,1,7500756
,consecutive,1,7500756
,patients,1,7500756
,ontario,2,7500756
,steering,1,7500756
,steering committee,1,7500756
,committee,1,7500756
,adult,1,7500756
,cardiac,1,7500756
,network,1,7500756
,deaths,1,7500756
,coronary,2,7500756
,surgery,8,7500756
,canada,1,7500756
,american,1,7500756
,interest,1,7500756
,interest groups,1,7500756
,groups,1,7500756
,socialized,1,7500756
,socialized medicine,1,7500756
,medicine,1,7500756
,cardiac,1,7500756
,cardiac surgery,1,7500756
,centres,1,7500756
,ontario,2,7500756
,register,1,7500756
,patients,6,7500756
,experience,1,7500756
,consecutive,1,7500756
,registry,1,7500756
,october,1,7500756
,july,1,7500756
,individual,2,7500756
,acuity,5,7500756
,scores,2,7500756
,symptoms,2,7500756
,angiographic,1,7500756
,findings,1,7500756
,ventricular,1,7500756
,ventricular function,1,7500756
,function,1,7500756
,available,1,7500756
,noninvasive,1,7500756
,tests,1,7500756
,ischaemic,1,7500756
,queue,2,7500756
,indefinitely,1,7500756
,myocardial,1,7500756
,myocardial infarction,1,7500756
,infarction,1,7500756
,median,1,7500756
,wait,1,7500756
,days,2,7500756
,interquartile range,1,7500756
,range,1,7500756
,day,1,7500756
,very,2,7500756
,urgent,1,7500756
,score,2,7500756
,low,1,7500756
,priority,1,7500756
,multivariate analysis,1,7500756
,analysis,1,7500756
,most,1,7500756
,determinant,1,7500756
,time,2,7500756
,symptom,1,7500756
,symptom status,1,7500756
,status,1,7500756
,anatomy,1,7500756
,age,1,7500756
,not,2,7500756
,statistical,1,7500756
,statistical methods,1,7500756
,methods,1,7500756
,female,1,7500756
,female sex,1,7500756
,sex,1,7500756
,either,1,7500756
,not significant,1,7500756
,significant,2,7500756
,independently,1,7500756
,approximately,1,7500756
,relative,1,7500756
,delay,1,7500756
,clinical,2,7500756
,factors,1,7500756
,times,3,7500756
,hospitals,2,7500756
,rarely,1,7500756
,critical,1,7500756
,events,1,7500756
,extreme,1,7500756
,variation,1,7500756
,exertion,1,7500756
,effect,1,7500749
,different,1,7500749
,progestagens,1,7500749
,low,1,7500749
,low oestrogen,1,7500749
,oestrogen,1,7500749
,oral,1,7500749
,oral contraceptives,1,7500749
,contraceptives,1,7500749
,venous,1,7500749
,venous thromboembolic,1,7500749
,venous thromboembolic disease,1,7500749
,thromboembolic,1,7500749
,thromboembolic disease,1,7500749
,disease,2,7500749
,world,1,7500749
,world health,1,7500749
,world health organization,1,7500749
,health,1,7500749
,health organization,1,7500749
,organization,1,7500749
,collaborative,1,7500749
,collaborative study,1,7500749
,study,1,7500749
,cardiovascular,1,7500749
,cardiovascular disease,1,7500749
,steroid,1,7500749
,steroid hormone,1,7500749
,hormone,1,7500749
,contraception,1,7500749
,study,2,7500749
,risk,6,7500749
,venous,2,7500749
,venous thromboembolic,1,7500749
,venous thromboembolic disease,1,7500749
,thromboembolic,1,7500749
,thromboembolic disease,1,7500749
,disease,2,7500749
,oral,1,7500749
,oral contraceptives,1,7500749
,contraceptives,1,7500749
,separate,1,7500749
,inquiry,1,7500749
,venous thromboembolism,1,7500749
,thromboembolism,1,7500749
,low,3,7500749
,low oestrogen,3,7500749
,oestrogen,3,7500749
,micrograms,1,7500749
,ethinyloestradiol,1,7500749
,levonorgestrel,7,7500749
,risks,2,7500749
,preparations,1,7500749
,progestagens,3,7500749
,desogestrel,6,7500749
,gestodene,7,7500749
,analysis,1,7500749
,data,1,7500749
,countries,1,7500749
,cases,5,7500749
,age,2,7500749
,hospital,1,7500749
,controls,4,7500749
,centre,2,7500749
,community,1,7500749
,general,1,7500749
,general practice,1,7500749
,practice,1,7500749
,current,4,7500749
,users,5,7500749
,odds ratio,1,7500749
,ratio,1,7500749
,confidence,1,7500749
,confidence interval,1,7500749
,interval,1,7500749
,reference,1,7500749
,ratios,1,7500749
,products,1,7500749
,body,1,7500749
,body mass,1,7500749
,body mass index,1,7500749
,mass,1,7500749
,index,1,7500749
,bmi,1,7500749
,dose,1,7500749
,vte,1,7500749
,results,2,7500749
,secondary,1,7500749
,study objective,1,7500749
,objective,1,7500749
,due,1,7500749
,chance,1,7500749
,bias,1,7500749
,residual,1,7500749
,independent,1,7500749
,studies,1,7500749
,variance,1,7500749
,apparently,1,7500749
,more,1,7500749
,metabolic,1,7500749
,metabolic effects,1,7500749
,effects,1,7500749
,new,1,7500749
,lower,1,7500749
,arterial,1,7500749
,arterial disease,1,7500749
,stroke,1,7500749
,myocardial,1,7500749
,myocardial infarction,1,7500749
,infarction,1,7500749
,further,1,7500749
,risk,1,8747258
,myocardial,1,8747258
,myocardial infarction,1,8747258
,infarction,1,8747258
,subjects,1,8747258
,doctor,1,8747258
,back,1,8747258
,back disorder,1,8747258
,disorder,1,8747258
,study,1,8747258
,finnish,1,8747258
,farmers,1,8747258
,study,3,8747258
,study design,1,8747258
,design,1,8747258
,correlation,1,8747258
,back,9,8747258
,back trouble,2,8747258
,myocardial,6,8747258
,myocardial infarction,6,8747258
,infarction,6,8747258
,objectives,1,8747258
,purpose,1,8747258
,present,1,8747258
,individuals,2,8747258
,doctor,4,8747258
,risk,2,8747258
,summary,1,8747258
,background,1,8747258
,data,1,8747258
,previous,2,8747258
,results,3,8747258
,back pain,4,8747258
,pain,4,8747258
,young,1,8747258
,male,1,8747258
,farmers,2,8747258
,patients,1,8747258
,methods,1,8747258
,basic,1,8747258
,cohort,1,8747258
,finnish,1,8747258
,february,2,8747258
,december,1,8747258
,case,6,8747258
,case studies,1,8747258
,studies,1,8747258
,control,4,8747258
,subjects,7,8747258
,case subject,2,8747258
,subject,2,8747258
,final,1,8747258
,group,1,8747258
,case subjects,3,8747258
,doctor visits,1,8747258
,visits,1,8747258
,complaint,2,8747258
,followup,2,8747258
,period,2,8747258
,date,1,8747258
,back disorders,1,8747258
,disorders,1,8747258
,true,1,8747258
,nonspecific,1,8747258
,odds ratio,1,8747258
,ratio,1,8747258
,confidence,1,8747258
,confidence interval,1,8747258
,interval,1,8747258
,conclusion,1,8747258
,atherosclerosis,1,8747258
,not,1,8747258
,probable,1,8747258
,cause,1,8747258
,kind,1,8747258
,general,1,8747258
,general practitioner,1,8747258
,practitioner,1,8747258
,31p,1,8521576
,nuclear,1,8521576
,nuclear magnetic resonance,1,8521576
,nuclear magnetic resonance spectroscopic,1,8521576
,magnetic,1,8521576
,magnetic resonance,1,8521576
,magnetic resonance spectroscopic,1,8521576
,magnetic resonance spectroscopic imaging,1,8521576
,resonance,1,8521576
,imaging,1,8521576
,regions,1,8521576
,myocardium,1,8521576
,infarcted,1,8521576
,rat,1,8521576
,rat heart,1,8521576
,heart,1,8521576
,background,1,8521576
,clinical,1,8521576
,clinical course,1,8521576
,course,1,8521576
,patient,1,8521576
,myocardial,1,8521576
,myocardial infarction,1,8521576
,infarction,2,8521576
,ability,1,8521576
,region,2,8521576
,loss,1,8521576
,infarcted,1,8521576
,previous,1,8521576
,studies,1,8521576
,viable,6,8521576
,myocardium,8,8521576
,morphologically,1,8521576
,functionally,1,8521576
,biochemically,1,8521576
,purpose,1,8521576
,study,1,8521576
,regional,2,8521576
,distribution,2,8521576
,biochemical,2,8521576
,remodeling,2,8521576
,rat,2,8521576
,rat hearts,2,8521576
,hearts,3,8521576
,use,1,8521576
,technique,1,8521576
,noninvasively,1,8521576
,human,1,8521576
,human subjects,1,8521576
,subjects,1,8521576
,methods,1,8521576
,results,1,8521576
,infarcts,1,8521576
,left,1,8521576
,left ventricular apex,1,8521576
,ventricular,1,8521576
,apex,1,8521576
,anterolateral,1,8521576
,wall,1,8521576
,coronary,1,8521576
,coronary artery,1,8521576
,artery,1,8521576
,weeks,1,8521576
,chemical,1,8521576
,shift,1,8521576
,31p,4,8521576
,nuclear,1,8521576
,nuclear magnetic resonance,1,8521576
,magnetic,1,8521576
,magnetic resonance,1,8521576
,resonance,1,8521576
,spectra,1,8521576
,long,1,8521576
,long axis,1,8521576
,axis,1,8521576
,base,1,8521576
,atp,5,8521576
,phosphocreatine,1,8521576
,contents,1,8521576
,normal,1,8521576
,sham,1,8521576
,mass,4,8521576
,slice,3,8521576
,calculations,1,8521576
,metabolite,1,8521576
,amount,4,8521576
,unit,3,8521576
,hypertrophy,3,8521576
,not,1,8521576
,scar,3,8521576
,tissue,6,8521576
,contrast,2,8521576
,less,1,8521576
,signal,4,8521576
,distal,1,8521576
,occlusion,2,8521576
,scar tissue,1,8521576
,signal intensity,2,8521576
,intensity,2,8521576
,proximal,1,8521576
,myocyte,1,8521576
,direct,1,8521576
,proportion,1,8521576
,same,1,8521576
,pcr,3,8521576
,decrease,2,8521576
,uniform,1,8521576
,infarct,2,8521576
,size,2,8521576
,parallels,1,8521576
,similar,1,8521576
,creatine,1,8521576
,content,1,8521576
,conclusions,1,8521576
,postmi,1,8521576
,independent,1,8521576
,distance,1,8521576
,profile,1,8521576
,biochemical marker,1,8521576
,marker,3,8521576
,morphological,1,8521576
,regions,1,8521576
,tissue injury,1,8521576
,injury,2,8521576
,decreased,1,8521576
,extent,1,8521576
,response,1,8521576
,single,1,8521576
,set,1,8521576
,noninvasive,1,8521576
,measurements,1,8521576
,catheter,1,8521570
,catheter ablation,1,8521570
,ablation,1,8521570
,mitral,1,8521570
,isthmus,1,8521570
,ventricular,1,8521570
,ventricular tachycardia,1,8521570
,tachycardia,1,8521570
,inferior,1,8521570
,inferior infarction,1,8521570
,infarction,1,8521570
,background,1,8521570
,intraoperative,1,8521570
,mapping,1,8521570
,studies,1,8521570
,isthmus,4,8521570
,myocardium,1,8521570
,mitral,4,8521570
,mitral valve,1,8521570
,mitral valve annulus,1,8521570
,valve,1,8521570
,annulus,1,8521570
,border,1,8521570
,inferior,3,8521570
,inferior myocardial infarction,2,8521570
,myocardial,2,8521570
,myocardial infarction,2,8521570
,infarction,3,8521570
,role,1,8521570
,genesis,1,8521570
,ventricular,3,8521570
,ventricular tachycardia,3,8521570
,tachycardia,7,8521570
,frequency,1,8521570
,slow,5,8521570
,conduction,5,8521570
,zone,3,8521570
,critical,3,8521570
,maintenance,1,8521570
,remote,1,8521570
,inferior infarction,1,8521570
,patients,4,8521570
,catheter,2,8521570
,catheter ablation,2,8521570
,ablation,2,8521570
,methods,1,8521570
,results,1,8521570
,characteristic,2,8521570
,morphologically,1,8521570
,distinct,1,8521570
,tachycardias,1,8521570
,left,1,8521570
,superior,2,8521570
,superior axis,1,8521570
,axis,1,8521570
,morphology,2,8521570
,right,2,8521570
,right superior,1,8521570
,cycle,3,8521570
,length,3,8521570
,patient,3,8521570
,diastolic,1,8521570
,potentials,1,8521570
,intervals,2,8521570
,fusion,1,8521570
,pacing,1,8521570
,single,1,8521570
,radiofrequency,1,8521570
,energy,1,8521570
,application,1,8521570
,site,1,8521570
,followup,1,8521570
,months,1,8521570
,recurrent,1,8521570
,conclusions,1,8521570
,region,1,8521570
,anatomically,1,8521570
,localized,1,8521570
,target,1,8521570
,clinical,1,8521570
,clinical markers,1,8521570
,markers,1,8521570
,mechanism,1,8521570
,evaluation,1,8521562
,central,1,8521562
,effects,1,8521562
,atenolol,1,8521562
,metoprolol,1,8521562
,heart,1,8521562
,heart rate,1,8521562
,rate,1,8521562
,variability,1,8521562
,mental,1,8521562
,performance,1,8521562
,physical,1,8521562
,physical exercise,1,8521562
,exercise,1,8521562
,daily,1,8521562
,life,1,8521562
,stable,1,8521562
,patients,1,8521562
,background,1,8521562
,physical,2,8521562
,physical exercise,1,8521562
,exercise,3,8521562
,mental,5,8521562
,work,1,8521562
,cause,1,8521562
,alterations,1,8521562
,cardiac,1,8521562
,autonomic,2,8521562
,control,1,8521562
,heart,2,8521562
,stress,2,8521562
,effect,1,8521562
,part,1,8521562
,context,1,8521562
,lipophilicity,2,8521562
,drug,1,8521562
,relevant,1,8521562
,methods,1,8521562
,results,1,8521562
,thirty,1,8521562
,patients,3,8521562
,metoprolol,6,8521562
,crossover,1,8521562
,period,1,8521562
,heart rate,1,8521562
,rate,1,8521562
,variability,5,8521562
,study,2,8521562
,autonomic effects,1,8521562
,effects,3,8521562
,physical stress,1,8521562
,variations,1,8521562
,minute,2,8521562
,atenolol,4,8521562
,baseline,1,8521562
,performance,3,8521562
,not,5,8521562
,index,2,8521562
,milliseconds,1,8521562
,power,5,8521562
,treatment,3,8521562
,bicycle,1,8521562
,bicycle exercise,1,8521562
,difference,1,8521562
,decrease,1,8521562
,differences,3,8521562
,absolute,1,8521562
,high,1,8521562
,adjustment,1,8521562
,blockade,1,8521562
,methylatropine,1,8521562
,chronic,2,8521562
,nearly,1,8521562
,components,1,8521562
,spectral,1,8521562
,parameter,1,8521562
,most,1,8521562
,conclusions,1,8521562
,stable,2,8521562
,attenuates,1,8521562
,reduction,3,8521562
,patient,1,8521562
,group,1,8521562
,point,1,8521562
,action,1,8521562
,probably,1,8521562
,due,1,8521562
,activation,1,8521562
,significant,1,8521562
,degree,1,8521562
,specific,1,8521562
,challenges,1,8521562
,value,1,8521560
,myoglobin,1,8521560
,troponin,1,8521560
,out,1,8521560
,acute,1,8521560
,acute myocardial infarction,1,8521560
,myocardial,1,8521560
,myocardial infarction,1,8521560
,infarction,1,8521560
,emergency,1,8521560
,emergency room,1,8521560
,room,1,8521560
,background,1,8521560
,out,3,8521560
,acute,1,8521560
,acute myocardial infarction,1,8521560
,myocardial,1,8521560
,myocardial infarction,1,8521560
,infarction,1,8521560
,ami,9,8521560
,basis,1,8521560
,rapid,1,8521560
,cardiac,3,8521560
,cardiac markers,3,8521560
,markers,4,8521560
,early,3,8521560
,triage,1,8521560
,patients,7,8521560
,use,1,8521560
,available,1,8521560
,coronary,1,8521560
,care,1,8521560
,methods,1,8521560
,results,1,8521560
,value,2,8521560
,myoglobin,4,8521560
,creatine,1,8521560
,creatine kinase,1,8521560
,kinase,1,8521560
,troponin,3,8521560
,emergency,2,8521560
,emergency room,2,8521560
,room,2,8521560
,consecutive,1,8521560
,chest,1,8521560
,chest pain,1,8521560
,pain,1,8521560
,gold,1,8521560
,gold standard,1,8521560
,standard,1,8521560
,combination,1,8521560
,history,1,8521560
,ecg,1,8521560
,typical,1,8521560
,curve,1,8521560
,ckmb,1,8521560
,activity,1,8521560
,marker,4,8521560
,negative,1,8521560
,negative predictive value,1,8521560
,predictive,1,8521560
,predictive value,1,8521560
,significantly,1,8521560
,hours,5,8521560
,onset,4,8521560
,symptoms,4,8521560
,npv,6,8521560
,not,1,8521560
,time,2,8521560
,together,1,8521560
,subgroup,1,8521560
,low,1,8521560
,probability,2,8521560
,presence,2,8521560
,earlier,1,8521560
,large,1,8521560
,infarcts,2,8521560
,small,1,8521560
,cumulative,1,8521560
,proportion,1,8521560
,upper,1,8521560
,reference,1,8521560
,limit,1,8521560
,time point,1,8521560
,point,1,8521560
,conclusions,1,8521560
,better,1,8521560
,maximal,1,8521560
,only,1,8521560
,test,1,8521560
,characteristics,1,8521560
,size,2,8521560
,infarct,1,8521560
,studies,1,8521560
,evaluation,1,7503005
,end,1,7503005
,end points,1,7503005
,serial,1,7503005
,drug,1,7503005
,patients,1,7503005
,sustained,1,7503005
,sustained ventricular tachycardia,1,7503005
,ventricular,1,7503005
,ventricular tachycardia,1,7503005
,tachycardia,1,7503005
,healing,1,7503005
,acute,1,7503005
,acute myocardial infarction,1,7503005
,myocardial,1,7503005
,myocardial infarction,1,7503005
,infarction,1,7503005
,serial,1,7503005
,electrophysiologic,1,7503005
,drug,8,7503005
,drug testing,2,7503005
,testing,2,7503005
,antiarrhythmic,2,7503005
,therapy,2,7503005
,consecutive,1,7503005
,series,1,7503005
,patients,6,7503005
,clinical,2,7503005
,ventricular,1,7503005
,ventricular tachycardia,1,7503005
,tachycardia,1,7503005
,cardiac,2,7503005
,cardiac arrest,2,7503005
,arrest,2,7503005
,inducible,1,7503005
,coronary,1,7503005
,coronary artery,1,7503005
,coronary artery disease,1,7503005
,artery,1,7503005
,artery disease,1,7503005
,disease,1,7503005
,history,1,7503005
,myocardial,1,7503005
,myocardial infarction,1,7503005
,infarction,1,7503005
,partial,2,7503005
,rate,1,7503005
,systolic,1,7503005
,systolic blood pressure,1,7503005
,blood,1,7503005
,blood pressure,1,7503005
,pressure,1,7503005
,similar,2,7503005
,total,1,7503005
,mortality,1,7503005
,mortality rates,1,7503005
,survival,2,7503005
,statistically,1,7503005
,different,1,7503005
,high,1,7503005
,arrhythmia,1,7503005
,recurrence,1,7503005
,survivors,1,7503005
,results,1,7503005
,not,1,7503005
,prognosis,2,7503005
,change,1,7503005
,mode,1,7503005
,induction,1,7503005
,favorable,1,7503005
,deaths,1,7503005
,followup,1,7503005
,immediate,1,7503000
,reversible,1,7503000
,platelet,1,7503000
,inhibition,1,7503000
,intravenous,1,7503000
,intravenous administration,1,7503000
,administration,1,7503000
,peptide,1,7503000
,glycoprotein,1,7503000
,inhibitor,1,7503000
,percutaneous,1,7503000
,percutaneous coronary intervention,1,7503000
,coronary,1,7503000
,intervention,1,7503000
,pharmacokinetic,1,7503000
,pharmacodynamic,1,7503000
,properties,1,7503000
,integrelin,5,7503000
,novel,1,7503000
,platelet,5,7503000
,platelet glycoprotein,1,7503000
,platelet glycoprotein iib/iiia,1,7503000
,glycoprotein,1,7503000
,receptor,1,7503000
,inhibitor,1,7503000
,patients,7,7503000
,elective,2,7503000
,percutaneous,2,7503000
,percutaneous coronary intervention,2,7503000
,coronary,5,7503000
,intervention,5,7503000
,regimens,1,7503000
,total,1,7503000
,sequentially,1,7503000
,aspirin,2,7503000
,heparin,2,7503000
,discharge,1,7503000
,occurrence,1,7503000
,clinical,3,7503000
,clinical events,2,7503000
,events,3,7503000
,death,1,7503000
,myocardial,1,7503000
,myocardial infarction,1,7503000
,infarction,1,7503000
,coronary artery,1,7503000
,coronary artery bypass,1,7503000
,coronary artery bypass surgery,1,7503000
,artery,1,7503000
,bypass,1,7503000
,bypass surgery,1,7503000
,surgery,1,7503000
,repeat,1,7503000
,recurrent,1,7503000
,ischemia,1,7503000
,bleeding,3,7503000
,primary,1,7503000
,safety,1,7503000
,end,1,7503000
,end point,1,7503000
,point,1,7503000
,frequent,1,7503000
,blood,1,7503000
,blood sampling,1,7503000
,sampling,1,7503000
,adenosine,2,7503000
,platelet aggre,1,7503000
,platelet aggre gations,1,7503000
,bleeding times,1,7503000
,times,1,7503000
,less,1,7503000
,less often,1,7503000
,often,1,7503000
,overall,1,7503000
,numbers,1,7503000
,small,1,7503000
,definitive,1,7503000
,statement,1,7503000
,clinical efficacy,1,7503000
,efficacy,1,7503000
,significant,2,7503000
,increase,2,7503000
,serious,2,7503000
,highest,1,7503000
,micrograms/k,1,7503000
,immediately,1,7503000
,minutes,1,7503000
,bolus,1,7503000
,inhibition,2,7503000
,platelet aggregation,1,7503000
,aggregation,1,7503000
,treated,1,7503000
,constant,1,7503000
,infusion,2,7503000
,marked,1,7503000
,effect,1,7503000
,gradual,1,7503000
,recovery,1,7503000
,platelet function,1,7503000
,function,1,7503000
,regi men,1,7503000
,men,1,7503000
,rapid,1,7503000
,intense,1,7503000
,persistent,1,7503000
,ex vivo,1,7503000
,vivo,1,7503000
,new,1,7503000
,antiplatelet agent,1,7503000
,agent,1,7503000
,ischemic,1,7503000
,complications,1,7503000
,plasma,1,7502999
,levels,1,7502999
,antioxidant,1,7502999
,selenium,1,7502999
,risk,1,7502999
,myocardial,1,7502999
,myocardial infarction,1,7502999
,infarction,1,7502999
,antioxidant,1,7502999
,properties,1,7502999
,selenium,6,7502999
,lower,1,7502999
,incidence,1,7502999
,cardiovascular,2,7502999
,cardiovascular disease,1,7502999
,disease,1,7502999
,humans,1,7502999
,findings,1,7502999
,plasma,5,7502999
,plasma selenium,4,7502999
,level,1,7502999
,risk,4,7502999
,myocardial,1,7502999
,myocardial infarction,1,7502999
,infarction,1,7502999
,prospectively,1,7502999
,plasma samples,1,7502999
,samples,1,7502999
,study,3,7502999
,participants,1,7502999
,physicians,1,7502999
,health,1,7502999
,randomized,1,7502999
,trial,1,7502999
,aspirin,1,7502999
,betacarotene,1,7502999
,blood,1,7502999
,blood specimens,1,7502999
,specimens,1,7502999
,degrees,1,7502999
