conceptID,concept,rank,PMID
,cerebral ischemia,1,26823694
,ischemia,1,26823694
,consecutively,1,26823694
,department,1,26823694
,chinese,1,26823694
,general,1,26823694
,general hospital,1,26823694
,hospital,1,26823694
,normal,1,26823694
,normal volunteers,1,26823694
,volunteers,1,26823694
,control,1,26823694
,control group,1,26823694
,group,4,26823694
,blood,1,26823694
,blood samples,1,26823694
,samples,1,26823694
,dna,1,26823694
,dna analysis,1,26823694
,analysis,1,26823694
,biochemical,1,26823694
,measurements,1,26823694
,informed,1,26823694
,informed consent,1,26823694
,consent,1,26823694
,wild,1,26823694
,wild type,1,26823694
,type,1,26823694
,snp,1,26823694
,rat,1,26823694
,cell,3,26823694
,mouse,1,26823694
,mouse brain,1,26823694
,brain,1,26823694
,endothelial,1,26823694
,cells,3,26823694
,levels,1,26823694
,mirna,1,26823694
,inos,3,26823694
,activity,1,26823694
,bax,2,26823694
,bax protein,1,26823694
,protein,2,26823694
,protein expressions,1,26823694
,expressions,1,26823694
,lower,1,26823694
,additio,1,26823694
,protein expression,1,26823694
,expression,1,26823694
,data,1,26823694
,simultaneous,1,26823486
,bilateral,1,26823486
,unilateral,1,26823486
,carotid,1,26823486
,carotid artery,1,26823486
,carotid artery stenting,1,26823486
,artery,1,26823486
,stenting,1,26823486
,results,1,26823486
,purpose,1,26823486
,clinical,1,26823486
,outcomes,1,26823486
,simultaneous,2,26823486
,bilateral,3,26823486
,carotid,2,26823486
,carotid artery,1,26823486
,carotid artery stenting,1,26823486
,artery,1,26823486
,stenting,1,26823486
,unilateral,2,26823486
,cas,4,26823486
,ucas,4,26823486
,methods,1,26823486
,database,1,26823486
,institution,1,26823486
,patients,9,26823486
,january,1,26823486
,time,1,26823486
,time frame,1,26823486
,frame,1,26823486
,age,2,26823486
,years,2,26823486
,men,2,26823486
,primary,4,26823486
,primary endpoint,4,26823486
,endpoint,4,26823486
,composite,1,26823486
,stroke,3,26823486
,myocardial,1,26823486
,myocardial infarction,1,26823486
,infarction,1,26823486
,death,1,26823486
,days,1,26823486
,ipsilateral,2,26823486
,year,2,26823486
,results,1,26823486
,significant,1,26823486
,difference,1,26823486
,groups,2,26823486
,symptomatic,2,26823486
,group,2,26823486
,asymptomatic,2,26823486
,period,3,26823486
,not,1,26823486
,significantly,1,26823486
,incidences,1,26823486
,low,1,26823486
,conclusion,1,26823486
,study,1,26823486
,more,1,26823486
,adverse events,1,26823486
,events,1,26823486
,strategy,1,26823486
,alternative,1,26823486
,treatment,1,26823486
,severe,1,26823486
,carotid ste,1,26823486
,ste,1,26823486
,impact,1,26823484
,diabetic,1,26823484
,status,1,26823484
,outcomes,1,26823484
,revascularization,1,26823484
,stents,1,26823484
,relation,1,26823484
,coronary,1,26823484
,coronary artery,1,26823484
,coronary artery disease,1,26823484
,artery,1,26823484
,artery disease,1,26823484
,disease,1,26823484
,analysis,1,26823484
,patients,1,26823484
,background,1,26823484
,diabetes,4,26823484
,diabetes mellitus,4,26823484
,angiographic,1,26823484
,coronary,4,26823484
,coronary artery,2,26823484
,coronary artery disease,2,26823484
,artery,2,26823484
,artery disease,2,26823484
,disease,3,26823484
,unfavorably,1,26823484
,prognosis,1,26823484
,percutaneous,2,26823484
,percutaneous coronary interventions,1,26823484
,interventions,1,26823484
,relative,1,26823484
,impact,1,26823484
,outcomes,3,26823484
,percutaneous coronary intervention,1,26823484
,intervention,1,26823484
,stents,4,26823484
,study,1,26823484
,relation,1,26823484
,diabetic,4,26823484
,status,2,26823484
,pci,1,26823484
,taxus,1,26823484
,cardiac,6,26823484
,cardiac surgery,1,26823484
,surgery,1,26823484
,syntax,5,26823484
,score,5,26823484
,methods,1,26823484
,results,1,26823484
,pooled,1,26823484
,analysis,1,26823484
,patients,6,26823484
,stratified,1,26823484
,median,1,26823484
,primary,2,26823484
,end,3,26823484
,end point,2,26823484
,point,2,26823484
,major,3,26823484
,cardiac events,3,26823484
,events,3,26823484
,composite,1,26823484
,cardiac death,2,26823484
,death,2,26823484
,myocardial,2,26823484
,myocardial infarction,2,26823484
,infarction,2,26823484
,target,2,26823484
,target lesion,2,26823484
,lesion,2,26823484
,revascularization,3,26823484
,years,1,26823484
,present,1,26823484
,diabetics,1,26823484
,cox,1,26823484
,regression,1,26823484
,regression analyses,1,26823484
,interaction,2,26823484
,risks,2,26823484
,hazard,4,26823484
,hazard ratio,4,26823484
,ratio,4,26823484
,confidence,4,26823484
,confidence interval,4,26823484
,interval,4,26823484
,similar,1,26823484
,significant,1,26823484
,end points,1,26823484
,conclusions,1,26823484
,population,1,26823484
,predominantly,1,26823484
,risk,1,26823484
,repeat,1,26823484
,consistently,1,26823484
,spectrum,1,26823484
,independent,1,26823484
,predictor,1,26823484
,not,1,26823484
,effect,1,26823484
,clinical,1,26823484
,clinical trial,1,26823484
,trial,1,26823484
,registration,1,26823484
,url,1,26823484
,unique,1,26823484
,unique identifiers,1,26823484
,identifiers,1,26823484
,effect,1,26823341
,exercise,1,26823341
,training,1,26823341
,myocardial,1,26823341
,myocardial infarction,1,26823341
,infarction,1,26823341
,force,1,26823341
,development,1,26823341
,contractile,1,26823341
,kinetics,1,26823341
,canine,1,26823341
,myocardium,1,26823341
,well,2,26823341
,moderate,1,26823341
,moderate exercise,1,26823341
,exercise,7,26823341
,training,6,26823341
,elicits,1,26823341
,small,1,26823341
,increase,2,26823341
,ventricular,3,26823341
,ventricular mass,1,26823341
,mass,1,26823341
,physiological,1,26823341
,hypertrophy,1,26823341
,many,1,26823341
,effects,2,26823341
,overall,1,26823341
,cardiac,1,26823341
,health,1,26823341
,myocardial,3,26823341
,myocardial infarction,3,26823341
,infarction,3,26823341
,damages,1,26823341
,part,1,26823341
,heart,1,26823341
,myocardium,4,26823341
,loss,1,26823341
,viable,1,26823341
,functioning,1,26823341
,interaction,1,26823341
,contractile,6,26823341
,performance,1,26823341
,present,2,26823341
,study,1,26823341
,properties,1,26823341
,kinetics,5,26823341
,right,1,26823341
,right ventricular myocardium,1,26823341
,ventricular myocardium,1,26823341
,sedentary,3,26823341
,week,1,26823341
,progressively,1,26823341
,treadmill,1,26823341
,weeks,1,26823341
,induction,1,26823341
,dogs,4,26823341
,left,1,26823341
,left ventricular myocardial,1,26823341
,ventricular myocardial,1,26823341
,force,5,26823341
,development,2,26823341
,not,1,26823341
,significantly,1,26823341
,impact,2,26823341
,less,1,26823341
,activation,1,26823341
,similar,2,26823341
,groups,2,26823341
,control,3,26823341
,group,2,26823341
,more,2,26823341
,positive,1,26823341
,relationship,2,26823341
,control group,1,26823341
,post,1,26823341
,post mi,1,26823341
,negative,1,26823341
,receptor,1,26823341
,agonist,1,26823341
,isoproterenol,1,26823341
,acceleration,1,26823341
,animals,1,26823341
,actions,1,26823341
,completely,1,26823341
,absent,1,26823341
,postmi,1,26823341
,statin,1,26823081
,use,1,26823081
,risk,1,26823081
,pneumonia,1,26823081
,hospitalization,1,26823081
,patients,1,26823081
,myocardial,1,26823081
,myocardial infarction,1,26823081
,infarction,1,26823081
,study,1,26823081
,background,1,26823081
,statins,4,26823081
,cardiovascular,1,26823081
,cardiovascular events,1,26823081
,events,1,26823081
,patients,10,26823081
,myocardial,1,26823081
,myocardial infarction,1,26823081
,infarction,1,26823081
,association,2,26823081
,statin,6,26823081
,use,5,26823081
,risk,4,26823081
,pneumonia,5,26823081
,hospitalization,5,26823081
,methods,1,26823081
,study,1,26823081
,data,1,26823081
,national,1,26823081
,national health insurance,1,26823081
,health,1,26823081
,health insurance,1,26823081
,insurance,1,26823081
,research,1,26823081
,database,1,26823081
,case,1,26823081
,age,3,26823081
,control,1,26823081
,incidence,1,26823081
,density,1,26823081
,approach,1,26823081
,duration,1,26823081
,dosage,2,26823081
,pharmaceutical,1,26823081
,conditional,1,26823081
,logistic,1,26823081
,logistic regression,1,26823081
,logistic regression analyses,1,26823081
,regression,1,26823081
,regression analyses,1,26823081
,demographics,1,26823081
,medical,1,26823081
,conditions,1,26823081
,medications,1,26823081
,results,2,26823081
,odds ratio,1,26823081
,ratio,1,26823081
,confidence,1,26823081
,confidence interval,1,26823081
,interval,1,26823081
,more,1,26823081
,significant,1,26823081
,pretreatment,1,26823081
,aor,1,26823081
,favorable,1,26823081
,benefits,1,26823081
,time,1,26823081
,consistent,1,26823081
,various,1,26823081
,subgroup,1,26823081
,analysis,1,26823081
,female,1,26823081
,years,2,26823081
,low,1,26823081
,congestive,1,26823081
,congestive heart failure,1,26823081
,heart,1,26823081
,heart failure,1,26823081
,failure,1,26823081
,hypertension,1,26823081
,previous,2,26823081
,stroke,1,26823081
,old,1,26823081
,score,1,26823081
,comorbidities,2,26823081
,atorvastatin,1,26823081
,fluvastatin,1,26823081
,simvastatin,1,26823081
,most,1,26823081
,common,1,26823081
,prescribed,1,26823081
,similar,1,26823081
,effects,1,26823081
,conclusions,1,26823081
,adjunctive,1,26823081
,adjunctive therapy,1,26823081
,therapy,1,26823081
,evaluation,1,26823081
,individual,1,26823081
,optimal,1,26823081
,approach,1,26822963
,identification,1,26822963
,molecular,1,26822963
,biomarkers,1,26822963
,acute,1,26822963
,acute heart failure,1,26822963
,heart,1,26822963
,heart failure,1,26822963
,failure,1,26822963
,shock,1,26822963
,background,1,26822963
,study,2,26822963
,identifier,1,26822963
,prospective,1,26822963
,observational,1,26822963
,observational trial,1,26822963
,trial,1,26822963
,new,3,26822963
,biomarkers,2,26822963
,acute,2,26822963
,acute heart failure,1,26822963
,heart,1,26822963
,heart failure,1,26822963
,failure,2,26822963
,circulatory,2,26822963
,circulatory shock,2,26822963
,shock,9,26822963
,means,2,26822963
,analysis,2,26822963
,blood,5,26822963
,blood samples,3,26822963
,samples,3,26822963
,hemodynamic,3,26822963
,data,3,26822963
,subjects,1,26822963
,methods,1,26822963
,design,1,26822963
,ninety,1,26822963
,septic,2,26822963
,septic shock,1,26822963
,cardiogenic,1,26822963
,cardiogenic shock,1,26822963
,patients,4,26822963
,intensive care,1,26822963
,intensive care units,1,26822963
,care,1,26822963
,units,2,26822963
,universit,1,26822963
,belgium,1,26822963
,hospital,1,26822963
,hospital universitari,1,26822963
,spain,1,26822963
,switzerland,1,26822963
,signals,1,26822963
,day,3,26822963
,days,1,26822963
,diagnosis,2,26822963
,time,1,26822963
,clinical,1,26822963
,clinical data,1,26822963
,iii,1,26822963
,discharge,1,26822963
,discontinuation,1,26822963
,therapy,1,26822963
,case,1,26822963
,fatal,1,26822963
,fatal outcome,1,26822963
,outcome,1,26822963
,inclusion,1,26822963
,inclusion criteria,1,26822963
,criteria,2,26822963
,sequential,1,26822963
,organ,1,26822963
,organ failure,1,26822963
,assessment,1,26822963
,score,1,26822963
,lactate,1,26822963
,lactate levels,1,26822963
,levels,1,26822963
,exclusion,1,26822963
,exclusion criteria,1,26822963
,death,1,26822963
,icu,2,26822963
,admission,1,26822963
,red,1,26822963
,red blood cells,1,26822963
,blood cells,1,26822963
,cells,1,26822963
,fresh,1,26822963
,fresh frozen plasma,1,26822963
,frozen,1,26822963
,plasma,1,26822963
,active,1,26822963
,hematological,1,26822963
,hematological malignancy,1,26822963
,malignancy,1,26822963
,metastatic,1,26822963
,metastatic cancer,1,26822963
,cancer,1,26822963
,chronic,1,26822963
,end,1,26822963
,end stage,1,26822963
,end stage renal disease,1,26822963
,stage,1,26822963
,renal,2,26822963
,renal disease,1,26822963
,disease,1,26822963
,renal replacement,1,26822963
,renal replacement therap,1,26822963
,replacement,1,26822963
,replacement therap,1,26822963
,therap,1,26822963
,recent,1,26822963
,cardiac,2,26822963
,cardiac surgery,1,26822963
,surgery,1,26822963
,cirrhosis,1,26822963
,terminal,1,26822963
,terminal illness,1,26822963
,illness,1,26822963
,enrollment,1,26822963
,signature,1,26822963
,informed,1,26822963
,informed consent,1,26822963
,consent,1,26822963
,patient,1,26822963
,relatives,1,26822963
,physician,1,26822963
,charge,1,26822963
,control,1,26822963
,control groups,1,26822963
,groups,1,26822963
,healthy,1,26822963
,blood donors,1,26822963
,donors,1,26822963
,myocardial,1,26822963
,myocardial infarction,1,26822963
,infarction,1,26822963
,prolonged,1,26822963
,arrhythmia,1,26822963
,monitors,1,26822963
,software,1,26822963
,proteomics,1,26822963
,metabolomics,1,26822963
,discussion,1,26822963
,insights,1,26822963
,mechanisms,1,26822963
,well,1,26822963
,timely,1,26822963
,dysfunction,1,26822963
,quantitative,1,26822963
,therapeutic,1,26822963
,management,1,26822963
,excessive,1,26822845
,volume,1,26822845
,hydrogel,1,26822845
,efficacy,1,26822845
,treatment,1,26822845
,acute,1,26822845
,acute myocardial infarction,1,26822845
,myocardial,1,26822845
,myocardial infarction,1,26822845
,infarction,1,26822845
,biomaterial,1,26822845
,therapy,1,26822845
,myocardial,1,26822845
,myocardial infarction,1,26822845
,infarction,1,26822845
,ventricular,2,26822845
,ventricular remodeling,1,26822845
,remodeling,1,26822845
,current,1,26822845
,study,1,26822845
,effects,1,26822845
,volume,5,26822845
,infarct,7,26822845
,size,2,26822845
,treatment,1,26822845
,treatment efficacy,1,26822845
,efficacy,3,26822845
,element,1,26822845
,model,1,26822845
,rat,1,26822845
,rat heart,1,26822845
,heart,2,26822845
,ischemic,1,26822845
,infarcts,2,26822845
,left,2,26822845
,left ventricular wall,1,26822845
,ventricular wall,1,26822845
,wall,1,26822845
,polyethylene,1,26822845
,polyethylene glycol,1,26822845
,glycol,1,26822845
,hydrogel,1,26822845
,ejection,1,26822845
,ejection fraction,1,26822845
,fraction,1,26822845
,healthy,2,26822845
,left ventricle,1,26822845
,ventricle,1,26822845
,untreated,2,26822845
,maximum,2,26822845
,stress,3,26822845
,kpa,1,26822845
,volumes,1,26822845
,fibre,1,26822845
,strain,2,26822845
,results,1,26822845
,threshold,1,26822845
,not,1,26822845
,further,1,26822845
,increase,1,26822845
,changes,1,26822845
,article,1,26822845
,copyright,1,26822845
,rights,1,26822845
,index,1,26822384
,resistance,1,26822384
,coronary,1,26822384
,intervention,1,26822384
,left,1,26822384
,ventricular,1,26822384
,recovery,1,26822384
,patients,1,26822384
,elevation,1,26822384
,myocardial,1,26822384
,myocardial infarction,1,26822384
,infarction,1,26822384
,background,1,26822384
,index,2,26822384
,resistance,2,26822384
,invasive,1,26822384
,measure,1,26822384
,microvascular,3,26822384
,function,6,26822384
,clinical,1,26822384
,outcomes,1,26822384
,patients,7,26822384
,elevation,1,26822384
,myocardial,1,26822384
,myocardial infarction,1,26822384
,infarction,1,26822384
,stemi,4,26822384
,aim,1,26822384
,study,1,26822384
,predictive,1,26822384
,predictive value,1,26822384
,value,2,26822384
,left,2,26822384
,ventricular,7,26822384
,recovery,5,26822384
,strategy,1,26822384
,methods,2,26822384
,percutaneous,1,26822384
,percutaneous coronary intervention,1,26822384
,coronary,2,26822384
,intervention,1,26822384
,initially,2,26822384
,thrombolysis,2,26822384
,other,1,26822384
,other markers,1,26822384
,markers,1,26822384
,flow,3,26822384
,reserve,1,26822384
,cfr,2,26822384
,timi flow,2,26822384
,grade,2,26822384
,frame,1,26822384
,count,1,26822384
,resolution,2,26822384
,measures,2,26822384
,ventricular function,3,26822384
,months,4,26822384
,event,1,26822384
,results,1,26822384
,wall,2,26822384
,wall motion,2,26822384
,motion,2,26822384
,score,2,26822384
,ejection,3,26822384
,ejection fraction,3,26822384
,fraction,3,26822384
,followup,1,26822384
,traditional,1,26822384
,ctfc,1,26822384
,not,1,26822384
,correlate,1,26822384
,significantly,2,26822384
,lower,2,26822384
,optimal,1,26822384
,cutoff,1,26822384
,greater,1,26822384
,percent,1,26822384
,change,1,26822384
,less,1,26822384
,conclusions,1,26822384
,subsequently,1,26822384
,pci,1,26822384
,potential,1,26822384
,effects,1,26822326
,years,1,26822326
,control,1,26822326
,cardiovascular,1,26822326
,objective,1,26822326
,action,1,26822326
,cardiovascular,8,26822326
,risk,3,26822326
,diabetes,3,26822326
,accord,4,26822326
,trial,2,26822326
,years,6,26822326
,standard,1,26822326
,control,2,26822326
,participants,4,26822326
,type,2,26822326
,other,2,26822326
,cardiovascular risk factors,1,26822326
,risk factors,1,26822326
,factors,1,26822326
,neutral,3,26822326
,effect,3,26822326
,composite,3,26822326
,outcome,4,26822326
,total,2,26822326
,mortality,2,26822326
,myocardial,2,26822326
,myocardial infarction,2,26822326
,infarction,2,26822326
,effects,1,26822326
,intervention,1,26822326
,prolonged,1,26822326
,followup,1,26822326
,research,1,26822326
,research design,1,26822326
,design,1,26822326
,methods,1,26822326
,study,1,26822326
,health,1,26822326
,health care,1,26822326
,health care providers,1,26822326
,care,1,26822326
,providers,1,26822326
,judgment,1,26822326
,outcomes,1,26822326
,prospectively,1,26822326
,approach,1,26822326
,group,1,26822326
,results,1,26822326
,people,2,26822326
,not,1,26822326
,primary,2,26822326
,death,6,26822326
,median,1,26822326
,mean,3,26822326
,randomization,1,26822326
,glucose,1,26822326
,longterm effect,1,26822326
,stroke,1,26822326
,cause,1,26822326
,expanded,1,26822326
,active,1,26822326
,phase,1,26822326
,hazard,1,26822326
,hazard ratio,1,26822326
,ratio,1,26822326
,conclusions,1,26822326
,cardiovascular events,1,26822326
,events,1,26822326
,usefulness,1,26822168
,intravascular,1,26822168
,intravascular ultrasound,1,26822168
,ultrasound,1,26822168
,risk,1,26822168
,stent,1,26822168
,thrombosis,1,26822168
,stent,1,26822168
,thrombosis,1,26822168
,rare,1,26822168
,complication,1,26822168
,percutaneous,2,26822168
,percutaneous coronary intervention,2,26822168
,coronary,3,26822168
,intervention,2,26822168
,poor,1,26822168
,outcomes,1,26822168
,factors,1,26822168
,unknown,1,26822168
,intravascular,1,26822168
,intravascular ultrasound,1,26822168
,ultrasound,1,26822168
,ivus,3,26822168
,lesion,3,26822168
,characteristics,2,26822168
,patients,5,26822168
,retrospectively,1,26822168
,consecutive,1,26822168
,lesions,2,26822168
,elevation,2,26822168
,myocardial,1,26822168
,myocardial infarction,1,26822168
,infarction,1,26822168
,stemi,3,26822168
,acute,1,26822168
,acute coronary syndrome,1,26822168
,syndrome,1,26822168
,stable,2,26822168
,stable angina,2,26822168
,angina,2,26822168
,patient,1,26822168
,plaques,2,26822168
,controls,1,26822168
,evidence,1,26822168
,age,1,26822168
,gender,1,26822168
,location,1,26822168
,clinical,1,26822168
,clinical presentation,1,26822168
,presentation,1,26822168
,positive,1,26822168
,remodeling,1,26822168
,plaque,4,26822168
,rupture,2,26822168
,group,4,26822168
,multiple,2,26822168
,multiple plaque,2,26822168
,ruptures,2,26822168
,culprit lesion,1,26822168
,more,2,26822168
,common,1,26822168
,maximum,1,26822168
,cavity,1,26822168
,area,1,26822168
,larger,2,26822168
,interquartile range,1,26822168
,range,1,26822168
,cavities,1,26822168
,often,1,26822168
,pulse,1,26821627
,pulse pressure,1,26821627
,pressure,1,26821627
,risk,1,26821627
,cardiovascular,1,26821627
,cardiovascular events,1,26821627
,events,1,26821627
,patients,1,26821627
,atherothrombosis,1,26821627
,reach,1,26821627
,registry,1,26821627
,background,1,26821627
,pulse,1,26821627
,pulse pressure,1,26821627
,pressure,6,26821627
,prognostic,2,26821627
,information,1,26821627
,specific,1,26821627
,populations,1,26821627
,few,1,26821627
,studies,1,26821627
,value,1,26821627
,cardiovascular,7,26821627
,outcomes,6,26821627
,broad,1,26821627
,population,1,26821627
,objectives,1,26821627
,aim,1,26821627
,study,1,26821627
,major,1,26821627
,independently,1,26821627
,mean,5,26821627
,mean arterial pressure,2,26821627
,arterial,3,26821627
,arterial pressure,3,26821627
,methods,1,26821627
,participants,1,26821627
,international,2,26821627
,reach,1,26821627
,atherothrombosis,1,26821627
,continued,1,26821627
,health,1,26821627
,registry,1,26821627
,subjects,2,26821627
,clinical,1,26821627
,disease,1,26821627
,risk,1,26821627
,risk factors,1,26821627
,factors,1,26821627
,development,1,26821627
,incomplete,1,26821627
,followup,1,26821627
,data,1,26821627
,final,1,26821627
,regression,1,26821627
,regression analyses,1,26821627
,association,1,26821627
,death,2,26821627
,myocardial,2,26821627
,myocardial infarction,2,26821627
,infarction,2,26821627
,stroke,3,26821627
,combined,1,26821627
,outcome,1,26821627
,continuous,2,26821627
,quartile,3,26821627
,variable,2,26821627
,results,2,26821627
,age,2,26821627
,cohort,2,26821627
,years,1,26821627
,women,1,26821627
,hypertension,1,26821627
,mean blood pressure,1,26821627
,blood,2,26821627
,blood pressure,2,26821627
,univariate analysis,1,26821627
,analysis,2,26821627
,worse,1,26821627
,comparisons,2,26821627
,sex,1,26821627
,current,1,26821627
,smoking,1,26821627
,smoking status,1,26821627
,status,1,26821627
,history,2,26821627
,hypercholesterolemia,1,26821627
,diabetes,1,26821627
,aspirin,1,26821627
,use,3,26821627
,statin,1,26821627
,medication,1,26821627
,medication use,1,26821627
,still,1,26821627
,similar,1,26821627
,conclusions,1,26821627
,available,1,26821627
,hemodynamic,1,26821627
,parameter,1,26821627
,multiple,1,26821627
,utility,1,26821627
,cyclosporine,1,26821623
,myocardial,1,26821623
,myocardial infarction,1,26821623
,infarction,1,26821623
,cycle,1,26821623
,trial,1,26821623
,background,1,26821623
,cyclosporine,3,26821623
,csa,9,26821623
,effects,1,26821623
,myocardial,4,26821623
,myocardial infarction,4,26821623
,infarction,4,26821623
,objectives,1,26821623
,study,2,26821623
,resolution,4,26821623
,randomized,1,26821623
,phase,1,26821623
,phase ii study,1,26821623
,methods,1,26821623
,authors,1,26821623
,patients,2,26821623
,cardiac,2,26821623
,cardiac care,1,26821623
,care,1,26821623
,units,1,26821623
,age,1,26821623
,years,1,26821623
,large,1,26821623
,stsegment elevation mi,1,26821623
,elevation,1,26821623
,symptom,2,26821623
,onset,2,26821623
,thrombolysis,1,26821623
,flow,3,26821623
,grade,2,26821623
,artery,1,26821623
,primary,3,26821623
,percutaneous,2,26821623
,percutaneous coronary intervention,2,26821623
,coronary,2,26821623
,intervention,2,26821623
,intravenous,2,26821623
,control,1,26821623
,groups,2,26821623
,primary endpoint,1,26821623
,endpoint,1,26821623
,incidence,1,26821623
,min,2,26821623
,timi flow,1,26821623
,secondary,1,26821623
,endpoints,1,26821623
,day,3,26821623
,left,1,26821623
,ventricular,1,26821623
,clinical,2,26821623
,clinical events,1,26821623
,events,1,26821623
,results,1,26821623
,time,1,26821623
,first,1,26821623
,antegrade,1,26821623
,median,2,26821623
,electrocardiography,1,26821623
,deviation,1,26821623
,quartile,1,26821623
,mis,1,26821623
,anterior,1,26821623
,controls,4,26821623
,not,3,26821623
,ejection,1,26821623
,ejection fraction,1,26821623
,fraction,1,26821623
,months,2,26821623
,infarct,1,26821623
,site,1,26821623
,efficacy,1,26821623
,acute,3,26821623
,acute allergic reactions,1,26821623
,allergic,1,26821623
