conceptID,concept,rank,PMID
,strategies,1,26562984
,part,2,26562984
,gene,1,26562984
,gene therapy,1,26562984
,therapy,3,26562984
,novel,1,26562984
,aspect,1,26562984
,cells therapy,1,26562984
,second,1,26562984
,microrna,1,26562984
,posttranslational modification,1,26562984
,modification,1,26562984
,microspheres,1,26562984
,clinical,1,26492775
,complex,1,26492775
,application,1,26492775
,percutaneous,1,26492775
,percutaneous coronary intervention,1,26492775
,coronary,2,26492775
,intervention,1,26492775
,drug,1,26492775
,revascularization,1,26492775
,acute,1,26492775
,acute coronary syndrom,1,26492775
,syndrom,1,26492775
,article,1,26492775
,evaluation,1,26492775
,complex,2,26492775
,application,2,26492775
,ril,3,26492775
,propranolol,6,26492775
,heparin,3,26492775
,percutaneous,1,26492775
,percutaneous coronary intervention,1,26492775
,coronary,2,26492775
,intervention,1,26492775
,methylase,2,26492775
,combination,1,26492775
,pci,10,26492775
,only,4,26492775
,clinical,2,26492775
,clinical course,1,26492775
,course,1,26492775
,acute,4,26492775
,acute myocardial infarction,1,26492775
,myocardial,4,26492775
,myocardial infarction,4,26492775
,infarction,4,26492775
,well,2,26492775
,monitoring,1,26492775
,patients,8,26492775
,comparison,1,26492775
,results,1,26492775
,medical,1,26492775
,mechanical,1,26492775
,revascularization,1,26492775
,study,1,26492775
,acute coronary syndrome,1,26492775
,syndrome,1,26492775
,acs,1,26492775
,anterior,1,26492775
,anterior mi,1,26492775
,wave,1,26492775
,rise,1,26492775
,age,2,26492775
,years,2,26492775
,average,1,26492775
,old,1,26492775
,groups,1,26492775
,group,3,26492775
,monopril,3,26492775
,day,4,26492775
,iii,1,26492775
,help,1,26492775
,echocardiography,1,26492775
,doppler,1,26492775
,values,1,26492775
,esv,1,26492775
,edv,3,26492775
,volume,1,26492775
,ejection,2,26492775
,ejection fraction,2,26492775
,fraction,2,26492775
,stroke,1,26492775
,heart,3,26492775
,index,2,26492775
,local,1,26492775
,disturbance,1,26492775
,left,1,26492775
,left ventricle,1,26492775
,ventricle,1,26492775
,dynamics,1,26492775
,systolic,3,26492775
,sbp,1,26492775
,diastolic,1,26492775
,blood,1,26492775
,blood pressure,1,26492775
,pressure,1,26492775
,features,1,26492775
,injection,1,26492775
,infusion,1,26492775
,conduct,2,26492775
,stabilization,1,26492775
,central,2,26492775
,hemodynamics,2,26492775
,function,2,26492775
,increases,2,26492775
,restenosis,3,26492775
,relapse,1,26492775
,mortality,2,26492775
,patient,2,26492775
,5th,1,26492775
,acute heart failure,2,26492775
,heart failure,2,26492775
,failure,2,26492775
,ahf,2,26492775
,improves,1,26492775
,3rd,1,26492775
,recurrent,1,26492775
,recurrent myocardial infarction,1,26492775
,not,1,26492775
,treatment,1,26492775
,relapsed,1,26492775
,observations,1,26492775
,combined,1,26492775
,drug,1,26492775
,drug therapy,1,26492775
,therapy,1,26492775
,positive,1,26492775
,predictive,1,26492775
,relationship,1,26461375
,oxidative,1,26461375
,oxidative stress,1,26461375
,stress,1,26461375
,markers,1,26461375
,parameters,1,26461375
,myocardial,1,26461375
,function,1,26461375
,rat,1,26461375
,model,1,26461375
,cardiotoxicity,1,26461375
,majority,1,26461375
,studies,1,26461375
,stress,3,26461375
,cardiovascular,2,26461375
,cardiovascular diseases,1,26461375
,diseases,1,26461375
,relevance,1,26461375
,unknown,1,26461375
,aim,1,26461375
,study,1,26461375
,relationship,1,26461375
,different,1,26461375
,biomarkers,1,26461375
,oxidative,2,26461375
,oxidative stress,2,26461375
,rats,2,26461375
,pathological,1,26461375
,state,1,26461375
,many,1,26461375
,aspects,1,26461375
,similar,1,26461375
,acute,1,26461375
,acute myocardial infarction,1,26461375
,myocardial,2,26461375
,myocardial infarction,1,26461375
,infarction,1,26461375
,administration,2,26461375
,isoprenaline,2,26461375
,biochemical,1,26461375
,ecg,3,26461375
,parameters,3,26461375
,experiments,1,26461375
,continuously,1,26461375
,first,1,26461375
,serum,3,26461375
,cardiac,2,26461375
,cardiac troponin,1,26461375
,troponin,1,26461375
,cardiac function,1,26461375
,function,1,26461375
,calcium,1,26461375
,calcium levels,1,26461375
,levels,1,26461375
,wet,1,26461375
,ventricles,1,26461375
,weight,1,26461375
,relevant,1,26461375
,wave,3,26461375
,junction,1,26461375
,point,1,26461375
,only,1,26461375
,weak,1,26461375
,negative,1,26461375
,correlations,2,26461375
,ctnt,1,26461375
,total,1,26461375
,blood,1,26461375
,glutathione,2,26461375
,serum vitamin,2,26461375
,vitamin,2,26461375
,concentrations,1,26461375
,significant,1,26461375
,associations,1,26461375
,plasma,1,26461375
,tbars,1,26461375
,oxidized,1,26461375
,form,1,26461375
,heart,2,26461375
,heart rate,1,26461375
,rate,1,26461375
,correlation,1,26461375
,amplitudes,1,26461375
,conclusively,1,26461375
,more,1,26461375
,markers,1,26461375
,functional,1,26461375
,functional status,1,26461375
,status,1,26461375
,algorithm,1,26448961
,localization,1,26448961
,quantification,1,26448961
,ventricular,1,26448961
,scar,1,26448961
,current,1,26448961
,approaches,2,26448961
,classification,2,26448961
,left,3,26448961
,ventricular,4,26448961
,scar,8,26448961
,manual,4,26448961
,segmentation,4,26448961
,myocardial,2,26448961
,borders,1,26448961
,scar tissue,3,26448961
,tissue,3,26448961
,paper,1,26448961
,novel,1,26448961
,approach,2,26448961
,segment,2,26448961
,left ventricular wall,1,26448961
,ventricular wall,1,26448961
,wall,1,26448961
,classify,1,26448961
,combination,2,26448961
,image,1,26448961
,image processing,1,26448961
,processing,1,26448961
,processing techniques,1,26448961
,techniques,1,26448961
,magnetic,2,26448961
,magnetic resonance,2,26448961
,magnetic resonance angiograms,1,26448961
,resonance,2,26448961
,angiograms,1,26448961
,enhanced,1,26448961
,magnetic resonance imaging,1,26448961
,imaging,1,26448961
,patients,1,26448961
,prior,1,26448961
,prior myocardial infarction,1,26448961
,myocardial infarction,1,26448961
,infarction,1,26448961
,level,1,26448961
,mra,1,26448961
,myocardium,1,26448961
,then,1,26448961
,automated,1,26448961
,signal,1,26448961
,signal intensity,1,26448961
,intensity,1,26448961
,algorithm,1,26448961
,results,1,26448961
,steps,1,26448961
,observers,1,26448961
,method,3,26448961
,mean,1,26448961
,overlap,1,26448961
,segmen,1,26448961
,volumes,2,26448961
,observer,1,26448961
,comparison,1,26448961
,coefficient,1,26448961
,proof,1,26448961
,concept,1,26448961
,more,1,26448961
,objective,1,26448961
,left ventricle,1,26448961
,ventricle,1,26448961
,mental,1,26444362
,mental illness,1,26444362
,illness,1,26444362
,brain,1,26444362
,brain disease,1,26444362
,disease,1,26444362
,common,1,26444362
,psychiatric,7,26444362
,psychiatric illnesses,5,26444362
,illnesses,12,26444362
,brain,2,26444362
,brain diseases,2,26444362
,diseases,2,26444362
,conception,1,26444362
,mental,5,26444362
,biologically,2,26444362
,psychiatric illness,2,26444362
,illness,2,26444362
,stigma,1,26444362
,not,8,26444362
,clear,2,26444362
,psychiatry,3,26444362
,collapse,1,26444362
,neurology,3,26444362
,course,1,26444362
,others,1,26444362
,abnormalities,2,26444362
,neural,2,26444362
,structure,1,26444362
,specific,1,26444362
,neural functioning,1,26444362
,functioning,1,26444362
,neurologists,1,26444362
,division,1,26444362
,mental illnesses,3,26444362
,more,1,26444362
,symptoms,1,26444362
,aware,3,26444362
,always,1,26444362
,neurological,1,26444362
,neurological illnesses,1,26444362
,stroke,1,26444362
,multiple,1,26444362
,multiple sclerosis,1,26444362
,sclerosis,1,26444362
,silent,2,26444362
,person,2,26444362
,high,1,26444362
,high blood pressure,1,26444362
,blood,1,26444362
,blood pressure,1,26444362
,pressure,1,26444362
,silent myocardial infarction,1,26444362
,myocardial,1,26444362
,myocardial infarction,1,26444362
,infarction,1,26444362
,sense,1,26444362
,panic,2,26444362
,panic disorder,1,26444362
,disorder,2,26444362
,never,1,26444362
,panic attack,1,26444362
,attack,1,26444362
,bipolar,1,26444362
,bipolar disorder,1,26444362
,absence,1,26444362
,mood,1,26444362
,mood swings,1,26444362
,persons,1,26444362
,other,1,26444362
,biological,1,26444362
,individuals,1,26444362
,study,1,26415345
,oxidative,1,26415345
,oxidative stress,1,26415345
,stress,1,26415345
,antioxidant,1,26415345
,level,1,26415345
,patients,1,26415345
,acute,1,26415345
,acute myocardial infarction,1,26415345
,myocardial,1,26415345
,myocardial infarction,1,26415345
,infarction,1,26415345
,regular,1,26415345
,treatment,1,26415345
,acute,1,26415345
,acute myocardial infarction,1,26415345
,myocardial,2,26415345
,myocardial infarction,1,26415345
,infarction,1,26415345
,ami,7,26415345
,lack,1,26415345
,oxygen,2,26415345
,oxygen delivery,1,26415345
,delivery,1,26415345
,leads,1,26415345
,generation,1,26415345
,reactive,1,26415345
,reactive oxygen species,1,26415345
,species,1,26415345
,ros,2,26415345
,role,1,26415345
,pathogenesis,1,26415345
,endogenous,1,26415345
,antioxidants,1,26415345
,myocardial tissues,1,26415345
,tissues,1,26415345
,effect,1,26415345
,free,1,26415345
,free radical,1,26415345
,radical,1,26415345
,mediate,1,26415345
,injury,1,26415345
,study,2,26415345
,extent,1,26415345
,oxidative,5,26415345
,oxidative stress,4,26415345
,stress,4,26415345
,antioxidant,2,26415345
,status,1,26415345
,patients,9,26415345
,regular,3,26415345
,treatment,4,26415345
,association,2,26415345
,risk,4,26415345
,risk factors,4,26415345
,factors,4,26415345
,atherosclerosis,1,26415345
,dyslipidemia,7,26415345
,age,1,26415345
,sex,1,26415345
,healthy,1,26415345
,healthy controls,1,26415345
,controls,1,26415345
,groups,2,26415345
,plasma,4,26415345
,malondialdehyde,1,26415345
,gsh,4,26415345
,content,1,26415345
,vitamin,2,26415345
,levels,3,26415345
,admission,1,26415345
,hospital,1,26415345
,5th,1,26415345
,day,2,26415345
,mda,3,26415345
,level,4,26415345
,significantly,2,26415345
,erythrocyte,1,26415345
,all,1,26415345
,only,1,26415345
,comparison,1,26415345
,difference,1,26415345
,not,1,26415345
,not significant,1,26415345
,significant,1,26415345
,imbalance,1,26415345
,oxidant,1,26415345
,molecules,1,26415345
,shift,1,26415345
,side,1,26415345
,balance,1,26415345
,stroke,1,26413113
,young,1,26413113
,individual,1,26413113
,left,1,26413113
,left ventricular noncompaction,1,26413113
,ventricular,1,26413113
,atrium,1,26413113
,ventricular,3,26413113
,rare,1,26413113
,cardiomyopathy,1,26413113
,morphologic,1,26413113
,characteristics,1,26413113
,distinct,1,26413113
,myocardial,1,26413113
,layers,2,26413113
,thin,1,26413113
,epicardial,1,26413113
,thick,1,26413113
,endocardial,1,26413113
,myocardium,1,26413113
,prominent,1,26413113
,trabeculae,1,26413113
,deep,1,26413113
,arrhythmias,1,26413113
,heart,1,26413113
,heart failure,1,26413113
,failure,1,26413113
,systemic,1,26413113
,embolisms,1,26413113
,electrocardiographic,1,26413113
,patterns,1,26413113
,patients,1,26413113
,various,1,26413113
,nonspecific,1,26413113
,most,1,26413113
,common,1,26413113
,findings,1,26413113
,intraventricular,1,26413113
,intraventricular conduction,1,26413113
,intraventricular conduction delay,1,26413113
,conduction,1,26413113
,delay,1,26413113
,ventricular hypertrophy,1,26413113
,hypertrophy,1,26413113
,repolarization abnormalities,1,26413113
,abnormalities,1,26413113
,first,1,26413113
,case,1,26413113
,best,1,26413113
,knowledge,1,26413113
,man,1,26413113
,recent,1,26413113
,cerebral,1,26413113
,cerebral infarction,1,26413113
,infarction,1,26413113
,incidental,1,26413113
,spontaneous,1,26413113
,atrial,1,26413113
,atrial standstill,1,26413113
,heart,1,26346324
,heart disease,1,26346324
,disease,1,26346324
,quality,1,26346324
,life,1,26346324
,questionnaire,1,26346324
,scandinavian,1,26346324
,validation,1,26346324
,validation study,1,26346324
,study,1,26346324
,aim,1,26346324
,study,1,26346324
,norwegian,4,26346324
,swedish,4,26346324
,versions,2,26346324
,heart,4,26346324
,heart disease,2,26346324
,disease,2,26346324
,quality,1,26346324
,life,1,26346324
,questionnaire,2,26346324
,patients,5,26346324
,ischemic,1,26346324
,ischemic heart disease,1,26346324
,short,1,26346324
,short form,1,26346324
,form,1,26346324
,hospital,1,26346324
,anxiety,1,26346324
,depression,1,26346324
,depression scale,1,26346324
,scale,1,26346324
,baseline,1,26346324
,denmark,1,26346324
,norway,1,26346324
,sweden,1,26346324
,diagnosis,2,26346324
,angina,2,26346324
,myocardial,1,26346324
,myocardial infarction,1,26346324
,infarction,1,26346324
,heart failure,2,26346324
,failure,2,26346324
,language,2,26346324
,version,1,26346324
,satisfied,1,26346324
,reliability,1,26346324
,criteria,3,26346324
,values,1,26346324
,total,1,26346324
,group,4,26346324
,data,2,26346324
,well,1,26346324
,diagnostic,1,26346324
,correlations,1,26346324
,comparison,1,26346324
,multidimensionality,1,26346324
,original,1,26346324
,solution,1,26346324
,not,1,26346324
,good,1,26346324
,fit,1,26346324
,validity,2,26346324
,diagnosis group,1,26346324
,exception,1,26346324
,psychometric,1,26346324
,properties,1,26346324
,specific,1,26346324
,instrument,1,26346324
,ang,1,26346324
,factor,1,26346324
,factor structure,1,26346324
,structure,1,26346324
,future,1,26346324
,studies,1,26346324
,outcomes,1,26336519
,catheter,1,26336519
,catheter ablation,1,26336519
,ablation,1,26336519
,ventricular,1,26336519
,ventricular tachycardia,1,26336519
,tachycardia,1,26336519
,patients,1,26336519
,structural,1,26336519
,heart,1,26336519
,heart disease,1,26336519
,disease,1,26336519
,background,1,26336519
,catheter,3,26336519
,catheter ablation,3,26336519
,ablation,4,26336519
,ventricular,3,26336519
,ventricular tachycardia,1,26336519
,tachycardia,1,26336519
,outcomes,3,26336519
,different,1,26336519
,diseases,2,26336519
,not,1,26336519
,well,1,26336519
,methods,1,26336519
,consecutive,1,26336519
,patients,5,26336519
,mapping,1,26336519
,system,1,26336519
,primary,2,26336519
,primary endpoint,1,26336519
,endpoint,1,26336519
,ventricular fibrillation,1,26336519
,fibrillation,1,26336519
,recurrence,3,26336519
,secondary,2,26336519
,endpoints,2,26336519
,composite,1,26336519
,death,2,26336519
,heart,2,26336519
,heart diseases,1,26336519
,remote,4,26336519
,myocardial,1,26336519
,myocardial infarction,1,26336519
,infarction,1,26336519
,nonischemic cardiomyopathy,1,26336519
,cardiomyopathy,3,26336519
,arrhythmogenic right ventricular cardiomyopathy,1,26336519
,right,1,26336519
,right ventricular cardiomyopathy,1,26336519
,nid,2,26336519
,results,1,26336519
,acute,1,26336519
,success,1,26336519
,followup,1,26336519
,period,1,26336519
,months,1,26336519
,better,2,26336519
,midrange,2,26336519
,outcome,2,26336519
,conclusions,1,26336519
,heart disease,1,26336519
,disease,1,26336519
,prognosis,1,26336519
,large,1,26336464
,pseudoaneurysm,1,26336464
,cardiac,1,26336464
,cardiac ventricle,1,26336464
,ventricle,1,26336464
,patient,1,26336464
,urgent,1,26336464
,coronary,1,26336464
,coronary artery,1,26336464
,coronary artery bypass,1,26336464
,coronary artery bypass grafting,1,26336464
,artery,1,26336464
,artery bypass grafting,1,26336464
,bypass,1,26336464
,bypass grafting,1,26336464
,grafting,1,26336464
,surgical,1,26336464
,mitral,1,26336464
,mitral valve,1,26336464
,mitral valve replacement,1,26336464
,valve,1,26336464
,replacement,1,26336464
,due,1,26336464
,myocardial,1,26336464
,myocardial infarction,1,26336464
,infarction,1,26336464
,rare,1,26336464
,case,1,26336464
,left,2,26336464
,ventricular,1,26336464
,ventricular pseudoaneurysm,1,26336464
,pseudoaneurysm,2,26336464
,patient,2,26336464
,inferior,1,26336464
,inferior wall myocardial infarction,1,26336464
,wall,1,26336464
,myocardial,1,26336464
,myocardial infarction,1,26336464
,infarction,2,26336464
,acute,2,26336464
,mitral,2,26336464
,mitral insufficiency,1,26336464
,insufficiency,1,26336464
,pulmonary,1,26336464
,pulmonary edema,1,26336464
,edema,1,26336464
,cardiogenic,1,26336464
,cardiogenic shock,1,26336464
,shock,1,26336464
,urgent,1,26336464
,surgical,1,26336464
,mitral valve,1,26336464
,mitral valve replacement,1,26336464
,valve,1,26336464
,replacement,1,26336464
,coronary,1,26336464
,coronary artery,1,26336464
,coronary artery bypass,1,26336464
,coronary artery bypass grafting,1,26336464
,artery,1,26336464
,artery bypass grafting,1,26336464
,bypass,1,26336464
,bypass grafting,1,26336464
,grafting,1,26336464
,several,1,26336464
,months,1,26336464
,deterioration,1,26336464
,exercise,1,26336464
,exercise tolerance,1,26336464
,tolerance,1,26336464
,symptoms,1,26336464
,acute congestive heart failure,1,26336464
,congestive,1,26336464
,congestive heart failure,1,26336464
,heart,1,26336464
,heart failure,1,26336464
,failure,1,26336464
,large,1,26336464
,left ventricle,1,26336464
,ventricle,1,26336464
,successfully,1,26336464
,surg,1,26336464
,age,1,26336429
,diabetes,1,26336429
,ventricular,1,26336429
,ventricular function,1,26336429
,function,1,26336429
,outcomes,1,26336429
,ischemic,1,26336429
,mitral,1,26336429
,mitral valve,1,26336429
,mitral valve repair,1,26336429
,valve,1,26336429
,repair,1,26336429
,introduction,1,26336429
,well,1,26336429
,age,4,26336429
,chronic,2,26336429
,concomitant,4,26336429
,concomitant diseases,1,26336429
,diseases,1,26336429
,diabetes,1,26336429
,diabetes mellitus,1,26336429
,chronic obstructive lung disease,1,26336429
,obstructive lung disease,1,26336429
,lung,1,26336429
,lung disease,1,26336429
,disease,1,26336429
,poor,2,26336429
,ventricular,2,26336429
,ventricular function,1,26336429
,function,1,26336429
,postoperative,4,26336429
,postoperative complication,1,26336429
,complication,1,26336429
,rate,4,26336429
,general,1,26336429
,outcomes,2,26336429
,coronary,1,26336429
,coronary artery,1,26336429
,coronary artery bypass,1,26336429
,artery,1,26336429
,bypass,1,26336429
,cab,2,26336429
,repair,3,26336429
,ischemic,2,26336429
,mitral,2,26336429
,mitral regurgitation,1,26336429
,regurgitation,1,26336429
