conceptID,concept,rank,PMID
,myocardial,3,24694482
,myocardial infarction,3,24694482
,infarction,3,24694482
,report,2,24694482
,case,2,24694482
,man,1,24694482
,acute myeloid leukemia,1,24694482
,myeloid,1,24694482
,myeloid leukemia,1,24694482
,leukemia,1,24694482
,cardiology,1,24694482
,cardiology department,1,24694482
,department,1,24694482
,treatment,1,24694482
,st segment,1,24694482
,st segment elevation,1,24694482
,segment,1,24694482
,elevation,1,24694482
,electrocardiogram,1,24694482
,echocardiography,1,24694482
,large,1,24694482
,areas,1,24694482
,vegetation,1,24694482
,anterior,2,24694482
,anterior mitral leaflet,1,24694482
,mitral,1,24694482
,mitral leaflet,1,24694482
,leaflet,1,24694482
,coronary angiography,1,24694482
,angiography,1,24694482
,total,1,24694482
,occlusion,1,24694482
,left,1,24694482
,left anterior,1,24694482
,left anterior descending artery,1,24694482
,descending,1,24694482
,artery,1,24694482
,histologic,1,24694482
,histologic examination,1,24694482
,examination,1,24694482
,embolectomy,1,24694482
,specimen,1,24694482
,presence,1,24694482
,aspergillus,2,24694482
,fungal,1,24694482
,thrombi,1,24694482
,rare,1,24694482
,fatal,1,24694482
,endocarditis,1,24694482
,due,1,24694482
,embolism,1,24694482
,immunosuppressed patient,1,24694482
,patient,1,24694482
,management,1,24605008
,geriatric,1,24605008
,geriatric patient,1,24605008
,patient,1,24605008
,epulis,1,24605008
,epulis fissuratum,1,24605008
,liquid,1,24605008
,liquid nitrogen,1,24605008
,nitrogen,1,24605008
,cryosurgery,1,24605008
,case,1,24605008
,case report,1,24605008
,report,1,24605008
,aim,1,24605008
,report,1,24605008
,case,1,24605008
,treatment,4,24605008
,epulis,4,24605008
,epulis fissuratum,4,24605008
,relation,1,24605008
,ill,3,24605008
,ill fitting denture,3,24605008
,fitting,3,24605008
,denture,3,24605008
,geriatric,3,24605008
,geriatric patient,1,24605008
,patient,3,24605008
,novel,2,24605008
,technique,2,24605008
,liquid,4,24605008
,liquid nitrogen,4,24605008
,nitrogen,4,24605008
,management,2,24605008
,geriatric patients,2,24605008
,patients,2,24605008
,due,2,24605008
,presence,1,24605008
,various,1,24605008
,diseases,1,24605008
,greatly,1,24605008
,mastication,1,24605008
,discomfort,1,24605008
,pain,2,24605008
,cryosurgery,3,24605008
,excellent,2,24605008
,haemorrhage,2,24605008
,haemorrhage control,1,24605008
,control,1,24605008
,postoperative,3,24605008
,healing,3,24605008
,male,1,24605008
,sulcus,1,24605008
,hypertensive,1,24605008
,diabetic,1,24605008
,presently,1,24605008
,anticoagulant,1,24605008
,anticoagulant therapy,1,24605008
,therapy,1,24605008
,previous,1,24605008
,history,1,24605008
,myocardial,1,24605008
,myocardial infarction,1,24605008
,infarction,1,24605008
,lesion,1,24605008
,procedure,1,24605008
,nil,1,24605008
,haemostasis,1,24605008
,good,1,24605008
,minimal,1,24605008
,oedema,1,24605008
,aseptic,1,24605008
,environment,1,24605008
,dentists,1,24605008
,other,1,24605008
,oral,1,24605008
,oral soft tissue,1,24605008
,soft,1,24605008
,soft tissue,1,24605008
,tissue,1,24605008
,pathologies,1,24605008
,plethora,1,24605008
,benefits,1,24605008
,very,1,24293982
,late,1,24293982
,development,1,24293982
,coronary,1,24293982
,coronary artery,1,24293982
,coronary artery aneurysm,1,24293982
,artery,1,24293982
,aneurysm,1,24293982
,total,1,24293982
,occlusion,1,24293982
,stent,1,24293982
,implantation,1,24293982
,african,1,24293982
,african american,1,24293982
,american,1,24293982
,woman,1,24293982
,chest,1,24293982
,chest pain,1,24293982
,pain,1,24293982
,segment,1,24293982
,elevation,1,24293982
,myocardial,1,24293982
,myocardial infarction,1,24293982
,infarction,1,24293982
,peak,1,24293982
,cardiac,2,24293982
,cardiac troponin,1,24293982
,troponin,1,24293982
,elective,1,24293982
,cardiac catheterization,1,24293982
,catheterization,1,24293982
,anterior,1,24293982
,descending,1,24293982
,lad,4,24293982
,artery,4,24293982
,ste,1,24293982
,patient,3,24293982
,percutaneous,1,24293982
,percutaneous coronary intervention,1,24293982
,coronary,3,24293982
,intervention,1,24293982
,stent,4,24293982
,miami,1,24293982
,successfully,1,24293982
,years,1,24293982
,implantation,1,24293982
,recurrent,1,24293982
,ang,1,24293982
,repeat,1,24293982
,coronary angiography,1,24293982
,angiography,1,24293982
,large,1,24293982
,aneurysm,2,24293982
,proximal,2,24293982
,portion,2,24293982
,total,1,24293982
,occlusion,1,24293982
,mid,1,24293982
,distal,1,24293982
,collaterals,1,24293982
,circumflex,1,24293982
,circumflex artery,1,24293982
,coronary artery,1,24293982
,coronary artery bypass,1,24293982
,coronary artery bypass surgery,1,24293982
,bypass,1,24293982
,bypass surgery,1,24293982
,surgery,1,24293982
,left,1,24293982
,left internal mammary artery,1,24293982
,internal,1,24293982
,internal mammary artery,1,24293982
,mammary,1,24293982
,mammary artery,1,24293982
,graft,1,24293982
,ligation,1,24293982
,microwave,1,24282729
,radiometry,1,24282729
,new,1,24282729
,noninvasive,1,24282729
,method,1,24282729
,detection,1,24282729
,plaque,1,24282729
,atherosclerosis,1,24282729
,consequences,1,24282729
,most,1,24282729
,rapidly,1,24282729
,vascular,1,24282729
,pathology,1,24282729
,myocardial,1,24282729
,myocardial infarction,1,24282729
,infarction,1,24282729
,ischemic,1,24282729
,ischemic cerebrovascular accident,1,24282729
,cerebrovascular,1,24282729
,cerebrovascular accident,1,24282729
,accident,1,24282729
,major,1,24282729
,cause,1,24282729
,premature,1,24282729
,morbidity,1,24282729
,death,1,24282729
,order,1,24282729
,morphological,1,24282729
,functional,1,24282729
,characteristics,1,24282729
,plaques,2,24282729
,new,2,24282729
,imaging,1,24282729
,imaging modalities,1,24282729
,modalities,1,24282729
,intravascular,1,24282729
,thermography,1,24282729
,invasive,2,24282729
,method,3,24282729
,information,1,24282729
,identification,1,24282729
,coronary,1,24282729
,coronary arteries,1,24282729
,arteries,1,24282729
,character,1,24282729
,primary,1,24282729
,primary prevention,1,24282729
,prevention,1,24282729
,microwave,1,24282729
,radiometry,1,24282729
,noninvasive,1,24282729
,high,1,24282729
,accuracy,1,24282729
,relative,1,24282729
,changes,1,24282729
,temperature,1,24282729
,human,1,24282729
,human tissues,1,24282729
,tissues,1,24282729
,heterogeneity,1,24282729
,inflammatory,1,24282729
,atherosclerotic,1,24282729
,atherosclerotic plaque,1,24282729
,plaque,3,24282729
,experimental,1,24282729
,clinical,1,24282729
,clinical studies,1,24282729
,studies,2,24282729
,effectiveness,1,24282729
,recent,1,24282729
,association,1,24282729
,neoangiogenesis,1,24282729
,contrast,1,24282729
,carotid,1,24282729
,ultrasound,1,24282729
,rotablation,1,24265880
,patient,1,24265880
,dextrocardia,1,24265880
,acute,1,24265880
,myocardial,1,24265880
,myocardial infarction,1,24265880
,infarction,1,24265880
,situs inversus,1,24265880
,dextrocardia,2,24265880
,unit,1,24265880
,inferior,2,24265880
,myocardial,1,24265880
,myocardial infarction,1,24265880
,infarction,1,24265880
,stemi,3,24265880
,due,1,24265880
,ongoing,1,24265880
,ischemic,1,24265880
,symptoms,1,24265880
,emergency,1,24265880
,coronary,3,24265880
,coronary angiography,1,24265880
,angiography,1,24265880
,his,1,24265880
,right,2,24265880
,right coronary artery,1,24265880
,coronary artery,1,24265880
,artery,1,24265880
,severe,1,24265880
,stenosis,1,24265880
,mid,1,24265880
,distal,1,24265880
,segments,1,24265880
,rotational,1,24265880
,rotational atherectomy,1,24265880
,atherectomy,1,24265880
,debulking,1,24265880
,drug,1,24265880
,stents,1,24265880
,best,1,24265880
,knowledge,1,24265880
,first,1,24265880
,case,1,24265880
,successful,1,24265880
,rotablation,1,24265880
,percutaneous,1,24265880
,percutaneous coronary intervention,1,24265880
,intervention,1,24265880
,acute,1,24265880
,acute stemi,1,24265880
,patient,1,24265880
,not,1,24265880
,temporary,1,24265880
,temporary pacemaker,1,24265880
,pacemaker,1,24265880
,wire,1,24265880
,insertion,1,24265880
,risk,1,24265880
,ventricular,1,24265880
,ventricular perforation,1,24265880
,perforation,1,24265880
,involvement,1,24265880
,dementia,1,24265873
,amputation,1,24265873
,objectives,1,24265873
,experience,1,24265873
,dementia,7,24265873
,role,2,24265873
,major,5,24265873
,amputation,7,24265873
,patients,5,24265873
,peripheral,1,24265873
,peripheral arterial,1,24265873
,peripheral arterial disease,1,24265873
,arterial,1,24265873
,arterial disease,1,24265873
,disease,1,24265873
,pad,5,24265873
,impression,1,24265873
,rate,3,24265873
,different,1,24265873
,surgical,1,24265873
,surgical procedures,1,24265873
,procedures,3,24265873
,information,1,24265873
,statistics,1,24265873
,germany,3,24265873
,methods,1,24265873
,detailed,1,24265873
,cases,4,24265873
,principal,4,24265873
,principal diagnosis,3,24265873
,diagnosis,5,24265873
,abdominal,1,24265873
,abdominal aortic aneurysm,1,24265873
,aortic,3,24265873
,aortic aneurysm,1,24265873
,aneurysm,1,24265873
,aaa,2,24265873
,myocardial,1,24265873
,myocardial infarction,1,24265873
,infarction,1,24265873
,hip,2,24265873
,hip fracture,1,24265873
,fracture,1,24265873
,minor,2,24265873
,endovascular,1,24265873
,repair,1,24265873
,total,1,24265873
,hip replacement,1,24265873
,replacement,1,24265873
,thr,3,24265873
,coronary,1,24265873
,graft,1,24265873
,cab,2,24265873
,years,1,24265873
,statistical,1,24265873
,office,1,24265873
,results,1,24265873
,additional,2,24265873
,approximately,5,24265873
,fourth,2,24265873
,only,2,24265873
,amputation procedures,1,24265873
,documentation,2,24265873
,population,2,24265873
,vice,1,24265873
,vers,1,24265873
,lower,1,24265873
,conclusion,1,24265873
,presented,1,24265873
,analysis,1,24265873
,relevant,1,24265873
,coronary,1,24236469
,coronary stents,1,24236469
,stents,1,24236469
,now,1,24236469
,stents,13,24236469
,risk,3,24236469
,restenosis,1,24236469
,concerns,1,24236469
,stent,5,24236469
,thrombosis,3,24236469
,uncertainty,1,24236469
,use,1,24236469
,recent,1,24236469
,studies,1,24236469
,improved,1,24236469
,clinical,1,24236469
,outcomes,2,24236469
,setting,1,24236469
,acute,1,24236469
,acute coronary syndromes,1,24236469
,coronary,2,24236469
,syndromes,1,24236469
,stable,1,24236469
,coronary artery,1,24236469
,coronary artery disease,1,24236469
,artery,1,24236469
,artery disease,1,24236469
,disease,1,24236469
,generation,2,24236469
,not,1,24236469
,only,1,24236469
,reduced,1,24236469
,benchmark,1,24236469
,safety,2,24236469
,much,2,24236469
,progress,1,24236469
,development,1,24236469
,polymer,1,24236469
,bioabsorbable stent,1,24236469
,technology,1,24236469
,superior,1,24236469
,efficacy,1,24236469
,revascularization,1,24236469
,chronic,1,24175251
,chronic kidney disease,1,24175251
,kidney,1,24175251
,kidney disease,1,24175251
,disease,1,24175251
,acute,1,24175251
,acute coronary syndr,1,24175251
,coronary,1,24175251
,syndr omes,1,24175251
,chronic,1,24175251
,chronic kidney disease,1,24175251
,kidney,1,24175251
,kidney disease,1,24175251
,disease,2,24175251
,high,1,24175251
,burden,1,24175251
,coronary,3,24175251
,coronary artery,1,24175251
,coronary artery disease,1,24175251
,artery,1,24175251
,artery disease,1,24175251
,patients,7,24175251
,acute,1,24175251
,acute coronary syndromes,1,24175251
,syndromes,1,24175251
,acs,4,24175251
,ckd,4,24175251
,highly,1,24175251
,poor,1,24175251
,short,1,24175251
,management,1,24175251
,presenting,1,24175251
,more,1,24175251
,complex,1,24175251
,general,2,24175251
,general population,2,24175251
,population,2,24175251
,lack,1,24175251
,randomized,2,24175251
,therapeutic,1,24175251
,strategies,3,24175251
,almost,1,24175251
,uniform,1,24175251
,exclusion,1,24175251
,studies,1,24175251
,new,1,24175251
,targeted,1,24175251
,therapies,3,24175251
,concerns,1,24175251
,further,1,24175251
,deterioration,1,24175251
,renal,1,24175251
,renal function,1,24175251
,function,1,24175251
,toxic,1,24175251
,toxic effects,1,24175251
,effects,1,24175251
,less,1,24175251
,frequent,1,24175251
,use,1,24175251
,proven,1,24175251
,medical,2,24175251
,medical therapies,2,24175251
,subgroup,1,24175251
,much,1,24175251
,conventional,1,24175251
,revascularization,2,24175251
,objective,1,24175251
,review,1,24175251
,current,1,24175251
,evidence,1,24175251
,epidemiology,1,24175251
,clinical,1,24175251
,prognostic,1,24175251
,relevance,1,24175251
,respect,1,24175251
,unresolved,1,24175251
,unresolved issues,1,24175251
,uncertainties,1,24175251
,coronary revascularization,1,24175251
,impact,1,24174830
,diabetes,1,24174830
,hospital,1,24174830
,cardiovascular,1,24174830
,outcomes,1,24174830
,acute,2,24174830
,acute coronary syndrome,1,24174830
,coronary,2,24174830
,syndrome,1,24174830
,patients,1,24174830
,data,1,24174830
,project,1,24174830
,events,1,24174830
,background,1,24174830
,diabetes,1,24174830
,diabetes mellitus,1,24174830
,major,1,24174830
,public,1,24174830
,public health,1,24174830
,health,1,24174830
,problem,1,24174830
,saudi arabia,2,24174830
,arabia,2,24174830
,patients,9,24174830
,present,1,24174830
,acute,2,24174830
,acute coronary syndrome,2,24174830
,coronary,2,24174830
,syndrome,2,24174830
,acs,5,24174830
,worse,2,24174830
,cardiovascular,2,24174830
,clinical,2,24174830
,features,1,24174830
,hospital,1,24174830
,outcomes,2,24174830
,diabetic,4,24174830
,methods,1,24174830
,project,1,24174830
,assessment,1,24174830
,space,2,24174830
,study,1,24174830
,december,1,24174830
,newly,1,24174830
,hospitalization,1,24174830
,eligible,1,24174830
,baseline,1,24174830
,demographics,1,24174830
,clinical presentation,1,24174830
,presentation,1,24174830
,therapies,1,24174830
,results,1,24174830
,age,1,24174830
,male,1,24174830
,nationals,1,24174830
,hypertension,1,24174830
,hyperlipidemia,1,24174830
,prevalences,1,24174830
,more,1,24174830
,likely,1,24174830
,myocardial,1,24174830
,myocardial infarction,1,24174830
,infarction,1,24174830
,heart,2,24174830
,heart failure,2,24174830
,failure,2,24174830
,significant,1,24174830
,ventricular,1,24174830
,ventricular systolic,1,24174830
,systolic,1,24174830
,systolic dysfunction,1,24174830
,dysfunction,1,24174830
,disease,1,24174830
,cardiogenic,1,24174830
,cardiogenic shock,1,24174830
,shock,1,24174830
,odds ratio,1,24174830
,ratio,1,24174830
,inhospital mortality,1,24174830
,mortality,1,24174830
,conclusions,1,24174830
,proportion,1,24174830
,significantly,1,24174830
,prognosis,1,24174830
,data,1,24174830
,preventative interventions,1,24174830
,interventions,1,24174830
,general,1,24174830
,general population,1,24174830
,population,1,24174830
,interpretation,1,24062926
,acute,1,24062926
,acute myocardial infarction,1,24062926
,myocardial,1,24062926
,myocardial infarction,1,24062926
,infarction,1,24062926
,persistent,1,24062926
,waves,1,24062926
,cardiac,1,24062926
,magnetic,1,24062926
,nance,1,24062926
,peaked,1,24062926
,waves,3,24062926
,electrocardiogram,1,24062926
,manifestation,1,24062926
,coronary,1,24062926
,coronary artery,1,24062926
,coronary artery occlusion,1,24062926
,artery,2,24062926
,artery occlusion,1,24062926
,occlusion,2,24062926
,usually,1,24062926
,elevation,3,24062926
,cardiac,1,24062926
,magnetic,1,24062926
,magnetic resonance,1,24062926
,resonance,1,24062926
,myocardial,3,24062926
,myocardial tissue,1,24062926
,tissue,1,24062926
,changes,2,24062926
,atypical,1,24062926
,ecg,2,24062926
,pattern,2,24062926
,presentation,1,24062926
,anterior,2,24062926
,lad,2,24062926
,persistent,2,24062926
,mild,1,24062926
,depression,1,24062926
,often,1,24062926
,presence,1,24062926
,collateral,1,24062926
,collateral circulation,1,24062926
,circulation,1,24062926
,myocyte,1,24062926
,action,1,24062926
,action potential,1,24062926
,potential,1,24062926
,response,1,24062926
,ischemia,1,24062926
,appearance,1,24062926
,cmr,1,24062926
,findings,1,24062926
,typical,1,24062926
,anterior myocardial infarction,1,24062926
,myocardial infarction,1,24062926
,infarction,1,24062926
,nearly,1,24062926
,transmural,1,24062926
,necrosis,1,24062926
,large,1,24062926
,area,1,24062926
,equivalent,1,24062926
,immediate,1,24062926
,reperfusion,1,24062926
,reperfusion therapy,1,24062926
,therapy,1,24062926
,sequential,1,24062925
,thromboembolic,1,24062925
,thromboembolic events,1,24062925
,events,1,24062925
,primary,1,24062925
,angioplasty,1,24062925
,patient,1,24062925
,acute,1,24062925
,acute anterior myocardial infarction,1,24062925
,anterior,1,24062925
,anterior myocardial infarction,1,24062925
,myocardial,1,24062925
,myocardial infarction,1,24062925
,infarction,1,24062925
,year,1,24062925
,old,1,24062925
,man,1,24062925
,cath,1,24062925
,lab,1,24062925
,primary,1,24062925
,pci,1,24062925
,hours,1,24062925
,onset,1,24062925
,pain,2,24062925
,context,1,24062925
,acute,1,24062925
,anterior,1,24062925
,anterior myocardial infarction,1,24062925
,myocardial,1,24062925
,myocardial infarction,1,24062925
,infarction,1,24062925
,thrombus,2,24062925
,aspiration,1,24062925
,proximal,1,24062925
,lad,1,24062925
,balloon,1,24062925
,balloon angioplasty,1,24062925
,angioplasty,1,24062925
,des,1,24062925
,implantation,1,24062925
,few,1,24062925
,days,2,24062925
,patient,2,24062925
,treatment,1,24062925
,heparin,1,24062925
,transient,1,24062925
,transient ischemic,1,24062925
,transient ischemic attack,1,24062925
,ischemic,1,24062925
,ischemic attack,1,24062925
,attack,1,24062925
,echocardiographic,1,24062925
,study,1,24062925
,large,1,24062925
,mobile,1,24062925
,apex,1,24062925
,later,1,24062925
,mild,1,24062925
,abdominal,2,24062925
,abdominal pain,1,24062925
,gradual,1,24062925
,deterioration,1,24062925
,abdominal ct scan,1,24062925
,ct scan,1,24062925
,scan,1,24062925
,embolism,1,24062925
,superior,1,24062925
,superior mesenteric artery,1,24062925
,mesenteric,1,24062925
,mesenteric artery,1,24062925
,artery,1,24062925
,urgent,1,24062925
,embolectomy,1,24062925
,intrapericardial,1,24062924
,injection,1,24062924
,postinfarction,1,24062924
,ventricular,1,24062924
,ventricular free wall rupture,1,24062924
,free,1,24062924
,wall,1,24062924
,rupture,1,24062924
,ventricular,1,24062924
,ventricular free wall rupture,1,24062924
,free,1,24062924
,wall,1,24062924
,rupture,1,24062924
,fatal,1,24062924
,complication,1,24062924
,acute,2,24062924
,acute myocardial infarction,2,24062924
,myocardial,2,24062924
,myocardial infarction,2,24062924
,infarction,2,24062924
,different,1,24062924
,modalities,1,24062924
,treatment,2,24062924
,surgical,1,24062924
,surgical intervention,1,24062924
,intervention,1,24062924
,medical,1,24062924
,case,1,24062924
,intrapericardial,1,24062924
,injection,1,24062924
,outcome,1,24062924
,patient,1,24062924
,cardiac,1,24062924
,cardiac tamponade,1,24062924
,tamponade,1,24062924
,new,1,24062923
,improved,1,24062923
,model,1,24062923
,prognostic,1,24062923
,assessment,1,24062923
,myocardial,1,24062923
,myocardial infarction,1,24062923
,infarction,1,24062923
,background,1,24062923
,thrombolysis,1,24062923
,myocardial,2,24062923
,myocardial infarction,2,24062923
,infarction,2,24062923
,platelet,1,24062923
,platelet glycoprotein,1,24062923
,platelet glycoprotein iib/iiia,1,24062923
,glycoprotein,1,24062923
,unstable,1,24062923
,unstable angina,1,24062923
,angina,1,24062923
,receptor,1,24062923
,suppression,1,24062923
,integrilin,1,24062923
,global,1,24062923
,registry,1,24062923
,acute,2,24062923
,coronary,1,24062923
,events,1,24062923
,scores,1,24062923
,risk,3,24062923
,stratification,1,24062923
,most,1,24062923
,score,2,24062923
,active,1,24062923
,research,1,24062923
,aim,1,24062923
,derivation,3,24062923
,validation,5,24062923
,new,1,24062923
,model,2,24062923
,mortality,10,24062923
,prediction,5,24062923
,comparison,2,24062923
,algorithm,1,24062923
,methods,1,24062923
,patients,3,24062923
,age,2,24062923
,males,2,24062923
,acute mi,1,24062923
,elevation,1,24062923
,stemi,2,24062923
,months,2,24062923
,sample,2,24062923
,later,1,24062923
,date,1,24062923
,institution,1,24062923
,period,1,24062923
,versions,6,24062923
,models,1,24062923
,predictive,2,24062923
,performance,3,24062923
,area,1,24062923
,receiver,1,24062923
,characteristic,1,24062923
,roc,2,24062923
,curve,2,24062923
,calibration,3,24062923
,test,2,24062923
,utility,1,24062923
,individual,1,24062923
,patient,1,24062923
,roc curve,1,24062923
,analysis,1,24062923
,measures,1,24062923
,net,1,24062923
,improvement,2,24062923
,index,1,24062923
,discrimination,1,24062923
,idi,1,24062923
,equivalent,2,24062923
,results,1,24062923
,assessment,1,24062923
,overall,1,24062923
,good,2,24062923
,fit,1,24062923
,value,1,24062923
,high,1,24062923
,power,2,24062923
,cohort,1,24062923
,primary,1,24062923
,primary endpoints,1,24062923
,endpoints,1,24062923
,auc,6,24062923
,significant,1,24062923
,number,1,24062923
,different,1,24062923
,more,1,24062923
,categories,1,24062923
,prognostic,1,24062923
,similar,1,24062923
,samples,1,24062923
,conclusions,1,24062923
,excellent,1,24062923
,version,1,24062923
,not,1,24062923
,inferior,1,24062923
,apparent,1,24062923
,superiority,1,24062923
,external,1,24062923
,independent,1,24062923
,registries,1,24062923
,potential,1,24062923
,clinical,1,24062923
,implementation,1,24062923
,chest,1,24062922
,chest pain,1,24062922
,pain,1,24062922
,units,1,24062922
,results,1,24062922
,german,1,24062922
,background,1,24062922
,chest,1,24062922
,chest pain,1,24062922
,pain,1,24062922
,units,2,24062922
,increasingly,1,24062922
,emergency,3,24062922
,cardiology,1,24062922
,cardiology services,1,24062922
,services,2,24062922
,improved,1,24062922
,population,1,24062922
,patients,6,24062922
,directly,1,24062922
,emergency medical services,1,24062922
,medical,2,24062922
,medical services,1,24062922
,ems,5,24062922
,little,1,24062922
,characteristics,1,24062922
,outcomes,1,24062922
,german,1,24062922
,cardiac,1,24062922
,society,1,24062922
,methods,1,24062922
,results,1,24062922
,prospective,1,24062922
,consecutive,1,24062922
,srs,1,24062922
,significantly,1,24062922
,years,1,24062922
,less,3,24062922
,prior,1,24062922
,prior myocardial infarction,1,24062922
,myocardial,1,24062922
,myocardial infarction,1,24062922
,infarction,1,24062922
,coronary,5,24062922
,coronary artery,1,24062922
,coronary artery bypass,1,24062922
,coronary artery bypass surgery,1,24062922
,artery,1,24062922
,bypass,1,24062922
,bypass surgery,1,24062922
,surgery,1,24062922
,more,4,24062922
,previous,1,24062922
,percutaneous,1,24062922
,percutaneous coronary interventions,1,24062922
,interventions,1,24062922
,cis,1,24062922
,acute,2,24062922
,acute coronary syndromes,1,24062922
,syndromes,1,24062922
,frequently,1,24062922
,changes,1,24062922
,initial,1,24062922
,ecg,1,24062922
,cases,1,24062922
,coronary angiographies,1,24062922
,angiographies,1,24062922
,stress,1,24062922
,pci,1,24062922
,conclusion,1,24062922
,data,1,24062922
,cpu,1,24062922
,severely,1,24062922
,ill,1,24062922
,problems,1,24062922
,emergency medical service,1,24062922
,medical service,1,24062922
,service,1,24062922
,acute coronary syndrome,1,24062922
,syndrome,1,24062922
,prognostic,1,24062921
,impact,1,24062921
,early,1,24062921
,ventricular,1,24062921
,ventricular fibrillation,1,24062921
,fibrillation,1,24062921
,patients,1,24062921
,myocardial,1,24062921
,myocardial infarction,1,24062921
,infarction,1,24062921
,primary,1,24062921
,pci,1,24062921
,current,1,24062921
,guidelines,1,24062921
,not,3,24062921
,implantation,1,24062921
,cardioverterdefibrillators (icd,1,24062921
,survivors,1,24062921
,ventricular,1,24062921
,ventricular fibrillation,1,24062921
,fibrillation,1,24062921
,first,3,24062921
,hours,5,24062921
,myocardial,1,24062921
,myocardial infarction,1,24062921
,infarction,1,24062921
,stemi,6,24062921
,studies,1,24062921
,followup,1,24062921
,prognostic,1,24062921
,impact,1,24062921
,early,1,24062921
,population,2,24062921
,patients,11,24062921
,primary,2,24062921
,percutaneous,1,24062921
,percutaneous coronary intervention,1,24062921
,coronary,1,24062921
,intervention,1,24062921
,methods,1,24062921
,results,1,24062921
,consecutive,1,24062921
