conceptID,concept,rank,PMID
,outcome,1,25332708
,differences,1,25332708
,chinese,3,25332708
,male,3,25332708
,female,3,25332708
,female patients,3,25332708
,patients,5,25332708
,followup,1,25332708
,percutaneous,1,25332708
,percutaneous coronary intervention,1,25332708
,coronary,1,25332708
,intervention,1,25332708
,stent,2,25332708
,present,1,25332708
,study,1,25332708
,clinical,1,25332708
,outcomes,3,25332708
,populations,1,25332708
,acute,1,25332708
,acute myocardial infarction,1,25332708
,myocardial,1,25332708
,myocardial infarction,1,25332708
,infarction,1,25332708
,unstable,1,25332708
,ang,2,25332708
,stable,1,25332708
,silent,1,25332708
,ischemia,1,25332708
,pci,1,25332708
,centers,1,25332708
,men,1,25332708
,women,1,25332708
,groups,2,25332708
,respect,2,25332708
,primary,1,25332708
,secondary,1,25332708
,composite,1,25332708
,major,1,25332708
,cardiac,2,25332708
,cardiac events,1,25332708
,events,1,25332708
,mace,2,25332708
,cardiac death,1,25332708
,death,1,25332708
,target,2,25332708
,target lesion,1,25332708
,lesion,1,25332708
,revascularization,2,25332708
,target vessel,1,25332708
,vessel,1,25332708
,thrombosis,1,25332708
,definite,1,25332708
,probable,1,25332708
,male patients,1,25332708
,rate,1,25332708
,year,1,25332708
,significantly,1,25332708
,different,1,25332708
,significant,2,25332708
,difference,2,25332708
,hospital,1,25324157
,hospital admissions,1,25324157
,admissions,1,25324157
,acute,1,25324157
,acute myocardial infarction,1,25324157
,myocardial,1,25324157
,myocardial infarction,1,25324157
,infarction,1,25324157
,implementation,1,25324157
,comprehensive,1,25324157
,policy,1,25324157
,uruguay,1,25324157
,experience,1,25324157
,background,1,25324157
,comprehensive,1,25324157
,laws,1,25324157
,drops,1,25324157
,hospitalisations,2,25324157
,acute,1,25324157
,acute myocardial infarction,1,25324157
,myocardial,1,25324157
,myocardial infarction,1,25324157
,infarction,1,25324157
,ami,5,25324157
,study,1,25324157
,years,4,25324157
,followup,2,25324157
,law,6,25324157
,uruguay,2,25324157
,methods,1,25324157
,multiple,1,25324157
,linear,1,25324157
,negative,1,25324157
,regressions,1,25324157
,admissions,2,25324157
,code,1,25324157
,hospitals,1,25324157
,results,1,25324157
,cases,1,25324157
,significant,1,25324157
,drop,3,25324157
,implementation,2,25324157
,effect,1,25324157
,not,1,25324157
,time,1,25324157
,conclusions,1,25324157
,more,1,25324157
,data,1,25324157
,uruguays,1,25324157
,reduction,1,25324157
,myocardial,1,25266895
,myocardial infarct,1,25266895
,myocardial infarct size,1,25266895
,infarct,1,25266895
,size,1,25266895
,measurement,1,25266895
,angle,1,25266895
,calculation,1,25266895
,background,1,25266895
,basic,1,25266895
,cardiovascular,1,25266895
,research,1,25266895
,focusing,1,25266895
,animal,3,25266895
,animal models,1,25266895
,models,2,25266895
,myocardial,1,25266895
,myocardial infarction,1,25266895
,infarction,1,25266895
,measurement,6,25266895
,infarct,10,25266895
,size,4,25266895
,histological,1,25266895
,sections,2,25266895
,heart,1,25266895
,setting,2,25266895
,chronic,3,25266895
,ongoing,1,25266895
,changes,1,25266895
,ventricular,1,25266895
,geometry,1,25266895
,wall,1,25266895
,thinning,2,25266895
,hypertrophy,1,25266895
,scar,2,25266895
,area,7,25266895
,smaller,2,25266895
,materials,1,25266895
,methods,1,25266895
,study,1,25266895
,measurements,4,25266895
,tissue,1,25266895
,tissue sections,1,25266895
,rat,1,25266895
,porcine,1,25266895
,hearts,1,25266895
,different,1,25266895
,calculation,2,25266895
,approaches,4,25266895
,lengths,1,25266895
,angles,1,25266895
,centroid,1,25266895
,left,1,25266895
,left ventricle,1,25266895
,ventricle,1,25266895
,newly,1,25266895
,approach,1,25266895
,results,2,25266895
,significant,1,25266895
,correlation,2,25266895
,parameters,2,25266895
,cardiac,2,25266895
,cardiac function,2,25266895
,function,2,25266895
,significantly,1,25266895
,other,1,25266895
,due,1,25266895
,sem,3,25266895
,length,3,25266895
,angle,5,25266895
,much,1,25266895
,much better,1,25266895
,better,1,25266895
,small,1,25266895
,animal model,2,25266895
,model,2,25266895
,ejection,1,25266895
,ejection fraction,1,25266895
,fraction,1,25266895
,well,1,25266895
,large,1,25266895
,acute,2,25266895
,acute mi,2,25266895
,conclusions,1,25266895
,relative,1,25266895
,less,1,25266895
,accurate,1,25266895
,new,1,25266895
,method,1,25266895
,reliable,1,25266895
,simple,1,25266895
,conventional,1,25266895
,overview,1,25237623
,translational,1,25237623
,radio,1,25237623
,pharmaceutical,1,25237623
,research,1,25237623
,certain,1,25237623
,applications,1,25237623
,translational,3,25237623
,translational medicine,1,25237623
,medicine,1,25237623
,conversion,1,25237623
,scientific,1,25237623
,discovery,1,25237623
,human,1,25237623
,health,2,25237623
,improvement,1,25237623
,strategies,1,25237623
,diagnosis,1,25237623
,treatment,2,25237623
,diseases,2,25237623
,cancer,2,25237623
,cancer treatment,1,25237623
,difficult,1,25237623
,radiopharmaceutical,1,25237623
,research,3,25237623
,role,1,25237623
,multiple,2,25237623
,disciplines,1,25237623
,natural,1,25237623
,phenomenon,1,25237623
,necrosis,5,25237623
,avidity,3,25237623
,novel,1,25237623
,generic,1,25237623
,approach,1,25237623
,solid,1,25237623
,malignancies,1,25237623
,systemic,1,25237623
,dual,1,25237623
,targeting,1,25237623
,strategy,1,25237623
,vascular,1,25237623
,disrupting,1,25237623
,agent,2,25237623
,first,1,25237623
,causes,1,25237623
,massive,1,25237623
,tumor,1,25237623
,tumor necrosis,1,25237623
,compound,1,25237623
,residual,1,25237623
,residual cancer,1,25237623
,cancer cells,1,25237623
,cells,1,25237623
,effect,1,25237623
,beta,1,25237623
,beta radiation,1,25237623
,radiation,1,25237623
,review,1,25237623
,potential,1,25237623
,clinical,1,25237623
,research activities,1,25237623
,activities,1,25237623
,optimization,1,25237623
,hypericin,1,25237623
,hyp,3,25237623
,preparations,2,25237623
,recent,1,25237623
,studies,1,25237623
,dosimetry,1,25237623
,pharmacokinetic,1,25237623
,chemical,1,25237623
,radiochemical,1,25237623
,toxicities,1,25237623
,myocardial,2,25237623
,myocardial infarction,1,25237623
,infarction,1,25237623
,global,1,25237623
,global health,1,25237623
,problem,1,25237623
,cardiac,1,25237623
,scintigraphy,1,25237623
,radioactive,2,25237623
,perfusion,1,25237623
,tracers,1,25237623
,assessment,1,25237623
,viability,1,25237623
,diagnostic,1,25237623
,comparative study,1,25237623
,study,1,25237623
,biological,1,25237623
,biological profiles,1,25237623
,profiles,1,25237623
,avid,1,25237623
,commercially,1,25237623
,available,1,25237623
,results,2,25237623
,cholelithiasis,2,25237623
,gallstone,1,25237623
,gallstone disease,1,25237623
,disease,1,25237623
,gallbladder,1,25237623
,gallbladder inflammation,1,25237623
,inflammation,1,25237623
,infection,1,25237623
,other,1,25237623
,severe,1,25237623
,complications,1,25237623
,mechanisms,1,25237623
,derivatives,1,25237623
,fluorophore,1,25237623
,property,1,25237623
,cholesterol,1,25237623
,main,1,25237623
,component,1,25237623
,gallstones,1,25237623
,usefulness,1,25237623
,optical,1,25237623
,optical imaging,1,25237623
,imaging,1,25237623
,imaging agent,1,25237623
,uses,1,25237623
,automatic,1,25237623
,contrast,1,25237623
,injectors,1,25237623
,costs,1,25237623
,resources,1,25237623
,bloodborne pathogens,1,25237623
,pathogens,2,25237623
,infectious,1,25237623
,infectious diseases,1,25237623
,method,1,25237623
,safety,1,25237623
,evaluation,1,25237623
,new,1,25237623
,system,2,25237623
,radiotracer,1,25237623
,repeatedly,1,25237623
,septic,1,25237623
,risks,1,25237623
,overview,1,25237623
,interesting,1,25237623
,related,1,25237623
,fields,1,25237623
,translational research,1,25237623
,staining,1,25237621
,ex vivo,1,25237621
,vivo,1,25237621
,determination,1,25237621
,area,1,25237621
,risk,1,25237621
,rabbits,1,25237621
,myocardial,1,25237621
,myocardial infarction,1,25237621
,infarction,1,25237621
,aim,1,25237621
,method,2,25237621
,myocardial,3,25237621
,area,2,25237621
,risk,2,25237621
,ischemic,2,25237621
,ischemic heart disease,2,25237621
,heart,5,25237621
,heart disease,2,25237621
,disease,2,25237621
,correlation,2,25237621
,cardiac,3,25237621
,magnetic,2,25237621
,magnetic resonance,2,25237621
,magnetic resonance imaging,2,25237621
,resonance,2,25237621
,imaging,4,25237621
,methods,1,25237621
,rabbits,2,25237621
,occlusion,2,25237621
,reperfusion,2,25237621
,circumflex,1,25237621
,circumflex coronary artery,1,25237621
,coronary,1,25237621
,coronary artery,1,25237621
,artery,1,25237621
,lcx,3,25237621
,myocardial infarction,1,25237621
,infarction,1,25237621
,delayed,1,25237621
,enhancement,3,25237621
,euthanasia,1,25237621
,staining,4,25237621
,aorta,1,25237621
,rio,1,25237621
,dye,1,25237621
,then,1,25237621
,ex vivo,2,25237621
,vivo,3,25237621
,aar,8,25237621
,digital,1,25237621
,digital radiography,1,25237621
,radiography,1,25237621
,perfusion,2,25237621
,density,1,25237621
,rate,1,25237621
,normal,3,25237621
,myocardium,3,25237621
,ide,3,25237621
,straining,1,25237621
,research,2,25237621
,linear,3,25237621
,linear regression,3,25237621
,regression,3,25237621
,agreement,1,25237621
,multiple,1,25237621
,comparison,1,25237621
,tests,1,25237621
,statistics,1,25237621
,results,1,25237621
,well,1,25237621
,surgical,1,25237621
,surgical procedure,1,25237621
,procedure,1,25237621
,subsequent,1,25237621
,sessions,1,25237621
,double,1,25237621
,suture,1,25237621
,successfully,1,25237621
,animals,1,25237621
,percentage,2,25237621
,volumes,2,25237621
,slice,4,25237621
,significant,1,25237621
,differences,2,25237621
,determination,1,25237621
,excellent,1,25237621
,correspondence,1,25237621
,global,2,25237621
,high,1,25237621
,regression analysis,1,25237621
,analysis,1,25237621
,mean,1,25237621
,measurements,1,25237621
,almost,1,25237621
,equivalent,1,25237621
,significantly,2,25237621
,larger,1,25237621
,correction,1,25237621
,background,1,25237621
,blank,1,25237621
,pdr,1,25237621
,different,1,25237621
,blood,1,25237621
,blood perfusion,1,25237621
,probably,1,25237621
,collateral,1,25237621
,collateral circulation,1,25237621
,circulation,1,25237621
,only,1,25237621
,less,1,25237621
,conclusion,1,25237621
,postmortem,1,25237621
,novel,1,25237621
,translational,1,25237621
,neuroprotective effects,1,25206511
,effects,1,25206511
,rutaecarpine,1,25206511
,cerebral,1,25206511
,cerebral ischemia,1,25206511
,ischemia,1,25206511
,ischemia reperfusion injury,1,25206511
,reperfusion,1,25206511
,reperfusion injury,1,25206511
,injury,1,25206511
,rutaecarpine,6,25206511
,active,1,25206511
,component,1,25206511
,traditional,1,25206511
,traditional chinese medicine,1,25206511
,chinese,1,25206511
,chinese medicine,1,25206511
,medicine,1,25206511
,tetradium,1,25206511
,tetradium ruticarpum,1,25206511
,myocardial,1,25206511
,myocardial ischemia,1,25206511
,myocardial ischemia reperfusion injury,1,25206511
,ischemia,6,25206511
,ischemia reperfusion injury,3,25206511
,reperfusion,6,25206511
,reperfusion injury,3,25206511
,injury,4,25206511
,cardiovascular,1,25206511
,cerebrovascular,1,25206511
,cerebrovascular diseases,1,25206511
,diseases,1,25206511
,forms,1,25206511
,ischemic,1,25206511
,vascular,1,25206511
,vascular disease,1,25206511
,disease,1,25206511
,neuroprotective effects,2,25206511
,effects,2,25206511
,cerebral,6,25206511
,cerebral ischemia,5,25206511
,model,1,25206511
,mice,3,25206511
,intraperitoneal,1,25206511
,intraperitoneal injection,1,25206511
,injection,1,25206511
,daily,1,25206511
,days,1,25206511
,results,2,25206511
,step,1,25206511
,test,1,25206511
,tetrazolium,1,25206511
,chloride,1,25206511
,oxidative,2,25206511
,oxidative stress,2,25206511
,stress,2,25206511
,indicators,1,25206511
,memory,1,25206511
,ability,1,25206511
,neurological,2,25206511
,neurological symptoms,1,25206511
,symptoms,1,25206511
,infarction,1,25206511
,volume,1,25206511
,water,1,25206511
,content,2,25206511
,significantly,1,25206511
,malondialdehyde,1,25206511
,activities,1,25206511
,superoxide,1,25206511
,superoxide dismutase,1,25206511
,glutathione,1,25206511
,glutathione peroxidase,1,25206511
,peroxidase,1,25206511
,mouse,1,25206511
,mouse brain,1,25206511
,brain,1,25206511
,neurological function,1,25206511
,function,1,25206511
,mechanism,1,25206511
,improvement,1,25206511
,analysis,1,25191733
,risk,1,25191733
,risk factors,1,25191733
,factors,1,25191733
,myocardial,1,25191733
,myocardial infarction,1,25191733
,infarction,1,25191733
,cohort,1,25191733
,workers,1,25191733
,data,1,25191733
,clinical,1,25191733
,epidemiological,1,25191733
,registry,1,25191733
,objective,1,25191733
,paper,1,25191733
,individual,1,25191733
,individual risk factors,1,25191733
,risk,3,25191733
,risk factors,3,25191733
,factors,3,25191733
,coronary,1,25191733
,coronary heart disease,1,25191733
,heart,1,25191733
,heart disease,1,25191733
,disease,1,25191733
,group,3,25191733
,workers,5,25191733
,myocardial,1,25191733
,myocardial infarction,1,25191733
,infarction,1,25191733
,accident,4,25191733
,methods,1,25191733
,data,1,25191733
,first,4,25191733
,event,1,25191733
,identifiable,1,25191733
,clinical,1,25191733
,epidemiological,1,25191733
,registry,1,25191733
,cer,1,25191733
,comparison,1,25191733
,out,1,25191733
,control,2,25191733
,control group,2,25191733
,residents,1,25191733
,results,1,25191733
,proportion,2,25191733
,patients,4,25191733
,years,4,25191733
,due,1,25191733
,age,2,25191733
,structure,1,25191733
,cohort,1,25191733
,whole,1,25191733
,distribution,1,25191733
,following,1,25191733
,close,1,25191733
,other,1,25191733
,cohorts,1,25191733
,liter,1,25191733
,external,1,25191733
,external radiation,1,25191733
,radiation,1,25191733
,dose,2,25191733
,men,2,25191733
,median,2,25191733
,later,1,25191733
,conclusions,1,25191733
,quantity,1,25191733
,male,3,25191733
,male patients,1,25191733
,minimum,1,25191733
,number,1,25191733
,time,1,25191733
,more,1,25191733
,incidence,1,25191733
,obesity,1,25191733
,hypercholesterolemia,1,25191733
,antiplatelet therapy,1,25187775
,therapy,1,25187775
,carotid,1,25187775
,carotid artery,1,25187775
,carotid artery stenting,1,25187775
,artery,1,25187775
,stenting,1,25187775
,carotid,2,25187775
,carotid artery,1,25187775
,carotid artery stenting,1,25187775
,artery,1,25187775
,stenting,1,25187775
,cas,3,25187775
,less,1,25187775
,invasive,1,25187775
,lower,1,25187775
,incidence,2,25187775
,systemic,1,25187775
,complications,2,25187775
,myocardial,1,25187775
,myocardial infarction,1,25187775
,infarction,1,25187775
,carotid endarterectomy,1,25187775
,endarterectomy,1,25187775
,high,1,25187775
,ischemic,2,25187775
,due,1,25187775
,distal,2,25187775
,thromboembolism,2,25187775
,progress,1,25187775
,development,1,25187775
,various,1,25187775
,protection,2,25187775
,devices,1,25187775
,methods,2,25187775
,similar,1,25187775
,perioperative,2,25187775
,antiplatelet therapy,2,25187775
,therapy,2,25187775
,able,1,25187775
,very,1,25187775
,very important,1,25187775
,role,1,25187775
,prevention,1,25187775
,events,1,25187775
,dual,1,25187775
,standard,1,25187775
,management,1,25187775
,aflibercept,1,25135809
,treatment,1,25135809
,macular,1,25135809
,macular degeneration,1,25135809
,degeneration,1,25135809
,aflibercept,4,25135809
,novel,1,25135809
,recombinant,1,25135809
,fusion,1,25135809
,fusion protein,1,25135809
,protein,1,25135809
,portions,1,25135809
,vascular,2,25135809
,vascular endothelial growth factor,1,25135809
,endothelial,1,25135809
,endothelial growth factor,1,25135809
,growth,2,25135809
,growth factor,1,25135809
,factor,1,25135809
,vegf,3,25135809
,receptor,1,25135809
,extracellular,1,25135809
,extracellular domains,1,25135809
,domains,1,25135809
,portion,1,25135809
,human,1,25135809
,human immunoglobulin,1,25135809
,immunoglobulin,1,25135809
,affinity,1,25135809
,binds,1,25135809
,placental,1,25135809
,placental growth facto,1,25135809
,growth facto,1,25135809
,efficacy,2,25135809
,randomized,1,25135809
,clinical,3,25135809
,clinical trials,2,25135809
,patients,3,25135809
,choroidal neovascularization,1,25135809
,neovascularization,1,25135809
,due,1,25135809
,macular,1,25135809
,macular degeneration,1,25135809
,degeneration,1,25135809
,amd,3,25135809
,food,1,25135809
,drug,1,25135809
,drug administration,1,25135809
,administration,1,25135809
,fda,2,25135809
,wet,2,25135809
,view,2,25135809
,effective,1,25135809
,weeks,1,25135809
,monthly,2,25135809
,loading,1,25135809
,ranibizumab,1,25135809
,well,1,25135809
,very,1,25135809
,rare,1,25135809
,systemic,1,25135809
,adverse events,1,25135809
,events,3,25135809
,arterial,1,25135809
,arterial thromboembolic,1,25135809
,thromboembolic,1,25135809
,thromboembolic events,1,25135809
,incidence,1,25135809
,first,1,25135809
,year,1,25135809
,strokes,1,25135809
,myocardial,1,25135809
,myocardial infarction,1,25135809
,infarction,1,25135809
,death,1,25135809
,unknown,1,25135809
,cause,1,25135809
,november,1,25135809
,fda approval,1,25135809
,approval,1,25135809
,currently,1,25135809
,practice,1,25135809
,calcium,1,25114781
,calcium supplements,1,25114781
,supplements,1,25114781
,cardiovascular,1,25114781
,risk,1,25114781
,years,1,25114781
,calcium,10,25114781
,calcium supplements,6,25114781
,supplements,7,25114781
,men,1,25114781
,women,1,25114781
,little,3,25114781
,more,1,25114781
,decade,1,25114781
,authoritative,1,25114781
,recommendations,2,25114781
,widespread,2,25114781
,use,1,25114781
,not,3,25114781
,primary,1,25114781
,primary prevention,1,25114781
,prevention,1,25114781
,fractures,5,25114781
,shift,1,25114781
,result,1,25114781
,evidence,4,25114781
,marginal,1,25114781
,efficacy,2,25114781
,adverse effects,1,25114781
,effects,1,25114781
,large,1,25114781
,randomized,1,25114781
,vitamin,2,25114781
,review,1,25114781
,focus,1,25114781
,cardiovascular,3,25114781
,risk,5,25114781
,first,1,25114781
,years,1,25114781
,ago,1,25114781
,total,1,25114781
,hip,1,25114781
,hip fractures,1,25114781
,individuals,1,25114781
,kidney,1,25114781
,kidney stones,1,25114781
,stones,1,25114781
,gastrointestinal,1,25114781
,events,2,25114781
,myocardial,1,25114781
,myocardial infarction,1,25114781
,infarction,1,25114781
,stroke,1,25114781
,benefit,1,25114781
,fracture,3,25114781
,increased,1,25114781
,cardiovascular events,1,25114781
,dietary,2,25114781
,dietary calcium,2,25114781
,calcium intake,2,25114781
,intake,2,25114781
,majority,1,25114781
,people,1,25114781
,close,1,25114781
,unfavorable,1,25114781
,profile,1,25114781
,prescribing,1,25114781
,patients,1,25114781
,high,1,25114781
,high risk,1,25114781
,proven,1,25114781
,vertebral,1,25114781
,association,1,25091358
,control,1,25091358
,blood,1,25091358
,blood pressures,1,25091358
,pressures,1,25091358
,healthy,1,25091358
,lifestyle,1,25091358
,factors,1,25091358
,japanese,1,25091358
,hypertensive,1,25091358
,patients,1,25091358
,longitudinal,1,25091358
,data,1,25091358
,data analysis,1,25091358
,analysis,1,25091358
,research,1,25091358
,hypertension,1,25091358
,fresh,1,25091358
,objective,1,25091358
,success,1,25091358
,target,2,25091358
,blood,7,25091358
,blood pressures,6,25091358
,pressures,6,25091358
,longitudinally,1,25091358
,several,1,25091358
,factors,4,25091358
,lifestyle,5,25091358
,characteristics,1,25091358
,uncontrolled,4,25091358
,treatment,2,25091358
,treatment goals,1,25091358
,goals,1,25091358
,methods,1,25091358
,patients,6,25091358
,prospective,1,25091358
,observational,1,25091358
,cohort,1,25091358
,cohort study,1,25091358
,study,3,25091358
,september,1,25091358
,information,1,25091358
,blood pressure,1,25091358
,pressure,1,25091358
,control,1,25091358
,status,2,25091358
,healthy,4,25091358
,breslows,1,25091358
,health,1,25091358
,practices,1,25091358
,medical,1,25091358
,medical records,1,25091358
,records,1,25091358
,questionnaires,1,25091358
,japanese,1,25091358
,hypertensive,1,25091358
,initially,1,25091358
,fresh,1,25091358
,multivariate analysis,2,25091358
,analysis,2,25091358
,association,1,25091358
,lifestyle change,1,25091358
,change,1,25091358
,final,1,25091358
,followup,1,25091358
,survey,2,25091358
,results,1,25091358
,median,1,25091358
,age,2,25091358
,proportion,1,25091358
,men,1,25091358
,years,2,25091358
,failure,1,25091358
,diabetes,2,25091358
,diabetes mellitus,2,25091358
,chronic,2,25091358
,chronic kidney disease,2,25091358
,kidney,2,25091358
,kidney disease,2,25091358
,disease,2,25091358
,diseases,2,25091358
,myocardial,2,25091358
,myocardial infarction,2,25091358
,infarction,2,25091358
,protective factor,1,25091358
,factor,1,25091358
,obesity,1,25091358
,smoking,1,25091358
,smoking status,1,25091358
,exercise,2,25091358
,exercise frequency,2,25091358
,frequency,2,25091358
,significance,1,25091358
,number,1,25091358
,participants,1,25091358
,responses,1,25091358
,low,2,25091358
,conclusion,1,25091358
,data,1,25091358
,ideal,1,25091358
,ideal body weight,1,25091358
,body,1,25091358
,body weight,1,25091358
,weight,1,25091358
,adequate,1,25091358
,better,1,25091358
,hypertension,1,25091358
,management,1,25091358
,treatment guidelines,1,25091358
,guidelines,1,25091358
,main,1,25073257
,coronary,1,25073257
,coronary artery,1,25073257
,artery,1,25073257
,myocardial,1,25073257
,myocardial infarction,1,25073257
,infarction,1,25073257
,boy,1,25073257
,boy,1,25073257
,exertional,1,25073257
,exertional chest pain,1,25073257
,chest,1,25073257
,chest pain,1,25073257
,pain,1,25073257
,cardiac,2,25073257
,cardiac biomarkers,1,25073257
,biomarkers,1,25073257
,electrocardiogram,1,25073257
,elevation,1,25073257
,inversion,1,25073257
,anterolateral,1,25073257
,anterolateral leads,1,25073257
,leads,1,25073257
,coronary,7,25073257
,coronary arteriograms,1,25073257
,arteriograms,1,25073257
,computed,1,25073257
,computed tomography,1,25073257
,tomography,1,25073257
,main,4,25073257
,coronary artery,2,25073257
,artery,3,25073257
,right,1,25073257
,right coronary sinus,1,25073257
,coronary sinus,1,25073257
,sinus,1,25073257
,valsalva,1,25073257
,intramurally,1,25073257
,wall,1,25073257
,aorta,2,25073257
,pulmonary,1,25073257
,pulmonary trunk,1,25073257
,trunk,1,25073257
