conceptID,concept,rank,PMID
,clear,1,2256466
,experimental,1,2256466
,well,1,2256466
,clinical,2,2256466
,clinical studies,1,2256466
,studies,2,2256466
,recently,1,2256466
,clinical study,1,2256466
,study,4,2256466
,slowly,1,2256466
,progression,2,2256466
,individual,1,2256466
,ste,1,2256466
,noses,1,2256466
,regression,1,2256466
,rate,1,2256466
,less,1,2256466
,frequent,1,2256466
,occurrence,1,2256466
,new,1,2256466
,lesions,1,2256466
,patients,1,2256466
,verapamil,1,2256466
,conventional,1,2256466
,conventional therapies,1,2256466
,other,1,2256466
,similar,1,2256466
,investigations,1,2256466
,currently,1,2256466
,isoptin,1,2256466
,fips,1,2256466
,isradipine,1,2256466
,diuretic,1,2256466
,international,1,2256466
,nifedipine,1,2256466
,trial,1,2256466
,intact,1,2256466
,heart,1,2256466
,institute,1,2256466
,results,1,2256466
,precise,1,2256466
,end,1,2256466
,end points,1,2256466
,myocardial,1,2256466
,myocardial infarction,1,2256466
,infarction,2,2256466
,cerebral,1,2256466
,cerebral infarction,1,2256466
,peripheral,1,2256466
,peripheral vascular disease,1,2256466
,therapeutic,1,2256466
,approaches,1,2256466
,secondary,1,2147813
,secondary prevention,1,2147813
,prevention,1,2147813
,verapamil,2,2147813
,myocardial,2,2147813
,myocardial infarction,2,2147813
,infarction,2,2147813
,study,1,2147813
,group,1,2147813
,effect,1,2147813
,verapamil,8,2147813
,death,3,2147813
,major,6,2147813
,events,4,2147813
,acute,3,2147813
,acute myocardial infarction,3,2147813
,myocardial,4,2147813
,myocardial infarction,4,2147813
,infarction,5,2147813
,multicenter trial,1,2147813
,trial,3,2147813
,patients,2,2147813
,treatment,4,2147813
,placebo,3,2147813
,months,2,2147813
,deaths,2,2147813
,group,2,2147813
,mortality,2,2147813
,mortality rates,1,2147813
,hazard,1,2147813
,hazard ratio,1,2147813
,ratio,1,2147813
,confidence,2,2147813
,confidence limits,1,2147813
,limits,1,2147813
,event,2,2147813
,groups,1,2147813
,results,2,2147813
,first,2,2147813
,study,1,2147813
,metaanalysis,1,2147813
,second,1,2147813
,week,1,2147813
,reduction,2,2147813
,pooled,1,2147813
,odds ratios,1,2147813
,ratios,1,2147813
,confidence interval,1,2147813
,interval,1,2147813
,significant,1,2147813
,overall,1,2147813
,well,1,2147813
,office,1,2270443
,treatment,3,2270443
,emergencies,1,2270443
,hospital,3,2270443
,private,2,2270443
,private practice,1,2270443
,practice,1,2270443
,subject,1,2270443
,common,1,2270443
,set,1,2270443
,rules,1,2270443
,setting,2,2270443
,prevalence,3,2270443
,different,4,2270443
,pathologies,2,2270443
,hospitalisation,2,2270443
,length,2,2270443
,observation,3,2270443
,period,2,2270443
,case,1,2270443
,case histories,1,2270443
,histories,1,2270443
,effect,1,2270443
,well,1,2270443
,thrombolytic,1,2270443
,myocardial,3,2270443
,myocardial infarction,3,2270443
,infarction,3,2270443
,ratio,1,2270443
,population,1,2270443
,consultation,1,2270443
,only,1,2270443
,patients,4,2270443
,thoracic,1,2270443
,thoracic pain,1,2270443
,pain,2,2270443
,much,1,2270443
,pneumonia,1,2270443
,knowledge,2,2270443
,epidemiology,2,2270443
,prognostic,2,2270443
,prognostic factors,2,2270443
,factors,3,2270443
,guides,1,2270443
,antibiotics,1,2270443
,rapidly,1,2270443
,admission,1,2270443
,abdominal,1,2270443
,abdominal pain,1,2270443
,certain,2,2270443
,symptoms,1,2270443
,signs,1,2270443
,surgical,1,2270443
,affection,1,2270443
,often,2,2270443
,correct,1,2270443
,diagnosis,1,2270443
,physicians,1,2270443
,performance,1,2270443
,emergency,1,2270443
,emergency medicine,1,2270443
,medicine,1,2270443
,better,1,2270443
,areas,1,2270443
,now,1,2270443
,decision,1,2270443
,decision analysis,1,2270443
,analysis,1,2270443
,approach,1,2270443
,illnesses,1,2270443
,simple,1,2270443
,clinical,1,2270443
,cases,1,2270443
,ambulatory,1,2270443
,basis,1,2270443
,acute,1,2251988
,acute myocardial infarction,1,2251988
,myocardial,1,2251988
,myocardial infarction,1,2251988
,infarction,1,2251988
,chest,1,2251988
,chest pain,1,2251988
,chest pain syndromes,1,2251988
,pain,1,2251988
,pain syndromes,1,2251988
,syndromes,1,2251988
,cocaine,1,2251988
,cocaine use,1,2251988
,use,1,2251988
,patients,6,2251988
,chest,1,2251988
,chest pain,1,2251988
,pain,2,2251988
,cocaine,2,2251988
,cocaine use,1,2251988
,use,2,2251988
,retrospectively,1,2251988
,risk,2,2251988
,clinical,1,2251988
,clinical course,1,2251988
,course,1,2251988
,acute,1,2251988
,acute myocardial infarction,1,2251988
,myocardial,2,2251988
,myocardial infarction,1,2251988
,infarction,1,2251988
,ami,9,2251988
,transient,1,2251988
,transient myocardial ischemia,1,2251988
,myocardial ischemia,1,2251988
,ischemia,1,2251988
,additional,1,2251988
,coronary,3,2251988
,risk factors,1,2251988
,factors,1,2251988
,not,5,2251988
,presenting,1,2251988
,electrocardiogram,1,2251988
,abnormal,1,2251988
,creatine,2,2251988
,creatine kinase,1,2251988
,creatine kinase levels,1,2251988
,kinase,1,2251988
,levels,1,2251988
,creatine kinasemb,1,2251988
,elevations,1,2251988
,only,1,2251988
,group,2,2251988
,route,1,2251988
,administration,1,2251988
,vascular,1,2251988
,vascular bed,1,2251988
,bed,1,2251988
,length,1,2251988
,time,1,2251988
,drug,1,2251988
,drug use,1,2251988
,onset,1,2251988
,often,1,2251988
,median,1,2251988
,interval,1,2251988
,hour,1,2251988
,cardiac,1,2251988
,cardiac catheterization,1,2251988
,catheterization,1,2251988
,significant,1,2251988
,narrowing,1,2251988
,thrombolysis,1,2251987
,acute,1,2251987
,acute myocardial infarction,1,2251987
,myocardial,1,2251987
,myocardial infarction,1,2251987
,infarction,1,2251987
,benefit,1,2251987
,risk,2,2251987
,thrombolysis,2,2251987
,acute,2,2251987
,acute myocardial infarction,1,2251987
,myocardial,2,2251987
,myocardial infarction,1,2251987
,infarction,2,2251987
,ami,1,2251987
,randomized,1,2251987
,trial,1,2251987
,patients,3,2251987
,less,3,2251987
,hours,2,2251987
,symptom,2,2251987
,onset,3,2251987
,units,1,2251987
,urokinase,2,2251987
,intravenous,1,2251987
,intravenous bolus,1,2251987
,bolus,2,2251987
,group,11,2251987
,hospital,1,2251987
,hospital admission,1,2251987
,admission,2,2251987
,mean,1,2251987
,time,1,2251987
,time interval,1,2251987
,interval,1,2251987
,symptoms,1,2251987
,thrombolytic,2,2251987
,thrombolytic therapy,2,2251987
,therapy,2,2251987
,minutes,3,2251987
,complication,1,2251987
,pre,1,2251987
,period,1,2251987
,low,2,2251987
,not,5,2251987
,groups,1,2251987
,days,1,2251987
,cardiac,1,2251987
,cardiac catheterization,1,2251987
,catheterization,1,2251987
,discharge,1,2251987
,patency,1,2251987
,rate,1,2251987
,artery,1,2251987
,difference,1,2251987
,not significant,1,2251987
,significant,1,2251987
,global,1,2251987
,ventricular,1,2251987
,ventricular function,1,2251987
,function,2,2251987
,regional,1,2251987
,wall,2,2251987
,wall motion,2,2251987
,motion,2,2251987
,infarct,1,2251987
,site,1,2251987
,significantly,2,2251987
,fraction,1,2251987
,standard,1,2251987
,standard deviation,1,2251987
,deviation,1,2251987
,peak,1,2251987
,creatine,1,2251987
,creatine kinase,1,2251987
,kinase,1,2251987
,injection,1,2251987
,low risk,1,2251987
,physician,1,2251987
,mobile,1,2251987
,care,1,2251987
,unit,1,2251987
,saving,1,2251987
,early,1,2251987
,early stage,1,2251987
,stage,1,2251987
,salvage,1,2251987
,determinants,1,2251986
,significance,1,2251986
,diltiazem,2,2251986
,plasma,1,2251986
,plasma concentrations,1,2251986
,concentrations,1,2251986
,acute,1,2251986
,acute myocardial infarction,1,2251986
,myocardial,1,2251986
,myocardial infarction,1,2251986
,infarction,1,2251986
,postinfarction,1,2251986
,trial,1,2251986
,research,1,2251986
,group,1,2251986
,total,2,2251986
,plasma,4,2251986
,diltiazem,8,2251986
,concentrations,10,2251986
,patients,4,2251986
,secondary,1,2251986
,intervention,1,2251986
,intervention study,1,2251986
,study,1,2251986
,acute,2,2251986
,acute myocardial infarction,1,2251986
,myocardial,1,2251986
,myocardial infarction,1,2251986
,infarction,2,2251986
,determinants,2,2251986
,significance,1,2251986
,patient,6,2251986
,population,2,2251986
,drug,8,2251986
,drug concentrations,3,2251986
,variety,1,2251986
,clinical,2,2251986
,variables,1,2251986
,case,1,2251986
,case history,1,2251986
,history,1,2251986
,forms,1,2251986
,multiple,1,2251986
,linear,1,2251986
,linear regression,1,2251986
,regression,1,2251986
,regression analysis,1,2251986
,analysis,1,2251986
,time,1,2251986
,last,1,2251986
,drug dose,3,2251986
,dose,5,2251986
,height,1,2251986
,index,1,2251986
,lean body weight,1,2251986
,body,1,2251986
,body weight,1,2251986
,weight,2,2251986
,patient age,1,2251986
,age,2,2251986
,plasma concentration,1,2251986
,concentration,3,2251986
,equivalent,1,2251986
,double,1,2251986
,not,3,2251986
,not significantly,1,2251986
,significantly,2,2251986
,plasma concentrations,1,2251986
,heart,2,2251986
,heart failure,1,2251986
,failure,1,2251986
,renal,1,2251986
,renal dysfunction,1,2251986
,dysfunction,1,2251986
,hepatic,1,2251986
,hepatic disease,1,2251986
,disease,1,2251986
,beta,1,2251986
,beta blockers,1,2251986
,significant,1,2251986
,determinant,1,2251986
,diastolic,1,2251986
,diastolic arterial pressure,1,2251986
,arterial,1,2251986
,arterial pressure,1,2251986
,pressure,2,2251986
,less,1,2251986
,systolic,1,2251986
,systolic pressure,1,2251986
,heart rate,1,2251986
,rate,1,2251986
,overall,1,2251986
,incidence,1,2251986
,adverse experiences,1,2251986
,experiences,1,2251986
,occurrence,1,2251986
,second,1,2251986
,atrioventricular block,3,2251986
,block,3,2251986
,coronary,1,2251986
,coronary care unit,1,2251986
,care,1,2251986
,unit,1,2251986
,need,1,2251986
,temporary,1,2251986
,temporary pacemaker,1,2251986
,pacemaker,2,2251986
,drug concentration,1,2251986
,greater,1,2251986
,lower,1,2251986
,risk,1,2251986
,high,1,2251986
,face,1,2251986
,inferior,1,2251986
,inferior infarction,1,2251986
,results,1,2251986
,diltiazems,1,2251986
,pharmacologic,1,2251986
,effects,2,2251986
,large,1,2251986
,consideration,1,2251986
,size,1,2251986
,ventricular,1,2251986
,ventricular function,1,2251986
,function,1,2251986
,effective,1,2251986
,drug therapy,1,2251986
,therapy,1,2251986
,reduced,1,2251986
,likelihood,1,2251986
,adverse effects,1,2251986
,selection,1,2240919
,patients,1,2240919
,acute,1,2240919
,acute myocardial infarction,1,2240919
,myocardial,1,2240919
,myocardial infarction,1,2240919
,infarction,1,2240919
,thrombolytic,1,2240919
,thrombolytic therapy,1,2240919
,therapy,1,2240919
,purpose,1,2240919
,current,1,2240919
,recommendations,1,2240919
,eligibility,1,2240919
,patients,10,2240919
,myocardial,5,2240919
,myocardial infarction,5,2240919
,infarction,5,2240919
,thrombolytic,3,2240919
,thrombolytic therapy,3,2240919
,therapy,5,2240919
,data,6,2240919
,identification,2,2240919
,relevant,2,2240919
,studies,3,2240919
,january,2,2240919
,search,2,2240919
,literature,1,2240919
,medline,1,2240919
,manual,1,2240919
,bibliographies,1,2240919
,articles,2,2240919
,study,1,2240919
,selection,2,2240919
,intravenous,2,2240919
,thrombolysis,4,2240919
,acute,2,2240919
,acute myocardial infarction,2,2240919
,unstable,2,2240919
,unstable angina,2,2240919
,angina,2,2240919
,smaller,2,2240919
,observational,1,2240919
,previous,1,2240919
,review,1,2240919
,discussion,1,2240919
,data extraction,1,2240919
,extraction,1,2240919
,key,1,2240919
,article,1,2240919
,proportions,1,2240919
,eligible,3,2240919
,reasons,1,2240919
,exclusion,2,2240919
,clinical,1,2240919
,outcomes,1,2240919
,treatment,4,2240919
,validity,1,2240919
,certain,2,2240919
,exclusion criteria,1,2240919
,criteria,2,2240919
,subgroup,1,2240919
,analysis,1,2240919
,large,1,2240919
,randomized,1,2240919
,mortality,3,2240919
,observations,1,2240919
,results,1,2240919
,synthesis,1,2240919
,date,1,2240919
,few,1,2240919
,fibrinolytic,2,2240919
,fibrinolytic therapy,2,2240919
,group,1,2240919
,early,2,2240919
,late,1,2240919
,significantly,1,2240919
,high,1,2240919
,potential,2,2240919
,benefits,1,2240919
,subgroups,1,2240919
,ratio,1,2240919
,inclusion,1,2240919
,healthy,1,2240919
,healthy elderly,1,2240919
,elderly,1,2240919
,more,1,2240919
,hours,1,2240919
,onset,1,2240919
,symptoms,1,2240919
,history,2,2240919
,systolic,1,2240919
,systolic hypertension,1,2240919
,hypertension,1,2240919
,brief,1,2240919
,cardiopulmonary,1,2240919
,cardiopulmonary resuscitation,1,2240919
,resuscitation,1,2240919
,not,1,2240919
,use,1,2240919
,primary,1,2240919
,primary treatment,1,2240919
,absence,1,2240919
,confirmatory,1,2240919
,electrocardiographic,1,2240919
,electrocardiographic changes,1,2240919
,changes,1,2240919
,conclusions,1,2240919
,full,1,2240919
,natural,1,2240919
,natural history,1,2240919
,only,1,2240919
,continued,1,2240919
,evaluation,1,2240919
,selection criteria,1,2240919
,greatest,1,2240919
,possible,1,2240919
,number,1,2240919
,evaluation,1,2150366
,streptokinase,1,2150366
,myocardial,2,2150366
,damage,1,2150366
,acute,1,2150366
,acute myocardial infarct,1,2150366
,myocardial infarct,1,2150366
,infarct,1,2150366
,echocardiographic,1,2150366
,study,1,2150366
,once,1,2150366
,experience,1,2150366
,unresolved,1,2150366
,problem,1,2150366
,choice,1,2150366
,fibrinolytic,1,2150366
,fibrinolytic agent,1,2150366
,agent,1,2150366
,preference,1,2150366
,others,1,2150366
,present,1,2150366
,study,2,2150366
,authors,1,2150366
,echocardiography,1,2150366
,order,2,2150366
,streptokinase,1,2150366
,myocardial,2,2150366
,damage,1,2150366
,acute,1,2150366
,acute myocardial infarction,1,2150366
,myocardial infarction,1,2150366
,infarction,1,2150366
,patients,1,2150366
,average,1,2150366
,age,1,2150366
,years,1,2150366
,statistically,1,2150366
,statistically significant,1,2150366
,significant,1,2150366
,difference,1,2150366
,drugs,1,2150366
,far,1,2150366
,ventricular,1,2150366
,extent,1,2150366
,infarcted,1,2150366
,region,1,2150366
,findings,1,2150366
,italian,1,2150366
,comparison,1,2147536
,emission,1,2147536
,tomography,1,2147536
,extent,1,2147536
,myocardial,1,2147536
,myocardial ischemia,1,2147536
,ischemia,1,2147536
,infarction,1,2147536
,coronary,1,2147536
,coronary artery,1,2147536
,coronary artery disease,1,2147536
,artery,1,2147536
,artery disease,1,2147536
,disease,1,2147536
,emission,1,2147536
,tomography,1,2147536
,spect,3,2147536
,patients,2,2147536
,coronary,1,2147536
,coronary artery,1,2147536
,coronary artery diseaes,1,2147536
,artery,1,2147536
,diseaes,1,2147536
,same,1,2147536
,work,1,2147536
,work load,1,2147536
,load,1,2147536
,isotope,1,2147536
,normal,1,2147536
,ventricular,2,2147536
,ventricular mass,2,2147536
,mass,4,2147536
,automated,1,2147536
,method,1,2147536
,total,1,2147536
,left,1,2147536
,left ventricular mass,1,2147536
,similar,1,2147536
,mean,1,2147536
,defect,6,2147536
,size,4,2147536
,redistribution,2,2147536
,resting,1,2147536
,studies,1,2147536
,difference,1,2147536
,not,1,2147536
,not significant,1,2147536
,significant,1,2147536
,individual,1,2147536
,determinations,1,2147536
,highly,1,2147536
,less,2,2147536
,stress,4,2147536
,significantly,1,2147536
,larger,1,2147536
,exercise,1,2147536
,estimates,2,2147536
,linear,1,2147536
,correlation,1,2147536
,thallium,1,2147536
,technetium,1,2147536
,defects,2,2147536
,smaller,2,2147536
,partial,1,2147536
,visual,1,2147536
,visual interpretation,1,2147536
,interpretation,1,2147536
,use,1,2147536
,analysis,1,2147536
,effect,1,2146913
,intravenous,1,2146913
,streptokinase,1,2146913
,early,1,2146913
,mortality,1,2146913
,patients,1,2146913
,suspected,1,2146913
,acute,1,2146913
,acute myocardial infarction,1,2146913
,myocardial,1,2146913
,myocardial infarction,1,2146913
,infarction,2,2146913
,metaanalysis,1,2146913
,location,1,2146913
,purpose,1,2146913
,effect,3,2146913
,intravenous,4,2146913
,streptokinase,6,2146913
,early,6,2146913
,mortality,10,2146913
,patients,10,2146913
,suspected,5,2146913
,acute,6,2146913
,anterior,3,2146913
,acute inferior myocardial infarctions,1,2146913
,inferior,3,2146913
,inferior myocardial infarctions,1,2146913
,myocardial,5,2146913
,myocardial infarctions,1,2146913
,infarctions,1,2146913
,data,5,2146913
,identification,1,2146913
,literature,1,2146913
,search,1,2146913
,studies,1,2146913
,use,1,2146913
,treatment,2,2146913
