conceptID,concept,rank,PMID
,chronic,1,23120822
,chronic kidney disease,1,23120822
,kidney,3,23120822
,kidney disease,2,23120822
,disease,5,23120822
,recently,2,23120822
,degree,1,23120822
,impaired,1,23120822
,impaired kidney function,1,23120822
,kidney function,1,23120822
,function,2,23120822
,low,1,23120822
,glomerular,1,23120822
,glomerular filtration,1,23120822
,glomerular filtration rate,1,23120822
,filtration,1,23120822
,rate,1,23120822
,albuminuria,1,23120822
,cardiovascular risk factor,1,23120822
,risk,3,23120822
,risk factor,1,23120822
,factor,1,23120822
,predictive,1,23120822
,predictive value,1,23120822
,value,1,23120822
,classical,1,23120822
,cardiovascular risk factors,1,23120822
,risk factors,1,23120822
,factors,1,23120822
,acute,1,23120822
,acute myocardial infarction,1,23120822
,myocardial,1,23120822
,myocardial infarction,1,23120822
,infarction,1,23120822
,pulmonary,1,23120822
,pulmonary edema,1,23120822
,edema,1,23120822
,left,1,23120822
,left ventricular failure,1,23120822
,ventricular,2,23120822
,ventricular failure,1,23120822
,failure,2,23120822
,high,1,23120822
,year,1,23120822
,incidence,1,23120822
,sudden,1,23120822
,sudden cardiac death,1,23120822
,cardiac death,1,23120822
,congestive,1,23120822
,congestive heart failure,1,23120822
,heart,2,23120822
,heart failure,1,23120822
,ischemic,1,23120822
,ischemic heart disease,1,23120822
,heart disease,1,23120822
,complex,1,23120822
,ventricular arrhythmias,1,23120822
,arrhythmias,1,23120822
,cardiology,1,23120822
,nephrology,1,23120822
,evaluation,1,23120822
,renal,4,23120822
,renal function,1,23120822
,part,1,23120822
,cardiovascular disease,2,23120822
,evidence,1,23120822
,ckd,1,23120822
,need,1,23120822
,other,1,23120822
,general,1,23120822
,general population,1,23120822
,population,1,23120822
,percutaneous,1,23120822
,percutaneous coronary interventions,1,23120822
,coronary,1,23120822
,interventions,1,23120822
,cardiovascular surgery,1,23120822
,surgery,1,23120822
,surgery procedur,1,23120822
,procedur,1,23120822
,risks,1,23120822
,treatment,1,23120822
,bleeding,1,23120822
,technical,1,23120822
,more,4,23120822
,frequent,1,23120822
,overall,1,23120822
,cardiologists,3,23120822
,same,1,23120822
,very,1,23120822
,very important,1,23120822
,ideas,1,23120822
,informations,1,23120822
,nephrologists,2,23120822
,time,1,23120822
,departmental,1,23120822
,barriers,1,23120822
,permeable,1,23120822
,cardial,1,23120822
,origin,1,23074373
,anterior,1,23074373
,anterior descending coronary artery,1,23074373
,descending,1,23074373
,coronary,3,23074373
,coronary artery,2,23074373
,artery,2,23074373
,right,1,23074373
,right coronary artery,1,23074373
,patient,1,23074373
,acute,1,23074373
,acute coronary syndrome,1,23074373
,syndrome,1,23074373
,double,1,23074373
,left,2,23074373
,left anterior,1,23074373
,anterior,1,23074373
,descending,1,23074373
,lad,2,23074373
,coronary,6,23074373
,coronary artery,1,23074373
,artery,1,23074373
,right,2,23074373
,right coronary arteries,1,23074373
,coronary arteries,1,23074373
,arteries,1,23074373
,rare,1,23074373
,anomalies,1,23074373
,man,1,23074373
,acute,1,23074373
,acute coronary syndrome,1,23074373
,syndrome,1,23074373
,posterolateral,1,23074373
,posterolateral myocardial infarction,1,23074373
,myocardial,1,23074373
,myocardial infarction,1,23074373
,infarction,1,23074373
,typical,1,23074373
,chest,1,23074373
,chest pain,1,23074373
,pain,1,23074373
,due,1,23074373
,his,1,23074373
,progressive,1,23074373
,ischemic,1,23074373
,ischemic changes,1,23074373
,changes,1,23074373
,electrocardiography,1,23074373
,cardiac,2,23074373
,cardiac enzyme,1,23074373
,enzyme,1,23074373
,cardiac catheterization,1,23074373
,catheterization,1,23074373
,coronary angiography,1,23074373
,angiography,1,23074373
,sinus,1,23074373
,valsalva,1,23074373
,unusual,1,23074373
,anatomy,1,23074373
,distribution,1,23074373
,ischemia,1,23074373
,clinical,1,23074373
,evidence,1,23074373
,echocardiography,1,23074373
,ecg,1,23074373
,culprit lesion,1,23074373
,lesion,1,23074373
,patient,1,23074373
,good,1,23074373
,physical,1,23074373
,physical condition,1,23074373
,condition,1,23074373
,hospital,1,23074373
,determination,1,23024476
,ischemia,1,23024476
,protein,1,23024476
,protein carbonyl,1,23024476
,diagnosis,1,23024476
,myocardial,1,23024476
,myocardial infarction,1,23024476
,infarction,1,23024476
,ischemia,1,23024476
,protein,2,23024476
,protein carbonyl,1,23024476
,proteins,1,23024476
,similar,1,23024476
,basis,1,23024476
,oxidative,1,23024476
,oxidative stress,1,23024476
,stress,1,23024476
,protein modification,1,23024476
,modification,1,23024476
,diagnostic,3,23024476
,potential,1,23024476
,acute,1,23024476
,acute myocardial infarction,1,23024476
,myocardial,2,23024476
,myocardial infarction,2,23024476
,infarction,2,23024476
,study,1,23024476
,ability,1,23024476
,content,6,23024476
,nonst elevation myocardial infarction,1,23024476
,elevation,1,23024476
,nstemi,4,23024476
,efficiency,2,23024476
,markers,1,23024476
,serum,4,23024476
,healthy,2,23024476
,healthy control,1,23024476
,control,1,23024476
,results,1,23024476
,level,3,23024476
,significantly,1,23024476
,healthy controls,1,23024476
,controls,1,23024476
,greater,1,23024476
,performance,1,23024476
,determination,1,23024476
,enhanced,1,23024476
,test,1,23024476
,finding,1,23024476
,diagnostic marker,1,23024476
,marker,1,23024476
,effect,1,22977584
,erythropoietin,1,22977584
,myocardial,1,22977584
,myocardial infarction,1,22977584
,infarction,1,22977584
,rats,1,22977584
,inhibition,1,22977584
,expression,1,22977584
,present,1,22977584
,study,1,22977584
,myocardial,14,22977584
,effects,1,22977584
,erythropoietin,1,22977584
,epo,8,22977584
,inhibition,1,22977584
,expression,4,22977584
,myocardial infarction,10,22977584
,infarction,10,22977584
,rat,1,22977584
,model,3,22977584
,male,1,22977584
,rats,4,22977584
,groups,2,22977584
,group,13,22977584
,treatment,6,22977584
,left,2,22977584
,left anterior,1,22977584
,left anterior descending coronary artery,1,22977584
,anterior,1,22977584
,anterior descending coronary artery,1,22977584
,descending,1,22977584
,coronary,1,22977584
,coronary artery,1,22977584
,artery,1,22977584
,intraperitoneally,1,22977584
,day,1,22977584
,operation,1,22977584
,other,1,22977584
,sodium,1,22977584
,sodium chloride,1,22977584
,chloride,1,22977584
,weeks,2,22977584
,induction,2,22977584
,ventricular,2,22977584
,diastolic,1,22977584
,diastolic pressure,1,22977584
,pressure,1,22977584
,apparatus,1,22977584
,pathological,1,22977584
,changes,1,22977584
,staining,2,22977584
,left ventricular myocardium,1,22977584
,ventricular myocardium,1,22977584
,myocardium,2,22977584
,immunohistochemistry,1,22977584
,improvement,1,22977584
,heart,3,22977584
,heart function,3,22977584
,function,3,22977584
,more,1,22977584
,distinct,1,22977584
,lower,1,22977584
,control,2,22977584
,control group,2,22977584
,myocardial cells,2,22977584
,cells,2,22977584
,normal,1,22977584
,normal control,1,22977584
,order,1,22977584
,clear,1,22977584
,structure,1,22977584
,stained,1,22977584
,disorder,2,22977584
,augmented,1,22977584
,cell,1,22977584
,cell body,1,22977584
,body,1,22977584
,many,1,22977584
,granules,1,22977584
,interstitial,1,22977584
,myocardial fibrosis,1,22977584
,fibrosis,1,22977584
,results,1,22977584
,caspase,1,22977584
,endoplasmic,1,22977584
,endoplasmic reticulum,1,22977584
,reticulum,1,22977584
,cardiomyocyte,1,22977584
,apoptosis,1,22977584
,association,1,22969920
,polymorphism,1,22969920
,agt,1,22969920
,agt gene,1,22969920
,gene,1,22969920
,cytokines,1,22969920
,patients,1,22969920
,hypertension,1,22969920
,aim,1,22969920
,present,1,22969920
,study,3,22969920
,association,1,22969920
,polymorphism,2,22969920
,angiotensinogen,1,22969920
,agt,6,22969920
,gene,5,22969920
,cytokines,1,22969920
,patients,4,22969920
,essential,1,22969920
,essential hypertension,1,22969920
,hypertension,3,22969920
,total,1,22969920
,control,1,22969920
,control group,1,22969920
,group,1,22969920
,individuals,1,22969920
,secondary,1,22969920
,secondary hypertension,1,22969920
,myocardial,1,22969920
,myocardial infarction,1,22969920
,infarction,1,22969920
,diabetes,1,22969920
,polymerase,1,22969920
,polymerase chain reaction,1,22969920
,chain,1,22969920
,reaction,1,22969920
,restriction,1,22969920
,restriction fragment length polymorphism,1,22969920
,fragment,1,22969920
,length,1,22969920
,variation,1,22969920
,target,1,22969920
,genotype,4,22969920
,assay,1,22969920
,elisa,1,22969920
,cytokine,2,22969920
,tumor,1,22969920
,tumor necrosis,1,22969920
,tumor necrosis factorα,1,22969920
,necrosis,1,22969920
,factorα,1,22969920
,concentrations,3,22969920
,agt gene,4,22969920
,allele,4,22969920
,frequencies,3,22969920
,hypertensive,3,22969920
,slightly,1,22969920
,controls,2,22969920
,subjects,1,22969920
,significant,1,22969920
,results,1,22969920
,allele frequencies,1,22969920
,risk,1,22969920
,risk factors,1,22969920
,factors,1,22969920
,high,2,22969920
,transcription,1,22969920
,expression,1,22969920
,heart,1,22969888
,inflammation,1,22969888
,oxidative,1,22969888
,oxidative stress,1,22969888
,stress,1,22969888
,acute,1,22969888
,acute ischemic,1,22969888
,ischemic,1,22969888
,myocardial,1,22969888
,myocardial injury,1,22969888
,injury,1,22969888
,rats,1,22969888
,traditional,1,22969888
,chinese,1,22969888
,formula,1,22969888
,clinical,1,22969888
,practice,1,22969888
,treatment,2,22969888
,coronary,2,22969888
,coronary heart disease,1,22969888
,heart,2,22969888
,heart disease,1,22969888
,disease,1,22969888
,chd,2,22969888
,favorable,1,22969888
,effect,1,22969888
,china,1,22969888
,present,1,22969888
,study,1,22969888
,not,1,22969888
,acute,3,22969888
,oral,1,22969888
,myocardial,5,22969888
,myocardial infarction,2,22969888
,infarction,4,22969888
,acute myocardial ischemic,1,22969888
,myocardial ischemic,1,22969888
,ischemic,3,22969888
,rats,3,22969888
,then,1,22969888
,antiinflammatory,2,22969888
,antioxidant,2,22969888
,mechanisms,1,22969888
,left,1,22969888
,left anterior,1,22969888
,left anterior descending coronary artery,1,22969888
,anterior,1,22969888
,anterior descending coronary artery,1,22969888
,descending,1,22969888
,coronary artery,1,22969888
,artery,1,22969888
,myocardial ischemia,1,22969888
,ischemia,1,22969888
,hearts,1,22969888
,end,1,22969888
,period,1,22969888
,size,2,22969888
,inflammatory,1,22969888
,factors,1,22969888
,activities,2,22969888
,enzymes,1,22969888
,serum,2,22969888
,levels,2,22969888
,creactive protein,1,22969888
,protein,1,22969888
,interleukin6,1,22969888
,tumour,1,22969888
,tumour necrosis,1,22969888
,tumour necrosis factorα,1,22969888
,necrosis,1,22969888
,factorα,1,22969888
,malondialdehyde,1,22969888
,superoxide,1,22969888
,superoxide dismutase,1,22969888
,glutathione,1,22969888
,results,1,22969888
,exerts,1,22969888
,significant,1,22969888
,effects,1,22969888
,acute ischemic,1,22969888
,myocardial injury,1,22969888
,injury,1,22969888
,possibly,1,22969888
,properties,1,22969888
,potential,1,22969888
,therapeutic,1,22969888
,reagent,1,22969888
,stromal,1,22958220
,stromal cell,1,22958220
,cell,1,22958220
,reperfusion,1,22958220
,myocardial,1,22958220
,myocardial infarction,1,22958220
,infarction,1,22958220
,rat,1,22958220
,rat hearts,1,22958220
,hearts,1,22958220
,recent,1,22958220
,studies,2,22958220
,stromal,1,22958220
,stromal cell,1,22958220
,cell,2,22958220
,first,1,22958220
,cytokine,1,22958220
,stem,2,22958220
,stem cells,1,22958220
,cells,1,22958220
,organs,1,22958220
,myocardial,2,22958220
,protection,1,22958220
,myocardial infarction,1,22958220
,infarction,1,22958220
,not,3,22958220
,dependent,1,22958220
,stem cell,1,22958220
,recruitment,1,22958220
,modulation,1,22958220
,injury,2,22958220
,effect,1,22958220
,only,1,22958220
,exposure,3,22958220
,model,1,22958220
,relevant,1,22958220
,therapeutic,2,22958220
,therapeutic agent,2,22958220
,agent,2,22958220
,study,3,22958220
,reperfusion,4,22958220
,period,1,22958220
,hearts,1,22958220
,rats,1,22958220
,system,1,22958220
,proximal,1,22958220
,coronary,1,22958220
,coronary artery,1,22958220
,artery,1,22958220
,artery ligation,1,22958220
,ligation,1,22958220
,perfusion,2,22958220
,buffer,1,22958220
,study protocol,1,22958220
,protocol,1,22958220
,area,2,22958220
,necrosis,1,22958220
,relative,1,22958220
,risk,1,22958220
,primary,1,22958220
,primary endpoint,1,22958220
,endpoint,1,22958220
,significant,2,22958220
,reduction,3,22958220
,almost,1,22958220
,periods,1,22958220
,infusion,1,22958220
,high,1,22958220
,concentration,1,22958220
,infarct,2,22958220
,size,2,22958220
,greater,1,22958220
,ischemic,1,22958220
,pre,1,22958220
,similar,1,22958220
,further,1,22958220
,potential,1,22958220
,clinical,1,22958220
,practice,1,22958220
,computed,1,22933953
,computed tomography,1,22933953
,tomography,1,22933953
,anterolateral,1,22933953
,ventricular,1,22933953
,ventricular pseudoaneurysm,1,22933953
,pseudoaneurysm,1,22933953
,patient,1,22933953
,alcoholic,1,22933953
,alcoholic cardiomyopathy,1,22933953
,cardiomyopathy,1,22933953
,background,1,22933953
,pseudoaneurysms,1,22933953
,rare,2,22933953
,complications,1,22933953
,myocardial,2,22933953
,myocardial infarction,2,22933953
,infarction,2,22933953
,rupture,2,22933953
,still,1,22933953
,challenge,1,22933953
,diagnostic,4,22933953
,diagnostic imaging,1,22933953
,imaging,2,22933953
,final,1,22933953
,final diagnosis,1,22933953
,diagnosis,1,22933953
,pseudoaneurysm,5,22933953
,differentiate,1,22933953
,true,1,22933953
,true aneurysm,1,22933953
,aneurysm,1,22933953
,due,3,22933953
,different,1,22933953
,treatment,2,22933953
,case,3,22933953
,case report,1,22933953
,report,2,22933953
,unusual,1,22933953
,man,1,22933953
,signs,1,22933953
,decompensated,1,22933953
,decompensated heart failure,1,22933953
,heart,4,22933953
,heart failure,4,22933953
,failure,4,22933953
,few,1,22933953
,months,1,22933953
,hospita,1,22933953
,symptoms,1,22933953
,patient,2,22933953
,silent,1,22933953
,silent myocardial infarction,1,22933953
,subacute,1,22933953
,free,1,22933953
,wall,1,22933953
,left,3,22933953
,ventricular,3,22933953
,ventricular pseudoaneurysm,3,22933953
,formation,1,22933953
,tamponade,1,22933953
,echocardiography,2,22933953
,cardiomyopathy,2,22933953
,present,1,22933953
,years,1,22933953
,very,1,22933953
,location,1,22933953
,anterolateral,1,22933953
,part,1,22933953
,left ventricle,1,22933953
,ventricle,1,22933953
,ct scan,2,22933953
,scan,2,22933953
,severity,1,22933953
,contractile,1,22933953
,dysfunction,1,22933953
,response,1,22933953
,congestive,1,22933953
,congestive heart failure,1,22933953
,directive,1,22933953
,resection,1,22933953
,progressive,1,22933953
,phenomena,1,22933953
,conclusions,1,22933953
,noninvasive,1,22933953
,evaluation,1,22933953
,acute,1,22933953
,chest,1,22933953
,chest xray,1,22933953
,xray,1,22933953
,first,1,22933953
,steps,2,22933953
,findings,1,22933953
,further,1,22933953
,prevalence,1,22849917
,determinants,1,22849917
,atypical,1,22849917
,presentation,1,22849917
,acute,1,22849917
,acute coronary syndrom,1,22849917
,coronary,1,22849917
,syndrom,1,22849917
,introduction,1,22849917
,knowledge,1,22849917
,characteristics,1,22849917
,patients,2,22849917
,atypical,11,22849917
,presentation,11,22849917
,acute,6,22849917
,acute coronary syndromes,1,22849917
,coronary,6,22849917
,syndromes,1,22849917
,sensitivity,1,22849917
,diagnosis,2,22849917
,population,3,22849917
,purpose,1,22849917
,study,1,22849917
,prevalence,2,22849917
,ants,1,22849917
,presenting,1,22849917
,symptoms,4,22849917
,cases,5,22849917
,acute coronary syndrome,5,22849917
,syndrome,5,22849917
,emergency,3,22849917
,emergency department,2,22849917
,department,2,22849917
,hospital,2,22849917
,methods,1,22849917
,systematic,1,22849917
,sample,2,22849917
,admissions,1,22849917
,absence,1,22849917
,chest,2,22849917
,chest pain,2,22849917
,pain,3,22849917
,syncope,1,22849917
,results,1,22849917
,confidence,1,22849917
,confidence interval,1,22849917
,interval,1,22849917
,variation,1,22849917
,gender,1,22849917
,age,2,22849917
,more,1,22849917
,frequent,1,22849917
,elevation,1,22849917
,myocardial,1,22849917
,myocardial infarction,1,22849917
,infarction,1,22849917
,multivariate analysis,1,22849917
,analysis,1,22849917
,years,1,22849917
,odds ratio,1,22849917
,ratio,1,22849917
,times,1,22849917
,less,1,22849917
,likely,1,22849917
,presence,1,22849917
,history,3,22849917
,ischemic,2,22849917
,ischemic heart disease,2,22849917
,heart,4,22849917
,heart disease,2,22849917
,disease,2,22849917
,hypertension,1,22849917
,dyslipidemia,1,22849917
,smoking,1,22849917
,heart failure,2,22849917
,failure,2,22849917
,independently,1,22849917
,likelihood,1,22849917
,minutes,1,22849917
,recurrent,1,22849917
,episodic,1,22849917
,other,2,22849917
,other symptoms,1,22849917
,dyspnea,1,22849917
,most,1,22849917
,frequently,1,22849917
,main,1,22849917
,symptom,1,22849917
,concurrently,1,22849917
,typical,2,22849917
,discussion,1,22849917
,factors,2,22849917
,consistent,1,22849917
,populations,1,22849917
,routine,1,22849917
,clinical,1,22849917
,clinical data,1,22849917
,data,3,22849917
,access,1,22849917
,large,2,22849917
,data base,1,22849917
,base,1,22849917
,representative,1,22849917
,part,1,22849917
,local,1,22849917
,urban,1,22849917
,urban population,1,22849917
,medical,1,22849917
,medical records,1,22849917
,records,1,22849917
,heterogeneous,1,22849917
,validity,1,22849917
,detail,1,22849917
,conclusions,1,22849917
,fifth,1,22849917
,episodes,1,22849917
,proportion,1,22849917
,ages,1,22849917
,previous,1,22849917
,classical,1,22849917
,risk,1,22849917
,risk factors,1,22849917
,highly,1,22849917
,variable,1,22849917
,not,1,22849917
,identification,1,22849917
,pattern,1,22849917
,threshold,1,22849917
,suspicion,1,22849917
,oral,1,22833913
,systems,1,22833913
,possible,1,22833913
,tool,1,22833913
,drug,1,22833913
,drug delivery,1,22833913
,delivery,1,22833913
,chronotherapy,1,22833913
,circadian rhythms,3,22833913
,rhythms,4,22833913
,most,1,22833913
,body,2,22833913
,body functions,1,22833913
,functions,2,22833913
,factors,1,22833913
,drugs,2,22833913
,nature,1,22833913
,human,2,22833913
,biological,1,22833913
,systems,4,22833913
,rise,1,22833913
,concept,2,22833913
,chronotherapy,3,22833913
,science,1,22833913
,synchronized,1,22833913
,variation,1,22833913
,human body,1,22833913
,safety,1,22833913
,efficacy,1,22833913
,drug,3,22833913
,peak,1,22833913
,plasma,1,22833913
,plasma concentration,1,22833913
,concentration,1,22833913
,period,3,22833913
,pulsed,1,22833913
,pulsatile,1,22833913
,release,4,22833913
,system,1,22833913
,rapid,1,22833913
,transient,1,22833913
,sustained,1,22833913
,sustained release,1,22833913
,certain,1,22833913
,amount,1,22833913
,short,1,22833913
,time,2,22833913
,time period,1,22833913
,circadian rhythm,2,22833913
,rhythm,2,22833913
,disease,1,22833913
,states,1,22833913
,right,1,22833913
,dosage,1,22833913
,best,1,22833913
,approach,1,22833913
,promise,1,22833913
,optimal,2,22833913
,therapy,2,22833913
,chronic,1,22833913
,chronic diseases,1,22833913
,diseases,2,22833913
,asthma,1,22833913
,hypertension,1,22833913
,myocardial,1,22833913
,myocardial infarction,1,22833913
,infarction,1,22833913
,arthritis,1,22833913
,dependency,1,22833913
,various,1,22833913
,technologies,1,22833913
,physiological,1,22833913
,review,1,22833913
,basic,1,22833913
,recent,1,22833913
,advances,1,22833913
,development,1,22833913
,oral,1,22833913
,association,1,22822420
,urinary,1,22822420
,angiotensinogen,1,22822420
,levels,1,22822420
,renal,1,22822420
,cardiovascular,1,22822420
,prognoses,1,22822420
,patients,1,22822420
,type,1,22822420
,diabetes,1,22822420
,diabetes mellitus,1,22822420
,activation,1,22822420
,system,1,22822420
,kidney,1,22822420
,role,1,22822420
,renal,6,22822420
,renal function,1,22822420
,function,1,22822420
,aim,1,22822420
,study,2,22822420
,plasma,4,22822420
,urinary,10,22822420
,angiotensinogen,10,22822420
,levels,7,22822420
,cardiovascular,4,22822420
,prognosis,1,22822420
,type,3,22822420
,diabetic,3,22822420
,patients,5,22822420
,materials,1,22822420
,methods,1,22822420
,observational,1,22822420
,followup,2,22822420
,cohort,1,22822420
,japanese,1,22822420
,albuminuria,4,22822420
,end,1,22822420
,associations,1,22822420
,markers,1,22822420
,annual,2,22822420
,glomerular,1,22822420
,glomerular filtration,1,22822420
,glomerular filtration rate,1,22822420
,filtration,1,22822420
,rate,1,22822420
,egfr,3,22822420
,incidence,2,22822420
,composite,2,22822420
,endpoints,2,22822420
,chronic,1,22822420
,chronic hemodialysis,1,22822420
,hemodialysis,1,22822420
,myocardial,1,22822420
,myocardial infarction,1,22822420
,infarction,1,22822420
,stroke,1,22822420
,cerebral,1,22822420
,cerebral hemorrhage,1,22822420
,hemorrhage,1,22822420
,results,2,22822420
,baseline,1,22822420
,ratio,1,22822420
,microglobulin,1,22822420
,contrast,1,22822420
,neither,1,22822420
,factors,1,22822420
,followup study,1,22822420
,median,1,22822420
,duration,1,22822420
,years,1,22822420
,not,1,22822420
,change,1,22822420
,subgroups,1,22822420
,high,2,22822420
,progressive,1,22822420
,conclusions,1,22822420
,level,1,22822420
,high risk,1,22822420
,high risk factor,1,22822420
,risk,1,22822420
,risk factor,1,22822420
,factor,1,22822420
,cardiovascular complications,1,22822420
,complications,1,22822420
,parameter,1,22784628
,parameter estimation,1,22784628
,estimation,1,22784628
,nonlinear modelling,1,22784628
,biological,1,22784628
,pathways,1,22784628
,background,1,22784628
,availability,1,22784628
,temporal,3,22784628
,measurements,2,22784628
,biological,8,22784628
,experiments,1,22784628
,significantly,1,22784628
,research,1,22784628
,areas,1,22784628
,systems,4,22784628
,systems biology,1,22784628
,biology,1,22784628
,insight,1,22784628
,interaction,1,22784628
,regulation,1,22784628
,mathematical,3,22784628
,differential,6,22784628
,equations,7,22784628
,model,2,22784628
,pathways,5,22784628
,data,3,22784628
,hill,3,22784628
,preferred,1,22784628
,formats,1,22784628
,reaction,1,22784628
,reaction rate,1,22784628
,rate,1,22784628
,equation,3,22784628
,due,1,22784628
,simple,1,22784628
,structures,1,22784628
,easy,1,22784628
,fitting,1,22784628
,saturated,1,22784628
,experimental,1,22784628
,highly,1,22784628
,functions,2,22784628
,parameters,4,22784628
,easily,1,22784628
,additio,1,22784628
,high,2,22784628
,adaptive,1,22784628
,parameter,4,22784628
,parameter estimation,3,22784628
,estimation,4,22784628
,algorithms,1,22784628
,linear,1,22784628
,models,3,22784628
,rewarding,1,22784628
,study,1,22784628
,algorithm,4,22784628
,mathematical models,2,22784628
,time,1,22784628
,time series,1,22784628
,series,1,22784628
,results,2,22784628
,method,3,22784628
,difference,1,22784628
,known,1,22784628
,structure,1,22784628
,transformation,1,22784628
,predictions,1,22784628
,dependent,1,22784628
,previous,1,22784628
,states,1,22784628
,approach,2,22784628
,markov chain,1,22784628
,chain,1,22784628
,monte carlo,1,22784628
,carlo,1,22784628
,left,1,22784628
,left ventricle,1,22784628
,ventricle,1,22784628
,response,1,22784628
,myocardial,1,22784628
,myocardial infarction,1,22784628
,infarction,1,22784628
,nonlinear model,1,22784628
,further,2,22784628
,performance,1,22784628
,different,1,22784628
,settings,1,22784628
,signal,1,22784628
,noise,1,22784628
,ratios,1,22784628
,effectiveness,1,22784628
,dynamic,1,22784628
,conclusions,1,22784628
,successfully,1,22784628
,order,1,22784628
,useful,1,22784628
,tool,1,22784628
,dynamics,1,22784628
,information,1,22784628
,ischemic,1,22808457
,ischemic postconditioning,1,22808457
,size,1,22808457
,myocardial,1,22808457
,myocardial infarction,1,22808457
,infarction,1,22808457
,inhibition,1,22808457
,norepinephrine,1,22808457
,take,1,22808457
,effect,2,22808457
,inhibition,2,22808457
,norepinephrine,2,22808457
,norepinephrine reuptake,2,22808457
,reuptake,2,22808457
,reperfusion,4,22808457
,period,2,22808457
,size,1,22808457
,infarction,2,22808457
,zone,2,22808457
,focal,1,22808457
,myocardial,3,22808457
,myocardial ischemia,1,22808457
,ischemia,3,22808457
,conditions,1,22808457
,ischemic,3,22808457
,ischemic postconditioning,3,22808457
,groups,5,22808457
,occlusion,1,22808457
,left,1,22808457
,left coronary artery,1,22808457
,coronary,1,22808457
,coronary artery,1,22808457
,artery,1,22808457
,occlusions,1,22808457
,reperfusions,1,22808457
,ringer,1,22808457
,ringer solution,1,22808457
,solution,1,22808457
,desipramine,1,22808457
,intravenously,1,22808457
,beginning,1,22808457
,area,2,22808457
,myocardial infarction,1,22808457
,group,1,22808457
,risk,1,22808457
,value,1,22808457
,early,1,22808457
,myocardial injury,1,22808457
,injury,1,22808457
,pathways,1,22803058
,bone,1,22803058
,bone marrow,1,22803058
,marrow,1,22803058
,mononuclear,1,22803058
,mononuclear cell,1,22803058
,cell,1,22803058
,cell differentiation,1,22803058
