conceptID,concept,rank,PMID
,cyclooxygenase2,1,18426087
,inhibition,1,18426087
,myocardial,1,18426087
,myocardial infarction,1,18426087
,infarction,1,18426087
,ischaemia,1,18426087
,role,1,18426087
,cyclooxygenase2,1,18426087
,myocardial,1,18426087
,myocardial infarction,1,18426087
,infarction,3,18426087
,ischaemia,1,18426087
,rabbits,4,18426087
,isoprenaline,1,18426087
,agonist,1,18426087
,acute,1,18426087
,acute phases,1,18426087
,phases,1,18426087
,repair,1,18426087
,humans,1,18426087
,induction,1,18426087
,increases,1,18426087
,levels,1,18426087
,serum,1,18426087
,enzymes,1,18426087
,troponin,1,18426087
,phosphokinase,1,18426087
,cpk,1,18426087
,electrocardiographic,1,18426087
,changes,2,18426087
,typical,1,18426087
,st elevation,1,18426087
,elevation,1,18426087
,development,1,18426087
,studies,1,18426087
,rabbit,1,18426087
,heart,1,18426087
,day,5,18426087
,injection,1,18426087
,coagulation,2,18426087
,coagulation necrosis,1,18426087
,necrosis,1,18426087
,total,1,18426087
,loss,1,18426087
,nuclear,1,18426087
,heavy,1,18426087
,interstitial,1,18426087
,infiltrate,1,18426087
,neutrophils,1,18426087
,collagen,1,18426087
,deposition,1,18426087
,capillary,1,18426087
,channels,1,18426087
,islands,1,18426087
,myocytes,1,18426087
,infarcted,3,18426087
,area,1,18426087
,scarring,1,18426087
,complete,1,18426087
,coronary,1,18426087
,perfusion,1,18426087
,cpr,1,18426087
,nimesulide,2,18426087
,cox2 inhibitor,2,18426087
,inhibitor,2,18426087
,significant,1,18426087
,improvement,1,18426087
,saline,1,18426087
,results,1,18426087
,exhibit,1,18426087
,effects,1,18426087
,statins,1,18340203
,clinical,1,18340203
,practice,1,18340203
,data,1,18340203
,background,1,18340203
,clinical,5,18340203
,clinical trials,1,18340203
,1990s,1,18340203
,significant,1,18340203
,reductions,1,18340203
,cardiovascular,1,18340203
,cardiovascular events,1,18340203
,events,1,18340203
,doses,5,18340203
,statins,7,18340203
,simvastatin,2,18340203
,pravastatin,3,18340203
,practice,3,18340203
,treatment,1,18340203
,usually,2,18340203
,lower,2,18340203
,not,2,18340203
,clear,1,18340203
,then,3,18340203
,upward,1,18340203
,initial,1,18340203
,methods,1,18340203
,patients,8,18340203
,time,2,18340203
,entry,3,18340203
,months,2,18340203
,followup,1,18340203
,treat,1,18340203
,angina,2,18340203
,aggrastat,1,18340203
,cost,1,18340203
,therapy,1,18340203
,invasive,1,18340203
,myocardial,1,18340203
,myocardial infarction,1,18340203
,infarction,1,18340203
,trial,2,18340203
,relationship,1,18340203
,lipoprotein,1,18340203
,lipoprotein cholesterol,1,18340203
,cholesterol,1,18340203
,admission,2,18340203
,results,1,18340203
,unstable,1,18340203
,unstable angina,1,18340203
,elevation,1,18340203
,study,1,18340203
,measurements,1,18340203
,statin,2,18340203
,dose,2,18340203
,atorvastatin,2,18340203
,vastatin,1,18340203
,lovastatin,1,18340203
,fluvastatin,1,18340203
,cerivastatin,1,18340203
,only,3,18340203
,prior,1,18340203
,cab,1,18340203
,ptca,1,18340203
,diabetes,1,18340203
,event,1,18340203
,more,1,18340203
,baseline,1,18340203
,conclusion,1,18340203
,clinical efficacy,1,18340203
,efficacy,1,18340203
,acute,1,18340203
,acute coronary syndrome,1,18340203
,coronary,1,18340203
,syndrome,1,18340203
,presentation,1,18340203
,data,1,18340203
,addition,1,18340203
,class,1,18340203
,drugs,1,18340203
,percutaneous,1,18340197
,percutaneous coronary intervention,1,18340197
,coronary,1,18340197
,intervention,1,18340197
,hospital,1,18340197
,length,1,18340197
,patients,1,18340197
,acute,1,18340197
,acute myocardial infarction,1,18340197
,myocardial,1,18340197
,myocardial infarction,1,18340197
,infarction,1,18340197
,primary,3,18340197
,percutaneious coronary intervention,1,18340197
,coronary,1,18340197
,intervention,1,18340197
,rapidly,1,18340197
,preferred,1,18340197
,therapy,1,18340197
,acute,1,18340197
,elevation,1,18340197
,myocardial,1,18340197
,myocardial infarction,1,18340197
,infarction,1,18340197
,ami,4,18340197
,lower,2,18340197
,mortality,1,18340197
,mortality rate,1,18340197
,rate,1,18340197
,hospital,5,18340197
,length,1,18340197
,thrombolysis,3,18340197
,findings,1,18340197
,randomized,2,18340197
,centers,1,18340197
,not,1,18340197
,well,1,18340197
,many,1,18340197
,urban,1,18340197
,county,1,18340197
,county hospitals,1,18340197
,hospitals,1,18340197
,care,1,18340197
,disadvantaged,2,18340197
,patients,6,18340197
,lack,1,18340197
,pci,7,18340197
,treatment,1,18340197
,treatment delays,1,18340197
,worse,1,18340197
,clinical,2,18340197
,outcomes,1,18340197
,population,1,18340197
,shift,1,18340197
,uniform,1,18340197
,retrospectively,1,18340197
,consecutive,1,18340197
,historical,1,18340197
,controls,1,18340197
,end,1,18340197
,end point,1,18340197
,point,1,18340197
,regression,1,18340197
,baseline,2,18340197
,differences,3,18340197
,groups,1,18340197
,unadjusted,1,18340197
,median,1,18340197
,group,4,18340197
,thrombolytic,2,18340197
,days,1,18340197
,variation,1,18340197
,clinical characteristics,1,18340197
,characteristics,1,18340197
,presence,1,18340197
,cardiogenic,1,18340197
,cardiogenic shock,1,18340197
,shock,1,18340197
,urgent,1,18340197
,catheterization,1,18340197
,index,2,18340197
,hospitalization,1,18340197
,none,1,18340197
,death,1,18340197
,months,1,18340197
,event,1,18340197
,study,1,18340197
,usefulness,1,18340197
,highly,1,18340197
,populations,1,18340197
,significantly,1,18340197
,main,1,18340190
,coronary,1,18340190
,coronary angioplasty,1,18340190
,angioplasty,1,18340190
,surgical,1,18340190
,role,1,18340190
,culture,1,18340190
,clinical,1,18340190
,outcome,1,18340190
,impact,1,18340190
,patient,1,18340190
,clinical,1,18340190
,variables,1,18340190
,success,1,18340190
,evaluation,1,18340190
,subsequent,1,18340190
,effects,1,18340190
,percutaneous,1,18340190
,treatment,1,18340190
,main,2,18340190
,coronary,2,18340190
,coronary stenosis,1,18340190
,stenosis,2,18340190
,angioplasty,2,18340190
,center,1,18340190
,retrospective,1,18340190
,observational,1,18340190
,observational study,1,18340190
,study,2,18340190
,total,2,18340190
,consecutive,1,18340190
,surgical,1,18340190
,patients,4,18340190
,left,1,18340190
,lesions,2,18340190
,operators,1,18340190
,culture,1,18340190
,acute,1,18340190
,acute myocardial infarction,1,18340190
,myocardial,2,18340190
,myocardial infarction,1,18340190
,infarction,1,18340190
,ami,3,18340190
,mean,1,18340190
,age,1,18340190
,years,1,18340190
,length,1,18340190
,stenotic,1,18340190
,segment,1,18340190
,lumen,1,18340190
,lumen diameter,1,18340190
,diameter,2,18340190
,percentage,1,18340190
,cardiac,3,18340190
,cardiac deaths,2,18340190
,deaths,2,18340190
,cardiogenic,1,18340190
,cardiogenic shock,1,18340190
,shock,1,18340190
,average,1,18340190
,followup,3,18340190
,months,2,18340190
,major,1,18340190
,cardiac events,1,18340190
,events,1,18340190
,mace,3,18340190
,comprised,1,18340190
,myocardial infarctions,1,18340190
,infarctions,1,18340190
,subjects,1,18340190
,coronary bypass,1,18340190
,coronary bypass surgery,1,18340190
,bypass,1,18340190
,bypass surgery,1,18340190
,surgery,1,18340190
,angioplasties,1,18340190
,event,1,18340190
,rate,1,18340190
,end,1,18340190
,period,1,18340190
,more,1,18340190
,group,2,18340190
,prior,1,18340190
,data,1,18340190
,stenting,1,18340190
,less,1,18340190
,favorable,1,18340190
,late,1,18340190
,outcome,1,18340190
,impact,1,18340189
,age,1,18340189
,management,1,18340189
,outcomes,1,18340189
,unstable,1,18340189
,unstable angina,1,18340189
,angina,1,18340189
,nonst elevation myocardial infarction,1,18340189
,elevation,1,18340189
,myocardial,1,18340189
,myocardial infarction,1,18340189
,infarction,1,18340189
,registry,1,18340189
,few,1,18340189
,data,2,18340189
,available,1,18340189
,registries,1,18340189
,impact,1,18340189
,age,4,18340189
,gender,2,18340189
,treatment,2,18340189
,outcomes,4,18340189
,patients,6,18340189
,unstable,2,18340189
,unstable angina,2,18340189
,angina,2,18340189
,nonst elevation myocardial infarction,1,18340189
,elevation,1,18340189
,myocardial,2,18340189
,myocardial infarction,2,18340189
,infarction,2,18340189
,clinical,1,18340189
,clinical characteristics,1,18340189
,characteristics,1,18340189
,differences,1,18340189
,management,1,18340189
,consecutive,1,18340189
,prospectively,1,18340189
,global,1,18340189
,registry,2,18340189
,treatment evaluation,1,18340189
,evaluation,1,18340189
,years,2,18340189
,men,4,18340189
,women,6,18340189
,more,5,18340189
,likely,3,18340189
,family,1,18340189
,family history,1,18340189
,history,2,18340189
,coronary,1,18340189
,coronary artery,1,18340189
,coronary artery disease,1,18340189
,artery,1,18340189
,artery disease,1,18340189
,disease,2,18340189
,current,1,18340189
,current smokers,1,18340189
,smokers,1,18340189
,hypercholesterolemia,1,18340189
,prior,1,18340189
,stroke,1,18340189
,ang,1,18340189
,congestive,1,18340189
,congestive heart failure,1,18340189
,heart,1,18340189
,heart failure,1,18340189
,failure,1,18340189
,diffuse,1,18340189
,angiography,1,18340189
,often,1,18340189
,admission,1,18340189
,less,2,18340189
,cardiologist,1,18340189
,gradient,2,18340189
,use,3,18340189
,cardiac,1,18340189
,cardiac catheterization,1,18340189
,catheterization,1,18340189
,greatest,1,18340189
,lowest,1,18340189
,opposite,1,18340189
,inhospital mortality,1,18340189
,mortality,1,18340189
,groups,1,18340189
,worse,1,18340189
,procedures,2,18340189
,patient,1,18340189
,risk,2,18340189
,elderly,2,18340189
,aggressively,1,18340189
,use,1,18340180
,statistical,1,18340180
,process,1,18340180
,control,1,18340180
,care,1,18340180
,patients,1,18340180
,acute,1,18340180
,acute myocardial infarction,1,18340180
,myocardial,1,18340180
,myocardial infarction,1,18340180
,infarction,1,18340180
,eligible,1,18340180
,thrombolytic,1,18340180
,treatment,1,18340180
,experience,1,18340180
,hospitals,1,18340180
,england,1,18340180
,efforts,1,18340180
,mortality,1,18340180
,acute,1,18340180
,acute myocardial infarction,1,18340180
,myocardial,1,18340180
,myocardial infarction,1,18340180
,infarction,1,18340180
,thrombolytic,1,18340180
,other,1,18340180
,reperfusion,1,18340180
,treatments,1,18340180
,publication,1,18340180
,clinical,1,18340180
,guidelines,1,18340180
,standards,1,18340180
,care,3,18340180
,time,1,18340180
,many,1,18340180
,countries,1,18340180
,england,1,18340180
,national,3,18340180
,service,3,18340180
,program,2,18340180
,cardiac,1,18340180
,cardiac care,1,18340180
,national health service,1,18340180
,health,1,18340180
,health service,1,18340180
,alia,1,18340180
,significant,1,18340180
,reductions,1,18340180
,treatment,1,18340180
,treatment delay,1,18340180
,delay,1,18340180
,patients,2,18340180
,component,1,18340180
,improvement,2,18340180
,use,1,18340180
,statistical,1,18340180
,process,1,18340180
,control,1,18340180
,early,1,18340180
,early experience,1,18340180
,experience,1,18340180
,general,1,18340180
,general hospitals,1,18340180
,hospitals,1,18340180
,positive,1,18340178
,impact,1,18340178
,interdisciplinary,1,18340178
,chest,1,18340178
,chest pain,1,18340178
,pain,1,18340178
,initiative,1,18340178
,traditionally,1,18340178
,underserved populations,1,18340178
,populations,1,18340178
,background,1,18340178
,clinical,2,18340178
,impact,1,18340178
,interdisciplinary,3,18340178
,cardiac,6,18340178
,cardiac nurse,2,18340178
,nurse,2,18340178
,chest,1,18340178
,chest pain,1,18340178
,pain,1,18340178
,initiative,9,18340178
,early,1,18340178
,invasive,1,18340178
,approach,1,18340178
,patients,10,18340178
,acute,1,18340178
,acute coronary syndromes,1,18340178
,coronary,3,18340178
,syndromes,1,18340178
,traditionally,1,18340178
,underserved patient,2,18340178
,patient,2,18340178
,populations,2,18340178
,females,3,18340178
,blacks,1,18340178
,hispanics,5,18340178
,years,5,18340178
,methods,1,18340178
,groups,1,18340178
,december,2,18340178
,results,1,18340178
,analysis,1,18340178
,significantly,2,18340178
,more,1,18340178
,diagnoses,1,18340178
,myocardial,1,18340178
,myocardial infarction,1,18340178
,infarction,1,18340178
,significant,2,18340178
,increase,2,18340178
,cardiac catheterizations,2,18340178
,catheterizations,2,18340178
,week,1,18340178
,admission,1,18340178
,coronary artery,2,18340178
,coronary artery stenting,2,18340178
,artery,2,18340178
,stenting,2,18340178
,grafting,1,18340178
,cabg,1,18340178
,well,1,18340178
,length,2,18340178
,days,1,18340178
,conclusion,1,18340178
,improvement,1,18340178
,several,1,18340178
,outcomes,1,18340178
,cardiac disease,1,18340178
,disease,1,18340178
,disease diagnosis,1,18340178
,diagnosis,2,18340178
,hispanic,2,18340178
,cab,1,18340178
,data,1,18340178
,support,1,18340178
,targeted,1,18340178
,strategy,1,18340178
,access,1,18340178
,cardiovascular,1,18340178
,cardiovascular diagnosis,1,18340178
,factors,1,18333195
,outcome,1,18333195
,liver,1,18333195
,liver resection,1,18333195
,resection,1,18333195
,background,1,18333195
,studies,3,18333195
,inverse,1,18333195
,relationship,1,18333195
,volumes,1,18333195
,patient,7,18333195
,similar,1,18333195
,liver,6,18333195
,liver resections,3,18333195
,resections,6,18333195
,referral,1,18333195
,patients,2,18333195
,centers,1,18333195
,not,4,18333195
,factors,3,18333195
,complex,1,18333195
,interaction,1,18333195
,perioperative,2,18333195
,outcomes,1,18333195
,liver resection,1,18333195
,resection,1,18333195
,methods,1,18333195
,retrospective,1,18333195
,review,1,18333195
,single,1,18333195
,surgeon,2,18333195
,records,1,18333195
,demographics,1,18333195
,diagnosis,2,18333195
,typ,1,18333195
,surgery,3,18333195
,american,1,18333195
,society,1,18333195
,anesthesiologists,1,18333195
,asa,2,18333195
,score,3,18333195
,preoperative,2,18333195
,creatinine,3,18333195
,bilirubin,2,18333195
,operative,2,18333195
,operative time,2,18333195
,time,2,18333195
,intraoperative,5,18333195
,blood,1,18333195
,blood transfusions,1,18333195
,transfusions,1,18333195
,epidural,2,18333195
,epidural use,2,18333195
,use,2,18333195
,intraoperative hypotension,2,18333195
,hypotension,2,18333195
,main,1,18333195
,outcome,2,18333195
,measurements,1,18333195
,postoperative,2,18333195
,morbidities,1,18333195
,mortalities,3,18333195
,length,2,18333195
,data,1,18333195
,linear,1,18333195
,linear regression,1,18333195
,regression,1,18333195
,model,1,18333195
,statistical,1,18333195
,statistical analysis,1,18333195
,analysis,1,18333195
,program,1,18333195
,results,1,18333195
,primary,1,18333195
,indications,1,18333195
,hepatocellular,1,18333195
,hepatocellular carcinoma,1,18333195
,carcinoma,1,18333195
,metastatic,1,18333195
,metastatic colorectal cancer,1,18333195
,colorectal,1,18333195
,colorectal cancer,1,18333195
,cancer,2,18333195
,benign,2,18333195
,disease,2,18333195
,mortality,1,18333195
,malignancies,1,18333195
,years,1,18333195
,morbidity,1,18333195
,malignant,1,18333195
,complications,1,18333195
,bile,1,18333195
,liver insufficiency,1,18333195
,insufficiency,2,18333195
,postoperative bleeding,1,18333195
,bleeding,1,18333195
,myocardial,1,18333195
,myocardial infarction,1,18333195
,infarction,1,18333195
,aspiration,1,18333195
,aspiration pneumonia,1,18333195
,pneumonia,1,18333195
,renal,1,18333195
,renal insufficiency,1,18333195
,implantation,1,18333195
,wound,1,18333195
,average,1,18333195
,days,1,18333195
,lower,1,18333195
,correlated,1,18333195
,predictors,1,18333195
,affected,1,18333195
,patient age,1,18333195
,age,1,18333195
,sex,1,18333195
,presence,1,18333195
,malignancy,1,18333195
,transfusion,1,18333195
,requirements,1,18333195
,case,2,18333195
,volume,2,18333195
,year,2,18333195
,conclusions,1,18333195
,low,1,18333195
,acceptable,1,18333195
,experienced,1,18333195
,most,1,18333195
,comorbidities,1,18333195
,annual,1,18333195
,impact,1,18333195
,patient safety,1,18333195
,safety,1,18333195
,performance,1,18333195
,likely,1,18333195
,population,1,18333195
,patient selection,1,18333195
,selection,1,18333195
,cases,1,18333195
,surgeons,1,18333195
,experience,1,18333195
,severe,1,18161210
,chronic,1,18161210
,chronic kidney disease,1,18161210
,kidney,1,18161210
,kidney disease,1,18161210
,disease,1,18161210
,patients,1,18161210
,endpoint,1,18161210
,study,1,18161210
,objective,1,18161210
,endpoint,2,18161210
,studies,1,18161210
,statins,1,18161210
,patients,7,18161210
,severe,2,18161210
,renal,1,18161210
,renal failure,1,18161210
,failure,1,18161210
,purpose,1,18161210
,prospective,1,18161210
,study,3,18161210
,cardiovascular,2,18161210
,endpoints,4,18161210
,overall,1,18161210
,mortality,2,18161210
,mortality rate,1,18161210
,rate,2,18161210
,chronic,2,18161210
,chronic kidney disease,2,18161210
,chronic kidney disease stage,1,18161210
,kidney,2,18161210
,kidney disease,2,18161210
,disease,2,18161210
,disease stage,1,18161210
,stage,1,18161210
,creatinine,1,18161210
,creatinine clearance,1,18161210
,clearance,1,18161210
,material,1,18161210
,methods,1,18161210
,study subjects,1,18161210
,subjects,2,18161210
,controls,2,18161210
,age,2,18161210
,years,2,18161210
,treatment,1,18161210
,atorvastatin,4,18161210
,haemodialysis,1,18161210
,peritoneal,1,18161210
,peritoneal dialysis,1,18161210
,dialysis,2,18161210
,analysis,2,18161210
,primary,2,18161210
,primary endpoints,2,18161210
,acute,1,18161210
,acute myocardial infarction,1,18161210
,myocardial,1,18161210
,myocardial infarction,1,18161210
,infarction,1,18161210
,coronary,2,18161210
,coronary artery,1,18161210
,coronary artery bypass,1,18161210
,coronary artery bypass graft,1,18161210
,coronary artery bypass graft surgery,1,18161210
,artery,1,18161210
,artery bypass graft,1,18161210
,bypass,1,18161210
,bypass graft,1,18161210
,graft,1,18161210
,surgery,1,18161210
,percutaneous,1,18161210
,percutaneous transluminal coronary angioplasty,1,18161210
,transluminal,1,18161210
,coronary angioplasty,1,18161210
,angioplasty,1,18161210
,statistical,1,18161210
,statistical analysis,1,18161210
,data,1,18161210
,results,1,18161210
,difference,1,18161210
,outcome,1,18161210
,control,1,18161210
,groups,2,18161210
,survival,2,18161210
,survival rate,1,18161210
,entry,1,18161210
,due,1,18161210
,unacceptable,1,18161210
,group,1,18161210
,lipoprotein,1,18161210
,ldl,3,18161210
,cholesterol,3,18161210
,month,1,18161210
,then,1,18161210
,progressive,1,18161210
,reduction,1,18161210
,ldl cholesterol,2,18161210
,months,1,18161210
,conclusions,1,18161210
,total,1,18161210
,not,1,18161210
,outcomes,1,18161210
,contrast,1,18161210
,other,1,18161210
,patient,1,18161210
,limited,1,18161210
,benefit,1,18161210
,lower,1,18161210
,dose,1,18161210
,use,1,17710074
,antiplatelet agents,1,17710074
,anticoagulants,1,17710074
,cardiovascular,1,17710074
,cardiovascular disease,1,17710074
,disease,1,17710074
,current,1,17710074
,standards,1,17710074
,best,1,17710074
,best practices,1,17710074
,practices,1,17710074
,thrombosis,1,17710074
,arteriosclerosis,3,17710074
,principal,1,17710074
,cause,1,17710074
,mortality,1,17710074
,morbidity,1,17710074
,patients,7,17710074
,use,1,17710074
,antiplatelet agents,1,17710074
,anticoagulants,1,17710074
,treatment,2,17710074
,well,2,17710074
,many,1,17710074
,large,1,17710074
,randomized,1,17710074
,aspirin,3,17710074
,primary,1,17710074
,primary prevention,1,17710074
,prevention,1,17710074
,risk,3,17710074
,symptomatic,1,17710074
,atherosclerotic,1,17710074
,atherosclerotic vascular disease,1,17710074
,vascular,2,17710074
,vascular disease,2,17710074
,disease,2,17710074
,antiplatelet therapy,4,17710074
,therapy,5,17710074
,acute,1,17710074
,acute coronary syndromes,1,17710074
,coronary,2,17710074
,syndromes,1,17710074
,acs,2,17710074
,unstable,2,17710074
,ang,1,17710074
,myocardial,1,17710074
,myocardial infarction,1,17710074
,infarction,1,17710074
,dual,2,17710074
,clopidogrel,2,17710074
,results,1,17710074
,unstable angina,1,17710074
,angina,1,17710074
,recurrent,1,17710074
,events,2,17710074
,cure,1,17710074
,trial,1,17710074
,platelet,2,17710074
,platelet glycoprotein,1,17710074
,platelet glycoprotein iib/iiia,1,17710074
,glycoprotein,1,17710074
,inhibitors,1,17710074
,platelet function,1,17710074
,function,1,17710074
,effective,2,17710074
,benefit,1,17710074
,anticoagulation,1,17710074
,heparin,2,17710074
,enoxaparin,1,17710074
,approximately,1,17710074
,reduction,1,17710074
,cardiovascular,1,17710074
,cardiovascular events,1,17710074
,percutaneous,1,17710074
,percutaneous coronary intervention,1,17710074
,intervention,1,17710074
,months,1,17710074
,stents,1,17710074
,efficacy,2,17710074
,atherothrombosis,1,17710074
,aggressive,1,17710074
,bleeding,1,17710074
,bleeding risk,1,17710074
,lower,1,17710074
,clinical,1,17904036
,clinical characteristics,1,17904036
,characteristics,1,17904036
,patients,1,17904036
,early,1,17904036
,hospital,1,17904036
,arrival,1,17904036
,stroke,1,17904036
,symptom,1,17904036
,onset,1,17904036
,background,1,17904036
,characteristics,3,17904036
,early,3,17904036
,stroke,14,17904036
,useful,1,17904036
,delivery,1,17904036
,acute,1,17904036
,acute stroke,1,17904036
,treatment,1,17904036
,clinical,2,17904036
,clinical characteristics,2,17904036
,outcomes,1,17904036
,patients,4,17904036
,ischemic,3,17904036
,ischemic stroke,3,17904036
,symptom,2,17904036
,onset,3,17904036
,data,2,17904036
,representative,1,17904036
,sample,1,17904036
,hospitals,1,17904036
,state,1,17904036
,georgia,1,17904036
,methods,1,17904036
,retrospectively,1,17904036
,observational,1,17904036
,registry,1,17904036
,december,1,17904036
,february,2,17904036
,hospital,2,17904036
,hours,6,17904036
,later,1,17904036
,results,1,17904036
,specified,1,17904036
,specified time,1,17904036
,time,1,17904036
,univariate analysis,1,17904036
,analysis,2,17904036
,arrival,4,17904036
,history,3,17904036
,coronary,1,17904036
,coronary artery,1,17904036
,coronary artery disease,1,17904036
,artery,1,17904036
,artery disease,1,17904036
,disease,1,17904036
,dyslipidemia,1,17904036
,ambulance,1,17904036
,ambulance transport,1,17904036
,transport,1,17904036
,team,1,17904036
,consultation,1,17904036
,national,2,17904036
,institutes,2,17904036
,health,2,17904036
,scale,4,17904036
,score,4,17904036
,lower,1,17904036
,glasgow coma scale,2,17904036
,coma,2,17904036
,coma scale,2,17904036
,race,1,17904036
,sex,1,17904036
,age,1,17904036
,smoking,1,17904036
,smoking history,1,17904036
,previous,1,17904036
,myocardial,1,17904036
,myocardial infarction,1,17904036
,infarction,1,17904036
,congestive,1,17904036
,congestive heart failure,1,17904036
,heart,2,17904036
,heart failure,1,17904036
,failure,1,17904036
,prosthetic heart,1,17904036
,prosthetic heart valve,1,17904036
,heart valve,1,17904036
,valve,1,17904036
,hypertension,1,17904036
,diabetes,1,17904036
,family,1,17904036
,family history,1,17904036
,not,1,17904036
,multivariate analysis,1,17904036
,odds ratio,2,17904036
,ratio,2,17904036
,confidence,2,17904036
,confidence interval,2,17904036
,interval,2,17904036
,inhospital mortality,1,17904036
,mortality,2,17904036
,rate,1,17904036
,independent,1,17904036
,ambulation,1,17904036
,discharge,1,17904036
,conclusions,1,17904036
,ischemic stroke symptom onset,1,17904036
,severity,1,17904036
,better,1,17904036
,functional,1,17904036
,outcome,1,17904036
,characterization,1,17904016
,ischemic,2,17904016
,events,1,17904016
,use,1,17904016
